[2640, 1591]
[folio, [23.0, 123.0, 324.0, 46.5], CYRBsKZQsY, 5694653]
[paragraph, [946.0, 195.0, 592.0, 46.5], shoonya_8s7935S6EJC6JB, 5694653]
[paragraph, [946.0, 241.5, 592.0, 46.5], shoonya_8s7935S6EJC6JB, 5694653]
[paragraph, [946.0, 288.0, 592.0, 46.5], shoonya_8s7935S6EJC6JB, 5694653]
[paragraph, [946.0, 334.5, 592.0, 46.5], shoonya_8s7935S6EJC6JB, 5694653]
[paragraph, [946.0, 381.0, 592.0, 46.5], shoonya_8s7935S6EJC6JB, 5694653]
[paragraph, [946.0, 427.5, 592.0, 46.5], shoonya_8s7935S6EJC6JB, 5694653]
[headline, [49.0, 251.0, 621.0, 52.5], xsQAX4K3vG, 5694653]
[headline, [49.0, 303.5, 621.0, 52.5], xsQAX4K3vG, 5694653]
[headline, [49.0, 356.0, 621.0, 52.5], xsQAX4K3vG, 5694653]
[headline, [49.0, 408.5, 621.0, 52.5], xsQAX4K3vG, 5694653]
[headline, [49.0, 461.0, 621.0, 52.5], xsQAX4K3vG, 5694653]
[headline, [49.0, 513.5, 621.0, 52.5], xsQAX4K3vG, 5694653]
[headline, [49.0, 566.0, 621.0, 52.5], xsQAX4K3vG, 5694653]
[headline, [49.0, 618.5, 621.0, 52.5], xsQAX4K3vG, 5694653]
[paragraph, [810.0, 556.0, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[paragraph, [810.0, 602.5, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[paragraph, [810.0, 649.0, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[paragraph, [810.0, 695.5, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[paragraph, [810.0, 742.0, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[paragraph, [810.0, 788.5, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[paragraph, [810.0, 835.0, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[paragraph, [810.0, 881.5, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[paragraph, [810.0, 928.0, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[paragraph, [810.0, 974.5, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[paragraph, [810.0, 1021.0, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[paragraph, [810.0, 1067.5, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[paragraph, [810.0, 1114.0, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[paragraph, [810.0, 1160.5, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[paragraph, [810.0, 1207.0, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[paragraph, [810.0, 1253.5, 753.0, 46.5], shoonya_0sK13LBYMENB7C, 5694653]
[author, [230.0, 737.0, 225.0, 46.5], 6w9hUKeCAK, 5694653]
[paragraph, [920.0, 1372.0, 638.0, 46.5], shoonya_5s0VXOW9EDWY09, 5694653]
[paragraph, [920.0, 1418.5, 638.0, 46.5], shoonya_5s0VXOW9EDWY09, 5694653]
[paragraph, [920.0, 1465.0, 638.0, 46.5], shoonya_5s0VXOW9EDWY09, 5694653]
[paragraph, [920.0, 1511.5, 638.0, 46.5], shoonya_5s0VXOW9EDWY09, 5694653]
[paragraph, [811.0, 1599.0, 736.0, 46.5], shoonya_4s3NF7G7GC1QSE, 5694653]
[paragraph, [811.0, 1645.5, 736.0, 46.5], shoonya_4s3NF7G7GC1QSE, 5694653]
[paragraph, [811.0, 1692.0, 736.0, 46.5], shoonya_4s3NF7G7GC1QSE, 5694653]
[paragraph, [811.0, 1738.5, 736.0, 46.5], shoonya_4s3NF7G7GC1QSE, 5694653]
[paragraph, [841.0, 1824.0, 717.0, 46.5], shoonya_3sUL9ESXFEZLJY, 5694653]
[paragraph, [841.0, 1870.5, 717.0, 46.5], shoonya_3sUL9ESXFEZLJY, 5694653]
[paragraph, [841.0, 1917.0, 717.0, 46.5], shoonya_3sUL9ESXFEZLJY, 5694653]
[paragraph, [841.0, 1963.5, 717.0, 46.5], shoonya_3sUL9ESXFEZLJY, 5694653]
[paragraph, [841.0, 2010.0, 717.0, 46.5], shoonya_3sUL9ESXFEZLJY, 5694653]
[paragraph, [817.0, 2099.0, 721.0, 46.5], shoonya_1sSBKC5LSPJDRA, 5694653]
[paragraph, [817.0, 2145.5, 721.0, 46.5], shoonya_1sSBKC5LSPJDRA, 5694653]
[paragraph, [817.0, 2192.0, 721.0, 46.5], shoonya_1sSBKC5LSPJDRA, 5694653]
[paragraph, [817.0, 2238.5, 721.0, 46.5], shoonya_1sSBKC5LSPJDRA, 5694653]
[paragraph, [814.0, 2326.0, 741.0, 46.5], shoonya_2sKCHDQPHK6HQT, 5694653]
[paragraph, [814.0, 2372.5, 741.0, 46.5], shoonya_2sKCHDQPHK6HQT, 5694653]
[paragraph, [814.0, 2419.0, 741.0, 46.5], shoonya_2sKCHDQPHK6HQT, 5694653]
[folio, [157.0, 2546.0, 203.0, 46.5], 1gN0hlGKvZ, 5694653]
