[2800, 1700]
[headline, [63.0, 61.0, 517.0, 52.5], dIcSzTBp6L, 5687742]
[paragraph, [606.0, 150.0, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 196.5, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 243.0, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 289.5, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 336.0, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 382.5, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 429.0, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 475.5, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 522.0, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 568.5, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 615.0, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 661.5, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 708.0, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 754.5, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 801.0, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 847.5, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 894.0, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 940.5, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 987.0, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 1033.5, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 1080.0, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 1126.5, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [606.0, 1173.0, 519.0, 46.5], shoonya_4sWHWYDA53QEG1, 5687742]
[paragraph, [61.0, 155.0, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 201.5, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 248.0, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 294.5, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 341.0, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 387.5, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 434.0, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 480.5, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 527.0, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 573.5, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 620.0, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 666.5, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 713.0, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 759.5, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 806.0, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 852.5, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 899.0, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 945.5, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 992.0, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 1038.5, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 1085.0, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 1131.5, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [61.0, 1178.0, 525.0, 46.5], shoonya_0sZKNMKY264ZDC, 5687742]
[paragraph, [1145.0, 157.0, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 203.5, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 250.0, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 296.5, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 343.0, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 389.5, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 436.0, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 482.5, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 529.0, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 575.5, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 622.0, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
[paragraph, [1145.0, 668.5, 521.0, 46.5], shoonya_6sQSQT2HZ5TCN3, 5687742]
