[6000, 4167]
[folio, [1161.0, 593.0, 1817.0, 52.5], LZ4zpk6kdt, 5721590]
[folio, [1161.0, 645.5, 1817.0, 52.5], LZ4zpk6kdt, 5721590]
[folio, [1161.0, 698.0, 1817.0, 52.5], LZ4zpk6kdt, 5721590]
[folio, [1161.0, 750.5, 1817.0, 52.5], LZ4zpk6kdt, 5721590]
[paragraph, [567.0, 893.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 945.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 998.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1050.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1103.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1155.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1208.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1260.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1313.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1365.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1418.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1470.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1523.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1575.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1628.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1680.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1733.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1785.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1838.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1890.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1943.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 1995.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2048.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2100.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2153.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2205.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2258.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2310.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2363.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2415.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2468.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2520.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2573.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2625.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2678.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2730.5, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2783.0, 3019.0, 52.5], shoonya_0sTXOV3KAJHQKM, 5721590]
[paragraph, [567.0, 2854.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 2906.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 2959.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3011.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3064.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3116.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3169.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3221.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3274.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3326.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3379.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3431.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3484.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3536.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3589.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3641.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3694.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3746.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3799.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3851.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3904.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 3956.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4009.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4061.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4114.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4166.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4219.0, 3015.0, 52.5], EN2d2EEVMO, 5721590]
[paragraph, [567.0, 4271.5, 3015.0, 52.5], EN2d2EEVMO, 5721590]
