[1823, 1375]
[folio, [618.0, 106.0, 117.0, 36.0], shoonya_1s4GM0KL0KSSJO, 5683470]
[folio, [978.0, 106.0, 276.0, 36.0], shoonya_2sZF5OT3B0AXK7, 5683470]
[paragraph, [683.0, 171.0, 572.0, 36.0], 6XKc3LesJ8, 5683470]
[paragraph, [683.0, 207.0, 572.0, 36.0], 6XKc3LesJ8, 5683470]
[paragraph, [683.0, 243.0, 572.0, 36.0], 6XKc3LesJ8, 5683470]
[paragraph, [175.0, 180.0, 438.0, 36.0], shoonya_4sXUNZNLQEZILV, 5683470]
[paragraph, [113.0, 221.0, 559.0, 36.0], shoonya_5sHSFQXBD3Y2KU, 5683470]
[paragraph, [113.0, 257.0, 559.0, 36.0], shoonya_5sHSFQXBD3Y2KU, 5683470]
[paragraph, [689.0, 299.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 335.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 371.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 407.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 443.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 479.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 515.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 551.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 587.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 623.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 659.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 695.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 731.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 767.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 803.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 839.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 875.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 911.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 947.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 983.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 1019.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 1055.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 1091.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 1127.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 1163.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 1199.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 1235.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [689.0, 1271.0, 577.0, 36.0], ECij0s5PZf, 5683470]
[paragraph, [113.0, 300.0, 565.0, 36.0], shoonya_6s1QYR0AFXTNRR, 5683470]
[paragraph, [113.0, 336.0, 565.0, 36.0], shoonya_6s1QYR0AFXTNRR, 5683470]
[paragraph, [113.0, 372.0, 565.0, 36.0], shoonya_6s1QYR0AFXTNRR, 5683470]
[paragraph, [113.0, 408.0, 565.0, 36.0], shoonya_6s1QYR0AFXTNRR, 5683470]
[paragraph, [115.0, 470.0, 558.0, 36.0], shoonya_7sHWO0UXJQ36QL, 5683470]
[paragraph, [115.0, 506.0, 558.0, 36.0], shoonya_7sHWO0UXJQ36QL, 5683470]
[paragraph, [115.0, 542.0, 558.0, 36.0], shoonya_7sHWO0UXJQ36QL, 5683470]
[paragraph, [115.0, 578.0, 558.0, 36.0], shoonya_7sHWO0UXJQ36QL, 5683470]
[paragraph, [116.0, 632.0, 557.0, 36.0], shoonya_8sX2JHG1NWVJUN, 5683470]
[paragraph, [116.0, 668.0, 557.0, 36.0], shoonya_8sX2JHG1NWVJUN, 5683470]
[paragraph, [116.0, 704.0, 557.0, 36.0], shoonya_8sX2JHG1NWVJUN, 5683470]
[paragraph, [116.0, 740.0, 557.0, 36.0], shoonya_8sX2JHG1NWVJUN, 5683470]
[paragraph, [116.0, 776.0, 557.0, 36.0], shoonya_8sX2JHG1NWVJUN, 5683470]
[paragraph, [116.0, 841.0, 554.0, 36.0], dej97S47Sz, 5683470]
[paragraph, [116.0, 877.0, 554.0, 36.0], dej97S47Sz, 5683470]
[paragraph, [116.0, 913.0, 554.0, 36.0], dej97S47Sz, 5683470]
[paragraph, [185.0, 966.0, 429.0, 36.0], w73HZ8B113, 5683470]
[paragraph, [113.0, 1009.0, 564.0, 36.0], ymFKOPusmC, 5683470]
[paragraph, [113.0, 1045.0, 564.0, 36.0], ymFKOPusmC, 5683470]
[paragraph, [113.0, 1081.0, 564.0, 36.0], ymFKOPusmC, 5683470]
[paragraph, [113.0, 1117.0, 564.0, 36.0], ymFKOPusmC, 5683470]
[paragraph, [113.0, 1153.0, 564.0, 36.0], ymFKOPusmC, 5683470]
[paragraph, [113.0, 1189.0, 564.0, 36.0], ymFKOPusmC, 5683470]
[paragraph, [113.0, 1225.0, 564.0, 36.0], ymFKOPusmC, 5683470]
[paragraph, [113.0, 1261.0, 564.0, 36.0], ymFKOPusmC, 5683470]
[paragraph, [113.0, 1297.0, 564.0, 36.0], ymFKOPusmC, 5683470]
[paragraph, [113.0, 1333.0, 564.0, 36.0], ymFKOPusmC, 5683470]
[paragraph, [708.0, 1330.0, 559.0, 36.0], JaUXV1Bijc, 5683470]
[paragraph, [708.0, 1366.0, 559.0, 36.0], JaUXV1Bijc, 5683470]
[paragraph, [708.0, 1402.0, 559.0, 36.0], JaUXV1Bijc, 5683470]
[paragraph, [708.0, 1438.0, 559.0, 36.0], JaUXV1Bijc, 5683470]
[paragraph, [708.0, 1474.0, 559.0, 36.0], JaUXV1Bijc, 5683470]
[paragraph, [708.0, 1510.0, 559.0, 36.0], JaUXV1Bijc, 5683470]
[paragraph, [708.0, 1546.0, 559.0, 36.0], JaUXV1Bijc, 5683470]
[paragraph, [113.0, 1378.0, 568.0, 36.0], letF5Nytks, 5683470]
[paragraph, [113.0, 1414.0, 568.0, 36.0], letF5Nytks, 5683470]
[paragraph, [113.0, 1450.0, 568.0, 36.0], letF5Nytks, 5683470]
[paragraph, [113.0, 1486.0, 568.0, 36.0], letF5Nytks, 5683470]
[paragraph, [106.0, 1549.0, 574.0, 36.0], R5kMPJfR53, 5683470]
[paragraph, [106.0, 1585.0, 574.0, 36.0], R5kMPJfR53, 5683470]
[paragraph, [711.0, 1628.0, 570.0, 36.0], wFIFBEeIrm, 5683470]
[paragraph, [711.0, 1664.0, 570.0, 36.0], wFIFBEeIrm, 5683470]
[paragraph, [185.0, 1637.0, 497.0, 36.0], xPoKoZYpkh, 5683470]
