[2180, 1639]
[paragraph, [1084.0, 137.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 173.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 209.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 245.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 281.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 317.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 353.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 389.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 425.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 461.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 497.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 533.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 569.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 605.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 641.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 677.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 713.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 749.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 785.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 821.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [1084.0, 857.0, 472.0, 36.0], shoonya_0sESB6NKYFMFLZ, 5654584]
[paragraph, [7.0, 156.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 192.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 228.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 264.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 300.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 336.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 372.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 408.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 444.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 480.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 516.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 552.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 588.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 624.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 660.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 696.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 732.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 768.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 804.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 840.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[paragraph, [7.0, 876.0, 487.0, 36.0], shoonya_1s2TCGCVTYLFUX, 5654584]
[sidebar, [511.0, 165.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 201.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 237.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 273.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 309.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 345.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 381.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 417.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 453.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 489.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 525.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 561.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 597.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 633.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 669.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 705.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 741.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 777.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[sidebar, [511.0, 813.0, 559.0, 36.0], shoonya_3sLIZ81Y5ATL07, 5654584]
[paragraph, [825.0, 884.0, 480.0, 36.0], shoonya_12s0HDY023ONIU, 5654584]
[paragraph, [38.0, 922.0, 651.0, 36.0], shoonya_11sR5YXIDN6DPZ, 5654584]
[paragraph, [814.0, 948.0, 736.0, 36.0], shoonya_5sKD2NU9IY9SQJ, 5654584]
[paragraph, [814.0, 984.0, 736.0, 36.0], shoonya_5sKD2NU9IY9SQJ, 5654584]
[paragraph, [814.0, 1020.0, 736.0, 36.0], shoonya_5sKD2NU9IY9SQJ, 5654584]
[paragraph, [814.0, 1056.0, 736.0, 36.0], shoonya_5sKD2NU9IY9SQJ, 5654584]
[paragraph, [814.0, 1092.0, 736.0, 36.0], shoonya_5sKD2NU9IY9SQJ, 5654584]
[paragraph, [814.0, 1128.0, 736.0, 36.0], shoonya_5sKD2NU9IY9SQJ, 5654584]
