[2339, 1654]
[headline, [242.0, 150.0, 672.0, 67.5], shoonya_0sGZEUEATB9TZ7, 5752283]
[paragraph, [148.0, 297.0, 866.0, 36.0], 2xvYO0Hl9o, 5752283]
[paragraph, [148.0, 333.0, 866.0, 36.0], 2xvYO0Hl9o, 5752283]
[paragraph, [148.0, 369.0, 866.0, 36.0], 2xvYO0Hl9o, 5752283]
[paragraph, [148.0, 405.0, 866.0, 36.0], 2xvYO0Hl9o, 5752283]
[paragraph, [148.0, 441.0, 866.0, 36.0], 2xvYO0Hl9o, 5752283]
[paragraph, [148.0, 477.0, 866.0, 36.0], 2xvYO0Hl9o, 5752283]
[paragraph, [148.0, 513.0, 866.0, 36.0], 2xvYO0Hl9o, 5752283]
[paragraph, [148.0, 549.0, 866.0, 36.0], 2xvYO0Hl9o, 5752283]
[paragraph, [148.0, 585.0, 866.0, 36.0], 2xvYO0Hl9o, 5752283]
[paragraph, [148.0, 621.0, 866.0, 36.0], 2xvYO0Hl9o, 5752283]
[paragraph, [148.0, 657.0, 866.0, 36.0], 2xvYO0Hl9o, 5752283]
[paragraph, [148.0, 693.0, 866.0, 36.0], 2xvYO0Hl9o, 5752283]
[paragraph, [148.0, 729.0, 866.0, 36.0], 2xvYO0Hl9o, 5752283]
[paragraph, [148.0, 765.0, 866.0, 36.0], 2xvYO0Hl9o, 5752283]
[paragraph, [148.0, 801.0, 866.0, 36.0], 2xvYO0Hl9o, 5752283]
[paragraph, [138.0, 849.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 885.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 921.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 957.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 993.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1029.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1065.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1101.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1137.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1173.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1209.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1245.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1281.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1317.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1353.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1389.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1425.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1461.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1497.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1533.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1569.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1605.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1641.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1677.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1713.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1749.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1785.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1821.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1857.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1893.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1929.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 1965.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 2001.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 2037.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
[paragraph, [138.0, 2073.0, 1379.0, 36.0], W4HmrWjvhD, 5752283]
