[1259, 873]
[chapter-title, [335.0, 46.0, 282.0, 30.0], shoonya_12sCDCZ9Z87LE3, 5776310]
[paragraph, [190.0, 86.0, 200.0, 18.0], shoonya_4sR1IS51Q4KFC1, 5776310]
[paragraph, [192.0, 112.0, 249.0, 18.0], shoonya_9s4X84BJX8SH95, 5776310]
[paragraph, [167.0, 139.0, 635.0, 18.0], shoonya_0sLCU3CRDF2D0E, 5776310]
[paragraph, [167.0, 157.0, 635.0, 18.0], shoonya_0sLCU3CRDF2D0E, 5776310]
[paragraph, [167.0, 175.0, 635.0, 18.0], shoonya_0sLCU3CRDF2D0E, 5776310]
[paragraph, [167.0, 193.0, 635.0, 18.0], shoonya_0sLCU3CRDF2D0E, 5776310]
[paragraph, [167.0, 211.0, 635.0, 18.0], shoonya_0sLCU3CRDF2D0E, 5776310]
[paragraph, [167.0, 238.0, 636.0, 18.0], shoonya_1sZGON1TTVARCL, 5776310]
[paragraph, [167.0, 256.0, 636.0, 18.0], shoonya_1sZGON1TTVARCL, 5776310]
[paragraph, [167.0, 274.0, 636.0, 18.0], shoonya_1sZGON1TTVARCL, 5776310]
[paragraph, [167.0, 284.0, 637.0, 18.0], shoonya_18sXSPSROF15QE, 5776310]
[paragraph, [167.0, 302.0, 637.0, 18.0], shoonya_18sXSPSROF15QE, 5776310]
[paragraph, [167.0, 320.0, 637.0, 18.0], shoonya_18sXSPSROF15QE, 5776310]
[paragraph, [158.0, 337.0, 649.0, 18.0], aBFQB18UhP, 5776310]
[paragraph, [158.0, 355.0, 649.0, 18.0], aBFQB18UhP, 5776310]
[paragraph, [158.0, 373.0, 649.0, 18.0], aBFQB18UhP, 5776310]
[paragraph, [159.0, 388.0, 644.0, 18.0], 2YeLuxrD3i, 5776310]
[paragraph, [159.0, 406.0, 644.0, 18.0], 2YeLuxrD3i, 5776310]
[paragraph, [159.0, 424.0, 644.0, 18.0], 2YeLuxrD3i, 5776310]
[paragraph, [159.0, 442.0, 644.0, 18.0], 2YeLuxrD3i, 5776310]
[paragraph, [166.0, 462.0, 638.0, 18.0], VuMTA3FBEK, 5776310]
[paragraph, [166.0, 480.0, 638.0, 18.0], VuMTA3FBEK, 5776310]
[paragraph, [166.0, 498.0, 638.0, 18.0], VuMTA3FBEK, 5776310]
[paragraph, [170.0, 519.0, 636.0, 18.0], shoonya_3s4EQEIY1GH92C, 5776310]
[paragraph, [170.0, 537.0, 636.0, 18.0], shoonya_3s4EQEIY1GH92C, 5776310]
[paragraph, [170.0, 555.0, 636.0, 18.0], shoonya_3s4EQEIY1GH92C, 5776310]
[paragraph, [170.0, 573.0, 636.0, 18.0], shoonya_3s4EQEIY1GH92C, 5776310]
[paragraph, [171.0, 596.0, 633.0, 18.0], shoonya_5s2VQC9D2TF1QV, 5776310]
[paragraph, [171.0, 614.0, 633.0, 18.0], shoonya_5s2VQC9D2TF1QV, 5776310]
[paragraph, [172.0, 648.0, 634.0, 18.0], shoonya_15sHVYY8Z2BMMO, 5776310]
[paragraph, [172.0, 666.0, 634.0, 18.0], shoonya_15sHVYY8Z2BMMO, 5776310]
[paragraph, [191.0, 700.0, 184.0, 18.0], shoonya_19sYF2K4KENL70, 5776310]
[paragraph, [172.0, 727.0, 633.0, 18.0], shoonya_14sTJCXJ6F1VQI, 5776310]
[paragraph, [172.0, 745.0, 633.0, 18.0], shoonya_14sTJCXJ6F1VQI, 5776310]
[paragraph, [172.0, 775.0, 633.0, 18.0], sTV4CPMTDH, 5776310]
[paragraph, [172.0, 793.0, 633.0, 18.0], sTV4CPMTDH, 5776310]
[paragraph, [172.0, 811.0, 633.0, 18.0], sTV4CPMTDH, 5776310]
[paragraph, [197.0, 831.0, 165.0, 18.0], shoonya_8sCBWBOZAS1IEY, 5776310]
[paragraph, [198.0, 858.0, 221.0, 18.0], shoonya_6sEAHBL739RCU8, 5776310]
[paragraph, [173.0, 884.0, 634.0, 18.0], shoonya_2sVNOYRGVW9X0O, 5776310]
[paragraph, [173.0, 902.0, 634.0, 18.0], shoonya_2sVNOYRGVW9X0O, 5776310]
[paragraph, [173.0, 920.0, 634.0, 18.0], shoonya_2sVNOYRGVW9X0O, 5776310]
[paragraph, [173.0, 938.0, 634.0, 18.0], shoonya_2sVNOYRGVW9X0O, 5776310]
[paragraph, [197.0, 964.0, 247.0, 18.0], shoonya_7s1YB3LLWU5RMT, 5776310]
[paragraph, [201.0, 988.0, 532.0, 18.0], shoonya_11sAVKESX0G9K8, 5776310]
[paragraph, [197.0, 1015.0, 354.0, 18.0], shoonya_10sXPM1DU8BIHK, 5776310]
[paragraph, [179.0, 1043.0, 626.0, 18.0], shoonya_13sUDJRWMYBHN2, 5776310]
[paragraph, [179.0, 1061.0, 626.0, 18.0], shoonya_13sUDJRWMYBHN2, 5776310]
[paragraph, [179.0, 1079.0, 626.0, 18.0], shoonya_13sUDJRWMYBHN2, 5776310]
