[2339, 1653]
[paragraph, [235.0, 188.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 224.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 260.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 296.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 332.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 368.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 404.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 440.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 476.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 512.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 548.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 584.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 620.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 656.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 692.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 728.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 764.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 800.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 836.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 872.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 908.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 944.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 980.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 1016.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 1052.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 1088.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [235.0, 1124.0, 1179.0, 36.0], shoonya_1sMOYP1OM152MN, 5753579]
[paragraph, [238.0, 1231.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1267.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1303.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1339.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1375.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1411.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1447.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1483.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1519.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1555.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1591.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1627.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1663.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1699.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1735.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1771.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1807.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1843.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1879.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1915.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1951.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 1987.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 2023.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
[paragraph, [238.0, 2059.0, 1176.0, 36.0], shoonya_0s4X69GWCFJDSU, 5753579]
