[2806, 1983]
[section-title, [226.0, 226.0, 1022.0, 79.5], shoonya_0sK1PITG5830ZE, 5682319]
[paragraph, [207.0, 452.0, 1566.0, 46.5], shoonya_2s9BVGXR0QWL2M, 5682319]
[paragraph, [207.0, 498.5, 1566.0, 46.5], shoonya_2s9BVGXR0QWL2M, 5682319]
[paragraph, [207.0, 545.0, 1566.0, 46.5], shoonya_2s9BVGXR0QWL2M, 5682319]
[paragraph, [207.0, 591.5, 1566.0, 46.5], shoonya_2s9BVGXR0QWL2M, 5682319]
[paragraph, [207.0, 638.0, 1566.0, 46.5], shoonya_2s9BVGXR0QWL2M, 5682319]
[paragraph, [207.0, 684.5, 1566.0, 46.5], shoonya_2s9BVGXR0QWL2M, 5682319]
[paragraph, [207.0, 731.0, 1566.0, 46.5], shoonya_2s9BVGXR0QWL2M, 5682319]
[paragraph, [207.0, 777.5, 1566.0, 46.5], shoonya_2s9BVGXR0QWL2M, 5682319]
[paragraph, [207.0, 824.0, 1566.0, 46.5], shoonya_2s9BVGXR0QWL2M, 5682319]
[paragraph, [207.0, 870.5, 1566.0, 46.5], shoonya_2s9BVGXR0QWL2M, 5682319]
[paragraph, [207.0, 917.0, 1566.0, 46.5], shoonya_2s9BVGXR0QWL2M, 5682319]
[paragraph, [207.0, 963.5, 1566.0, 46.5], shoonya_2s9BVGXR0QWL2M, 5682319]
[paragraph, [207.0, 1010.0, 1566.0, 46.5], shoonya_2s9BVGXR0QWL2M, 5682319]
[paragraph, [207.0, 1056.5, 1566.0, 46.5], shoonya_2s9BVGXR0QWL2M, 5682319]
[paragraph, [205.0, 1271.0, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 1317.5, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 1364.0, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 1410.5, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 1457.0, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 1503.5, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 1550.0, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 1596.5, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 1643.0, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 1689.5, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 1736.0, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 1782.5, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 1829.0, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 1875.5, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 1922.0, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 1968.5, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 2015.0, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 2061.5, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 2108.0, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 2154.5, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 2201.0, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 2247.5, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 2294.0, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 2340.5, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 2387.0, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 2433.5, 1571.0, 46.5], 94Em5leNMn, 5682319]
[paragraph, [205.0, 2480.0, 1571.0, 46.5], 94Em5leNMn, 5682319]
