[1755, 1240]
[sub-section-title, [119.0, 220.0, 996.0, 36.0], tHBXXdkjwo, 5781110]
[sub-section-title, [119.0, 256.0, 996.0, 36.0], tHBXXdkjwo, 5781110]
[subsub-section-title, [471.0, 321.0, 296.0, 43.5], shoonya_9sM4T2ZHFR6RO1, 5781110]
[paragraph, [112.0, 384.0, 1010.0, 36.0], shoonya_4sGBUOGA8JZCDI, 5781110]
[paragraph, [112.0, 420.0, 1010.0, 36.0], shoonya_4sGBUOGA8JZCDI, 5781110]
[paragraph, [112.0, 456.0, 1010.0, 36.0], shoonya_4sGBUOGA8JZCDI, 5781110]
[paragraph, [112.0, 492.0, 1010.0, 36.0], shoonya_4sGBUOGA8JZCDI, 5781110]
[paragraph, [112.0, 528.0, 1010.0, 36.0], shoonya_4sGBUOGA8JZCDI, 5781110]
[paragraph, [112.0, 564.0, 1010.0, 36.0], shoonya_4sGBUOGA8JZCDI, 5781110]
[paragraph, [112.0, 600.0, 1010.0, 36.0], shoonya_4sGBUOGA8JZCDI, 5781110]
[unordered-list, [133.0, 754.0, 994.0, 36.0], shoonya_0sIXNS8UGT7EYJ, 5781110]
[unordered-list, [133.0, 790.0, 994.0, 36.0], shoonya_0sIXNS8UGT7EYJ, 5781110]
[unordered-list, [133.0, 826.0, 994.0, 36.0], shoonya_0sIXNS8UGT7EYJ, 5781110]
[unordered-list, [133.0, 862.0, 994.0, 36.0], shoonya_0sIXNS8UGT7EYJ, 5781110]
[unordered-list, [133.0, 898.0, 994.0, 36.0], shoonya_0sIXNS8UGT7EYJ, 5781110]
[unordered-list, [133.0, 934.0, 994.0, 36.0], shoonya_0sIXNS8UGT7EYJ, 5781110]
[unordered-list, [131.0, 1115.0, 634.0, 36.0], shoonya_1sMYLIUDLKEID9, 5781110]
[unordered-list, [131.0, 1151.0, 634.0, 36.0], shoonya_1sMYLIUDLKEID9, 5781110]
[unordered-list, [131.0, 1187.0, 634.0, 36.0], shoonya_1sMYLIUDLKEID9, 5781110]
[unordered-list, [131.0, 1223.0, 634.0, 36.0], shoonya_1sMYLIUDLKEID9, 5781110]
[unordered-list, [131.0, 1259.0, 634.0, 36.0], shoonya_1sMYLIUDLKEID9, 5781110]
[unordered-list, [131.0, 1482.0, 635.0, 36.0], shoonya_5sDNFFO7O7RY58, 5781110]
