[2067, 1567]
[folio, [188.0, 195.0, 170.0, 36.0], 3QwCSr13Rf, 5736000]
[paragraph, [444.0, 252.0, 329.0, 36.0], shoonya_0s93JUQFM95L7B, 5736000]
[paragraph, [444.0, 288.0, 329.0, 36.0], shoonya_0s93JUQFM95L7B, 5736000]
[paragraph, [444.0, 324.0, 329.0, 36.0], shoonya_0s93JUQFM95L7B, 5736000]
[paragraph, [444.0, 360.0, 329.0, 36.0], shoonya_0s93JUQFM95L7B, 5736000]
[paragraph, [444.0, 396.0, 329.0, 36.0], shoonya_0s93JUQFM95L7B, 5736000]
[paragraph, [444.0, 432.0, 329.0, 36.0], shoonya_0s93JUQFM95L7B, 5736000]
[paragraph, [444.0, 468.0, 329.0, 36.0], shoonya_0s93JUQFM95L7B, 5736000]
[paragraph, [444.0, 504.0, 329.0, 36.0], shoonya_0s93JUQFM95L7B, 5736000]
[paragraph, [444.0, 540.0, 329.0, 36.0], shoonya_0s93JUQFM95L7B, 5736000]
[paragraph, [790.0, 258.0, 588.0, 36.0], Ro3jFSMQd7, 5736000]
[paragraph, [790.0, 294.0, 588.0, 36.0], Ro3jFSMQd7, 5736000]
[paragraph, [790.0, 330.0, 588.0, 36.0], Ro3jFSMQd7, 5736000]
[paragraph, [790.0, 366.0, 588.0, 36.0], Ro3jFSMQd7, 5736000]
[paragraph, [790.0, 402.0, 588.0, 36.0], Ro3jFSMQd7, 5736000]
[paragraph, [790.0, 438.0, 588.0, 36.0], Ro3jFSMQd7, 5736000]
[paragraph, [790.0, 474.0, 588.0, 36.0], Ro3jFSMQd7, 5736000]
[paragraph, [790.0, 510.0, 588.0, 36.0], Ro3jFSMQd7, 5736000]
[paragraph, [790.0, 546.0, 588.0, 36.0], Ro3jFSMQd7, 5736000]
[paragraph, [790.0, 582.0, 588.0, 36.0], Ro3jFSMQd7, 5736000]
[paragraph, [790.0, 618.0, 588.0, 36.0], Ro3jFSMQd7, 5736000]
[paragraph, [194.0, 602.0, 580.0, 36.0], shoonya_7s8ZI55QUZ3SU5, 5736000]
[paragraph, [194.0, 638.0, 580.0, 36.0], shoonya_7s8ZI55QUZ3SU5, 5736000]
[paragraph, [194.0, 674.0, 580.0, 36.0], shoonya_7s8ZI55QUZ3SU5, 5736000]
[paragraph, [194.0, 710.0, 580.0, 36.0], shoonya_7s8ZI55QUZ3SU5, 5736000]
[paragraph, [194.0, 746.0, 580.0, 36.0], shoonya_7s8ZI55QUZ3SU5, 5736000]
[paragraph, [194.0, 782.0, 580.0, 36.0], shoonya_7s8ZI55QUZ3SU5, 5736000]
[paragraph, [194.0, 818.0, 580.0, 36.0], shoonya_7s8ZI55QUZ3SU5, 5736000]
[paragraph, [790.0, 692.0, 584.0, 36.0], PfrLVVFWEn, 5736000]
[paragraph, [790.0, 728.0, 584.0, 36.0], PfrLVVFWEn, 5736000]
[paragraph, [790.0, 764.0, 584.0, 36.0], PfrLVVFWEn, 5736000]
[paragraph, [790.0, 800.0, 584.0, 36.0], PfrLVVFWEn, 5736000]
[paragraph, [790.0, 836.0, 584.0, 36.0], PfrLVVFWEn, 5736000]
[paragraph, [790.0, 872.0, 584.0, 36.0], PfrLVVFWEn, 5736000]
[paragraph, [195.0, 872.0, 578.0, 36.0], shoonya_8s23U5BEJFXZ77, 5736000]
[paragraph, [195.0, 908.0, 578.0, 36.0], shoonya_8s23U5BEJFXZ77, 5736000]
[paragraph, [195.0, 944.0, 578.0, 36.0], shoonya_8s23U5BEJFXZ77, 5736000]
[paragraph, [195.0, 980.0, 578.0, 36.0], shoonya_8s23U5BEJFXZ77, 5736000]
[paragraph, [195.0, 1016.0, 578.0, 36.0], shoonya_8s23U5BEJFXZ77, 5736000]
[paragraph, [195.0, 1052.0, 578.0, 36.0], shoonya_8s23U5BEJFXZ77, 5736000]
[paragraph, [195.0, 1088.0, 578.0, 36.0], shoonya_8s23U5BEJFXZ77, 5736000]
[paragraph, [195.0, 1124.0, 578.0, 36.0], shoonya_8s23U5BEJFXZ77, 5736000]
[paragraph, [195.0, 1160.0, 578.0, 36.0], shoonya_8s23U5BEJFXZ77, 5736000]
[paragraph, [195.0, 1196.0, 578.0, 36.0], shoonya_8s23U5BEJFXZ77, 5736000]
[paragraph, [195.0, 1232.0, 578.0, 36.0], shoonya_8s23U5BEJFXZ77, 5736000]
[paragraph, [195.0, 1268.0, 578.0, 36.0], shoonya_8s23U5BEJFXZ77, 5736000]
[paragraph, [195.0, 1304.0, 578.0, 36.0], shoonya_8s23U5BEJFXZ77, 5736000]
[paragraph, [195.0, 1340.0, 578.0, 36.0], shoonya_8s23U5BEJFXZ77, 5736000]
[paragraph, [195.0, 1376.0, 578.0, 36.0], shoonya_8s23U5BEJFXZ77, 5736000]
[paragraph, [790.0, 919.0, 584.0, 36.0], eV6x_TExx7, 5736000]
[paragraph, [790.0, 955.0, 584.0, 36.0], eV6x_TExx7, 5736000]
[paragraph, [790.0, 991.0, 584.0, 36.0], eV6x_TExx7, 5736000]
[paragraph, [790.0, 1027.0, 584.0, 36.0], eV6x_TExx7, 5736000]
[paragraph, [790.0, 1063.0, 584.0, 36.0], eV6x_TExx7, 5736000]
[paragraph, [790.0, 1099.0, 584.0, 36.0], eV6x_TExx7, 5736000]
[paragraph, [790.0, 1135.0, 584.0, 36.0], eV6x_TExx7, 5736000]
[paragraph, [790.0, 1171.0, 584.0, 36.0], eV6x_TExx7, 5736000]
[paragraph, [790.0, 1207.0, 584.0, 36.0], eV6x_TExx7, 5736000]
[paragraph, [790.0, 1243.0, 584.0, 36.0], eV6x_TExx7, 5736000]
[paragraph, [790.0, 1279.0, 584.0, 36.0], eV6x_TExx7, 5736000]
[paragraph, [790.0, 1315.0, 584.0, 36.0], eV6x_TExx7, 5736000]
[paragraph, [790.0, 1351.0, 584.0, 36.0], eV6x_TExx7, 5736000]
[paragraph, [790.0, 1387.0, 584.0, 36.0], eV6x_TExx7, 5736000]
[paragraph, [790.0, 1423.0, 584.0, 36.0], eV6x_TExx7, 5736000]
[paragraph, [186.0, 1445.0, 590.0, 36.0], PrxZcrY-tn, 5736000]
[paragraph, [186.0, 1481.0, 590.0, 36.0], PrxZcrY-tn, 5736000]
[paragraph, [186.0, 1517.0, 590.0, 36.0], PrxZcrY-tn, 5736000]
[paragraph, [186.0, 1553.0, 590.0, 36.0], PrxZcrY-tn, 5736000]
[paragraph, [186.0, 1589.0, 590.0, 36.0], PrxZcrY-tn, 5736000]
[paragraph, [186.0, 1625.0, 590.0, 36.0], PrxZcrY-tn, 5736000]
[paragraph, [186.0, 1661.0, 590.0, 36.0], PrxZcrY-tn, 5736000]
[paragraph, [186.0, 1697.0, 590.0, 36.0], PrxZcrY-tn, 5736000]
[paragraph, [786.0, 1494.0, 592.0, 36.0], dMOqhNIlSd, 5736000]
[paragraph, [786.0, 1530.0, 592.0, 36.0], dMOqhNIlSd, 5736000]
[paragraph, [786.0, 1566.0, 592.0, 36.0], dMOqhNIlSd, 5736000]
[paragraph, [786.0, 1602.0, 592.0, 36.0], dMOqhNIlSd, 5736000]
[paragraph, [786.0, 1638.0, 592.0, 36.0], dMOqhNIlSd, 5736000]
[paragraph, [786.0, 1674.0, 592.0, 36.0], dMOqhNIlSd, 5736000]
[paragraph, [786.0, 1710.0, 592.0, 36.0], dMOqhNIlSd, 5736000]
[paragraph, [786.0, 1746.0, 592.0, 36.0], dMOqhNIlSd, 5736000]
[paragraph, [190.0, 1759.0, 580.0, 36.0], zl-_FCfTeN, 5736000]
[folio, [1139.0, 1824.0, 228.0, 36.0], xqXwGzYbSu, 5736000]
