[2339, 1656]
[paragraph, [186.0, 193.0, 1275.0, 36.0], shoonya_5sUUE0UVZBMZ4K, 5730885]
[paragraph, [186.0, 229.0, 1275.0, 36.0], shoonya_5sUUE0UVZBMZ4K, 5730885]
[paragraph, [186.0, 265.0, 1275.0, 36.0], shoonya_5sUUE0UVZBMZ4K, 5730885]
[paragraph, [186.0, 301.0, 1275.0, 36.0], shoonya_5sUUE0UVZBMZ4K, 5730885]
[paragraph, [186.0, 337.0, 1275.0, 36.0], shoonya_5sUUE0UVZBMZ4K, 5730885]
[paragraph, [186.0, 397.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 433.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 469.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 505.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 541.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 577.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 613.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 649.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 685.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 721.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 757.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 793.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 829.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 865.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 901.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 937.0, 1283.0, 36.0], shoonya_3sPGOSMYN4Y0W0, 5730885]
[paragraph, [186.0, 1024.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1060.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1096.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1132.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1168.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1204.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1240.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1276.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1312.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1348.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1384.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1420.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1456.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1492.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1528.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1564.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1600.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1636.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [186.0, 1672.0, 1281.0, 36.0], shoonya_0s0OD1Z3ZQBGA3, 5730885]
[paragraph, [192.0, 1737.0, 1274.0, 36.0], shoonya_1s0APMZDOE90Q6, 5730885]
[paragraph, [192.0, 1773.0, 1274.0, 36.0], shoonya_1s0APMZDOE90Q6, 5730885]
[paragraph, [192.0, 1809.0, 1274.0, 36.0], shoonya_1s0APMZDOE90Q6, 5730885]
[paragraph, [192.0, 1845.0, 1274.0, 36.0], shoonya_1s0APMZDOE90Q6, 5730885]
[paragraph, [192.0, 1881.0, 1274.0, 36.0], shoonya_1s0APMZDOE90Q6, 5730885]
[paragraph, [192.0, 1917.0, 1274.0, 36.0], shoonya_1s0APMZDOE90Q6, 5730885]
[paragraph, [192.0, 1953.0, 1274.0, 36.0], shoonya_1s0APMZDOE90Q6, 5730885]
[paragraph, [192.0, 1989.0, 1274.0, 36.0], shoonya_1s0APMZDOE90Q6, 5730885]
