[1259, 853]
[section-title, [311.0, 71.0, 238.0, 30.0], shoonya_0sFPN0S3BSKZEK, 5719826]
[paragraph, [68.0, 123.0, 709.0, 18.0], Ob2MgCvFd6, 5719826]
[paragraph, [68.0, 141.0, 709.0, 18.0], Ob2MgCvFd6, 5719826]
[paragraph, [68.0, 159.0, 709.0, 18.0], Ob2MgCvFd6, 5719826]
[paragraph, [70.0, 185.0, 710.0, 18.0], BqpjTPDB8u, 5719826]
[paragraph, [70.0, 203.0, 710.0, 18.0], BqpjTPDB8u, 5719826]
[paragraph, [70.0, 221.0, 710.0, 18.0], BqpjTPDB8u, 5719826]
[paragraph, [70.0, 239.0, 710.0, 18.0], BqpjTPDB8u, 5719826]
[paragraph, [70.0, 257.0, 710.0, 18.0], BqpjTPDB8u, 5719826]
[paragraph, [70.0, 275.0, 710.0, 18.0], BqpjTPDB8u, 5719826]
[paragraph, [70.0, 293.0, 710.0, 18.0], BqpjTPDB8u, 5719826]
[paragraph, [70.0, 311.0, 710.0, 18.0], BqpjTPDB8u, 5719826]
[paragraph, [71.0, 352.0, 706.0, 18.0], ki6_bbbJSa, 5719826]
[paragraph, [71.0, 370.0, 706.0, 18.0], ki6_bbbJSa, 5719826]
[paragraph, [71.0, 388.0, 706.0, 18.0], ki6_bbbJSa, 5719826]
[paragraph, [71.0, 406.0, 706.0, 18.0], ki6_bbbJSa, 5719826]
[sidebar, [701.0, 393.0, 69.0, 18.0], FCinAZV-Pq, 5719826]
[sidebar, [701.0, 411.0, 69.0, 18.0], FCinAZV-Pq, 5719826]
[paragraph, [63.0, 434.0, 715.0, 18.0], QeVO-qz_88, 5719826]
[paragraph, [63.0, 452.0, 715.0, 18.0], QeVO-qz_88, 5719826]
[paragraph, [63.0, 470.0, 715.0, 18.0], QeVO-qz_88, 5719826]
[paragraph, [63.0, 488.0, 715.0, 18.0], QeVO-qz_88, 5719826]
[paragraph, [63.0, 506.0, 715.0, 18.0], QeVO-qz_88, 5719826]
[paragraph, [63.0, 524.0, 715.0, 18.0], QeVO-qz_88, 5719826]
[paragraph, [63.0, 542.0, 715.0, 18.0], QeVO-qz_88, 5719826]
[paragraph, [63.0, 560.0, 715.0, 18.0], QeVO-qz_88, 5719826]
[paragraph, [63.0, 578.0, 715.0, 18.0], QeVO-qz_88, 5719826]
[paragraph, [63.0, 596.0, 715.0, 18.0], QeVO-qz_88, 5719826]
[paragraph, [71.0, 632.0, 709.0, 18.0], SMjFvPsV5F, 5719826]
[paragraph, [71.0, 650.0, 709.0, 18.0], SMjFvPsV5F, 5719826]
[paragraph, [71.0, 668.0, 709.0, 18.0], SMjFvPsV5F, 5719826]
[paragraph, [71.0, 686.0, 709.0, 18.0], SMjFvPsV5F, 5719826]
[paragraph, [71.0, 704.0, 709.0, 18.0], SMjFvPsV5F, 5719826]
[paragraph, [71.0, 722.0, 709.0, 18.0], SMjFvPsV5F, 5719826]
[paragraph, [71.0, 740.0, 709.0, 18.0], SMjFvPsV5F, 5719826]
[paragraph, [71.0, 758.0, 709.0, 18.0], SMjFvPsV5F, 5719826]
[paragraph, [82.0, 789.0, 701.0, 18.0], GpiUlYE0sR, 5719826]
[paragraph, [82.0, 807.0, 701.0, 18.0], GpiUlYE0sR, 5719826]
[paragraph, [82.0, 825.0, 701.0, 18.0], GpiUlYE0sR, 5719826]
[paragraph, [82.0, 843.0, 701.0, 18.0], GpiUlYE0sR, 5719826]
[paragraph, [82.0, 861.0, 701.0, 18.0], GpiUlYE0sR, 5719826]
[paragraph, [82.0, 879.0, 701.0, 18.0], GpiUlYE0sR, 5719826]
[paragraph, [82.0, 923.0, 695.0, 18.0], 5TWRr2dThj, 5719826]
[paragraph, [82.0, 941.0, 695.0, 18.0], 5TWRr2dThj, 5719826]
[paragraph, [82.0, 959.0, 695.0, 18.0], 5TWRr2dThj, 5719826]
[paragraph, [82.0, 977.0, 695.0, 18.0], 5TWRr2dThj, 5719826]
[paragraph, [82.0, 995.0, 695.0, 18.0], 5TWRr2dThj, 5719826]
[paragraph, [82.0, 1013.0, 695.0, 18.0], 5TWRr2dThj, 5719826]
[paragraph, [84.0, 1056.0, 694.0, 18.0], l4NdA_U9M7, 5719826]
[paragraph, [84.0, 1074.0, 694.0, 18.0], l4NdA_U9M7, 5719826]
[paragraph, [84.0, 1092.0, 694.0, 18.0], l4NdA_U9M7, 5719826]
[paragraph, [84.0, 1110.0, 694.0, 18.0], l4NdA_U9M7, 5719826]
[paragraph, [84.0, 1128.0, 694.0, 18.0], l4NdA_U9M7, 5719826]
[paragraph, [84.0, 1146.0, 694.0, 18.0], l4NdA_U9M7, 5719826]
[folio, [414.0, 1200.0, 424.0, 18.0], zX7k9Gy0KY, 5719826]
[folio, [414.0, 1218.0, 424.0, 18.0], zX7k9Gy0KY, 5719826]
[folio, [414.0, 1236.0, 424.0, 18.0], zX7k9Gy0KY, 5719826]
