[2339, 1653]
[paragraph, [225.0, 204.0, 856.0, 36.0], T5ndsjeKBw, 5686061]
[paragraph, [237.0, 285.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 321.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 357.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 393.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 429.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 465.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 501.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 537.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 573.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 609.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 645.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 681.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 717.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 753.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 789.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 825.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 861.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 897.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 933.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 969.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1005.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1041.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1077.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1113.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1149.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1185.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1221.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1257.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1293.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1329.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1365.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1401.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1437.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1473.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1509.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1545.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1581.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1617.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1653.0, 1180.0, 36.0], shoonya_1sHO39ZI4GGUVS, 5686061]
[paragraph, [237.0, 1719.0, 1175.0, 36.0], shoonya_0sNAGJWLK7M075, 5686061]
[paragraph, [237.0, 1755.0, 1175.0, 36.0], shoonya_0sNAGJWLK7M075, 5686061]
[paragraph, [237.0, 1791.0, 1175.0, 36.0], shoonya_0sNAGJWLK7M075, 5686061]
[paragraph, [237.0, 1827.0, 1175.0, 36.0], shoonya_0sNAGJWLK7M075, 5686061]
[paragraph, [237.0, 1863.0, 1175.0, 36.0], shoonya_0sNAGJWLK7M075, 5686061]
[paragraph, [237.0, 1899.0, 1175.0, 36.0], shoonya_0sNAGJWLK7M075, 5686061]
[paragraph, [237.0, 1935.0, 1175.0, 36.0], shoonya_0sNAGJWLK7M075, 5686061]
[paragraph, [237.0, 1971.0, 1175.0, 36.0], shoonya_0sNAGJWLK7M075, 5686061]
[paragraph, [237.0, 2007.0, 1175.0, 36.0], shoonya_0sNAGJWLK7M075, 5686061]
