[792, 612]
[section-title, [162.0, 189.0, 147.0, 30.0], D9vGXkJtPy, 6515541]
[paragraph, [171.0, 239.0, 300.0, 18.0], shoonya_0sEW5CP6VIN1UR, 6515541]
[paragraph, [171.0, 257.0, 300.0, 18.0], shoonya_0sEW5CP6VIN1UR, 6515541]
[paragraph, [171.0, 275.0, 300.0, 18.0], shoonya_0sEW5CP6VIN1UR, 6515541]
[paragraph, [171.0, 293.0, 300.0, 18.0], shoonya_0sEW5CP6VIN1UR, 6515541]
[paragraph, [171.0, 311.0, 300.0, 18.0], shoonya_0sEW5CP6VIN1UR, 6515541]
[paragraph, [171.0, 329.0, 300.0, 18.0], shoonya_0sEW5CP6VIN1UR, 6515541]
[paragraph, [171.0, 347.0, 300.0, 18.0], shoonya_0sEW5CP6VIN1UR, 6515541]
[paragraph, [171.0, 365.0, 300.0, 18.0], shoonya_0sEW5CP6VIN1UR, 6515541]
[paragraph, [171.0, 383.0, 300.0, 18.0], shoonya_0sEW5CP6VIN1UR, 6515541]
[paragraph, [172.0, 411.0, 302.0, 18.0], QM0GtfuPS4, 6515541]
[paragraph, [172.0, 429.0, 302.0, 18.0], QM0GtfuPS4, 6515541]
[paragraph, [172.0, 447.0, 302.0, 18.0], QM0GtfuPS4, 6515541]
[paragraph, [172.0, 465.0, 302.0, 18.0], QM0GtfuPS4, 6515541]
[paragraph, [175.0, 496.0, 297.0, 18.0], b_fURJMNbz, 6515541]
