[2339, 1656]
[headline, [536.0, 194.0, 572.0, 67.5], -SdZkofRZF, 5753072]
[paragraph, [185.0, 338.0, 1285.0, 36.0], shoonya_1sML7IASO3ZPAE, 5753072]
[paragraph, [185.0, 374.0, 1285.0, 36.0], shoonya_1sML7IASO3ZPAE, 5753072]
[paragraph, [185.0, 410.0, 1285.0, 36.0], shoonya_1sML7IASO3ZPAE, 5753072]
[paragraph, [185.0, 446.0, 1285.0, 36.0], shoonya_1sML7IASO3ZPAE, 5753072]
[paragraph, [185.0, 482.0, 1285.0, 36.0], shoonya_1sML7IASO3ZPAE, 5753072]
[paragraph, [185.0, 518.0, 1285.0, 36.0], shoonya_1sML7IASO3ZPAE, 5753072]
[paragraph, [185.0, 554.0, 1285.0, 36.0], shoonya_1sML7IASO3ZPAE, 5753072]
[paragraph, [185.0, 590.0, 1285.0, 36.0], shoonya_1sML7IASO3ZPAE, 5753072]
[paragraph, [185.0, 626.0, 1285.0, 36.0], shoonya_1sML7IASO3ZPAE, 5753072]
[paragraph, [185.0, 662.0, 1285.0, 36.0], shoonya_1sML7IASO3ZPAE, 5753072]
[paragraph, [186.0, 767.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 803.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 839.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 875.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 911.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 947.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 983.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1019.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1055.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1091.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1127.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1163.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1199.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1235.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1271.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1307.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1343.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1379.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1415.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1451.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1487.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1523.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1559.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1595.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1631.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1667.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1703.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1739.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1775.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1811.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1847.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1883.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[paragraph, [186.0, 1919.0, 1287.0, 36.0], shoonya_0sWZIV6JQ00E5N, 5753072]
[folio, [1092.0, 2185.0, 538.0, 36.0], G1xdFz5ml3, 5753072]
