[1388, 886]
[folio, [377.0, 72.0, 70.0, 18.0], xaJ2BcEznF, 5743005]
[folio, [377.0, 90.0, 70.0, 18.0], xaJ2BcEznF, 5743005]
[folio, [27.0, 76.0, 155.0, 18.0], 7x2bu6LHzM, 5743005]
[paragraph, [39.0, 127.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 145.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 163.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 181.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 199.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 217.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 235.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 253.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 271.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 289.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 307.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 325.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 343.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 361.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 379.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 397.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 415.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 433.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 451.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 469.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 487.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 505.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 523.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 541.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 559.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 577.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 595.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 613.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 631.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 649.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 667.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 685.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 703.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 721.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 739.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 757.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 775.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 793.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 811.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 829.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 847.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 865.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 883.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 901.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 919.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 937.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 955.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 973.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 991.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 1009.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 1027.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 1045.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 1063.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 1081.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 1099.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 1117.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 1135.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 1153.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 1171.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 1189.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 1207.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 1225.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [39.0, 1243.0, 391.0, 18.0], KbpXhex4lw, 5743005]
[paragraph, [460.0, 127.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 145.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 163.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 181.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 199.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 217.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 235.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 253.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 271.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 289.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 307.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 325.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 343.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 361.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 379.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 397.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 415.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 433.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 451.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 469.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 487.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 505.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 523.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 541.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 559.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 577.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 595.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 613.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 631.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 649.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 667.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 685.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 703.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 721.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 739.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 757.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 775.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 793.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 811.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 829.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 847.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 865.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 883.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 901.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 919.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 937.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 955.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 973.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 991.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 1009.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 1027.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 1045.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 1063.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 1081.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 1099.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 1117.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 1135.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 1153.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 1171.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 1189.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 1207.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 1225.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[paragraph, [460.0, 1243.0, 376.0, 18.0], shoonya_0sUHI7Z4G67SVS, 5743005]
[footnote, [284.0, 1281.0, 228.0, 18.0], PO1pbqeGg8, 5743005]
[footnote, [567.0, 1354.0, 272.0, 18.0], 8MOpuZmqdY, 5743005]
