[2339, 1653]
[paragraph, [203.0, 81.0, 1238.0, 36.0], shoonya_5sSAWUETKRXHES, 5660864]
[paragraph, [203.0, 117.0, 1238.0, 36.0], shoonya_5sSAWUETKRXHES, 5660864]
[paragraph, [203.0, 153.0, 1238.0, 36.0], shoonya_5sSAWUETKRXHES, 5660864]
[paragraph, [206.0, 197.0, 1265.0, 36.0], shoonya_1s5ORLLSE8CH4W, 5660864]
[paragraph, [206.0, 233.0, 1265.0, 36.0], shoonya_1s5ORLLSE8CH4W, 5660864]
[paragraph, [206.0, 269.0, 1265.0, 36.0], shoonya_1s5ORLLSE8CH4W, 5660864]
[paragraph, [206.0, 305.0, 1265.0, 36.0], shoonya_1s5ORLLSE8CH4W, 5660864]
[paragraph, [206.0, 341.0, 1265.0, 36.0], shoonya_1s5ORLLSE8CH4W, 5660864]
[paragraph, [206.0, 377.0, 1265.0, 36.0], shoonya_1s5ORLLSE8CH4W, 5660864]
[paragraph, [206.0, 413.0, 1265.0, 36.0], shoonya_1s5ORLLSE8CH4W, 5660864]
[paragraph, [206.0, 449.0, 1265.0, 36.0], shoonya_1s5ORLLSE8CH4W, 5660864]
[paragraph, [206.0, 485.0, 1265.0, 36.0], shoonya_1s5ORLLSE8CH4W, 5660864]
[paragraph, [206.0, 521.0, 1265.0, 36.0], shoonya_1s5ORLLSE8CH4W, 5660864]
[paragraph, [206.0, 557.0, 1265.0, 36.0], shoonya_1s5ORLLSE8CH4W, 5660864]
[paragraph, [177.0, 618.0, 1281.0, 36.0], shoonya_2sD47NRSXOEUJM, 5660864]
[paragraph, [177.0, 654.0, 1281.0, 36.0], shoonya_2sD47NRSXOEUJM, 5660864]
[paragraph, [177.0, 690.0, 1281.0, 36.0], shoonya_2sD47NRSXOEUJM, 5660864]
[paragraph, [177.0, 726.0, 1281.0, 36.0], shoonya_2sD47NRSXOEUJM, 5660864]
[paragraph, [177.0, 762.0, 1281.0, 36.0], shoonya_2sD47NRSXOEUJM, 5660864]
[paragraph, [177.0, 798.0, 1281.0, 36.0], shoonya_2sD47NRSXOEUJM, 5660864]
[paragraph, [177.0, 834.0, 1281.0, 36.0], shoonya_2sD47NRSXOEUJM, 5660864]
[paragraph, [192.0, 891.0, 1253.0, 36.0], shoonya_3sI1UA2UA3MDPV, 5660864]
[paragraph, [192.0, 927.0, 1253.0, 36.0], shoonya_3sI1UA2UA3MDPV, 5660864]
[paragraph, [192.0, 963.0, 1253.0, 36.0], shoonya_3sI1UA2UA3MDPV, 5660864]
[paragraph, [192.0, 999.0, 1253.0, 36.0], shoonya_3sI1UA2UA3MDPV, 5660864]
[paragraph, [192.0, 1035.0, 1253.0, 36.0], shoonya_3sI1UA2UA3MDPV, 5660864]
[paragraph, [192.0, 1071.0, 1253.0, 36.0], shoonya_3sI1UA2UA3MDPV, 5660864]
[paragraph, [192.0, 1107.0, 1253.0, 36.0], shoonya_3sI1UA2UA3MDPV, 5660864]
[paragraph, [192.0, 1143.0, 1253.0, 36.0], shoonya_3sI1UA2UA3MDPV, 5660864]
[paragraph, [178.0, 1180.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1216.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1252.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1288.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1324.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1360.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1396.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1432.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1468.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1504.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1540.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1576.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1612.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1648.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1684.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1720.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1756.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1792.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1828.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1864.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
[paragraph, [178.0, 1900.0, 1271.0, 36.0], shoonya_0sACJJCUYAMN33, 5660864]
