[2806, 1984]
[folio, [431.0, 112.0, 1112.0, 46.5], shoonya_6sTY6PYSVKFRDP, 5699200]
[paragraph, [352.0, 196.0, 1411.0, 46.5], shoonya_0sBGH89AWHL6KT, 5699200]
[paragraph, [352.0, 242.5, 1411.0, 46.5], shoonya_0sBGH89AWHL6KT, 5699200]
[paragraph, [352.0, 289.0, 1411.0, 46.5], shoonya_0sBGH89AWHL6KT, 5699200]
[paragraph, [347.0, 352.0, 1416.0, 46.5], shoonya_4s5Z1U6FVAR4AT, 5699200]
[paragraph, [347.0, 398.5, 1416.0, 46.5], shoonya_4s5Z1U6FVAR4AT, 5699200]
[paragraph, [347.0, 445.0, 1416.0, 46.5], shoonya_4s5Z1U6FVAR4AT, 5699200]
[paragraph, [347.0, 491.5, 1416.0, 46.5], shoonya_4s5Z1U6FVAR4AT, 5699200]
[paragraph, [347.0, 538.0, 1416.0, 46.5], shoonya_4s5Z1U6FVAR4AT, 5699200]
[paragraph, [347.0, 584.5, 1416.0, 46.5], shoonya_4s5Z1U6FVAR4AT, 5699200]
[paragraph, [347.0, 631.0, 1416.0, 46.5], shoonya_4s5Z1U6FVAR4AT, 5699200]
[ordered-list, [220.0, 719.0, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 765.5, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 812.0, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 858.5, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 905.0, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 951.5, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 998.0, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1044.5, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1091.0, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1137.5, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1184.0, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1230.5, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1277.0, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1323.5, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1370.0, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1416.5, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1463.0, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1509.5, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1556.0, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1602.5, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1649.0, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1695.5, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1742.0, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1788.5, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1835.0, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1881.5, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1928.0, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 1974.5, 1572.0, 46.5], E4L2ICmmik, 5699200]
[ordered-list, [220.0, 2021.0, 1572.0, 46.5], E4L2ICmmik, 5699200]
[paragraph, [341.0, 1165.0, 1412.0, 46.5], yybjW61w_1, 5699200]
[paragraph, [341.0, 1211.5, 1412.0, 46.5], yybjW61w_1, 5699200]
[paragraph, [341.0, 1258.0, 1412.0, 46.5], yybjW61w_1, 5699200]
[paragraph, [341.0, 1304.5, 1412.0, 46.5], yybjW61w_1, 5699200]
[paragraph, [341.0, 1351.0, 1412.0, 46.5], yybjW61w_1, 5699200]
[paragraph, [341.0, 1397.5, 1412.0, 46.5], yybjW61w_1, 5699200]
[paragraph, [341.0, 1444.0, 1412.0, 46.5], yybjW61w_1, 5699200]
[paragraph, [341.0, 1490.5, 1412.0, 46.5], yybjW61w_1, 5699200]
[paragraph, [341.0, 1537.0, 1412.0, 46.5], yybjW61w_1, 5699200]
[paragraph, [341.0, 1583.5, 1412.0, 46.5], yybjW61w_1, 5699200]
[answer, [215.0, 2206.0, 1545.0, 46.5], shoonya_7sEG6H8R8RU62U, 5699200]
[answer, [215.0, 2252.5, 1545.0, 46.5], shoonya_7sEG6H8R8RU62U, 5699200]
[answer, [215.0, 2299.0, 1545.0, 46.5], shoonya_7sEG6H8R8RU62U, 5699200]
[answer, [215.0, 2345.5, 1545.0, 46.5], shoonya_7sEG6H8R8RU62U, 5699200]
[answer, [215.0, 2392.0, 1545.0, 46.5], shoonya_7sEG6H8R8RU62U, 5699200]
[answer, [215.0, 2438.5, 1545.0, 46.5], shoonya_7sEG6H8R8RU62U, 5699200]
[answer, [215.0, 2485.0, 1545.0, 46.5], shoonya_7sEG6H8R8RU62U, 5699200]
