[872, 605]
[chapter-title, [247.0, 32.0, 92.0, 30.0], shoonya_0sYKSQCTK8PLLT, 6457088]
[folio, [39.0, 35.0, 83.0, 18.0], shoonya_2s5WJAJAYRN7CO, 6457088]
[paragraph, [303.0, 67.0, 254.0, 18.0], shoonya_3sFIJLBJREANS6, 6457088]
[paragraph, [303.0, 85.0, 254.0, 18.0], shoonya_3sFIJLBJREANS6, 6457088]
[paragraph, [303.0, 103.0, 254.0, 18.0], shoonya_3sFIJLBJREANS6, 6457088]
[paragraph, [303.0, 121.0, 254.0, 18.0], shoonya_3sFIJLBJREANS6, 6457088]
[paragraph, [303.0, 139.0, 254.0, 18.0], shoonya_3sFIJLBJREANS6, 6457088]
[paragraph, [303.0, 157.0, 254.0, 18.0], shoonya_3sFIJLBJREANS6, 6457088]
[paragraph, [303.0, 175.0, 254.0, 18.0], shoonya_3sFIJLBJREANS6, 6457088]
[paragraph, [303.0, 193.0, 254.0, 18.0], shoonya_3sFIJLBJREANS6, 6457088]
[paragraph, [303.0, 211.0, 254.0, 18.0], shoonya_3sFIJLBJREANS6, 6457088]
[paragraph, [38.0, 72.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 90.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 108.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 126.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 144.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 162.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 180.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 198.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 216.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 234.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 252.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 270.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 288.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 306.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 324.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 342.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 360.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 378.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 396.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 414.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 432.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 450.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 468.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 486.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 504.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 522.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [38.0, 540.0, 262.0, 18.0], shoonya_1sY5DDWOEDF1ZR, 6457088]
[paragraph, [302.0, 232.0, 261.0, 18.0], _tVXkWib2r, 6457088]
[paragraph, [302.0, 250.0, 261.0, 18.0], _tVXkWib2r, 6457088]
