[1320, 1176]
[headline, [478.0, 198.0, 211.0, 25.5], NVHJtdXnV4, 5694647]
[headline, [478.0, 223.5, 211.0, 25.5], NVHJtdXnV4, 5694647]
[headline, [478.0, 249.0, 211.0, 25.5], NVHJtdXnV4, 5694647]
[author, [498.0, 304.0, 158.0, 18.0], 1f54qUSbqM, 5694647]
[paragraph, [91.0, 327.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 345.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 363.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 381.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 399.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 417.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 435.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 453.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 471.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 489.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 507.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 525.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 543.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 561.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 579.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 597.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 615.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 633.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 651.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 669.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 687.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 705.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [91.0, 723.0, 320.0, 18.0], shoonya_1sTU8FVNQX1J4O, 5694647]
[paragraph, [762.0, 330.0, 319.0, 18.0], shoonya_3sWVEV4IHSFSI5, 5694647]
[paragraph, [762.0, 348.0, 319.0, 18.0], shoonya_3sWVEV4IHSFSI5, 5694647]
[paragraph, [762.0, 366.0, 319.0, 18.0], shoonya_3sWVEV4IHSFSI5, 5694647]
[paragraph, [762.0, 384.0, 319.0, 18.0], shoonya_3sWVEV4IHSFSI5, 5694647]
[paragraph, [762.0, 402.0, 319.0, 18.0], shoonya_3sWVEV4IHSFSI5, 5694647]
[paragraph, [762.0, 420.0, 319.0, 18.0], shoonya_3sWVEV4IHSFSI5, 5694647]
[paragraph, [762.0, 438.0, 319.0, 18.0], shoonya_3sWVEV4IHSFSI5, 5694647]
[paragraph, [425.0, 333.0, 332.0, 18.0], shoonya_2sJIPZ91PHW37B, 5694647]
[paragraph, [425.0, 351.0, 332.0, 18.0], shoonya_2sJIPZ91PHW37B, 5694647]
[paragraph, [425.0, 369.0, 332.0, 18.0], shoonya_2sJIPZ91PHW37B, 5694647]
[paragraph, [425.0, 387.0, 332.0, 18.0], shoonya_2sJIPZ91PHW37B, 5694647]
[paragraph, [425.0, 405.0, 332.0, 18.0], shoonya_2sJIPZ91PHW37B, 5694647]
[paragraph, [418.0, 422.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 440.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 458.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 476.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 494.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 512.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 530.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 548.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 566.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 584.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 602.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 620.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 638.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
[paragraph, [418.0, 656.0, 334.0, 18.0], j0FRHn7Wom, 5694647]
