[1754, 1240]
[folio, [112.0, 12.0, 88.0, 36.0], 0y3ZddJgA4, 5722360]
[folio, [607.0, 12.0, 217.0, 36.0], vs_ULIN9gL, 5722360]
[paragraph, [152.0, 149.0, 299.0, 36.0], shoonya_8sOC9X2HHLEHKW, 5722360]
[paragraph, [152.0, 185.0, 299.0, 36.0], shoonya_8sOC9X2HHLEHKW, 5722360]
[paragraph, [152.0, 221.0, 299.0, 36.0], shoonya_8sOC9X2HHLEHKW, 5722360]
[paragraph, [152.0, 257.0, 299.0, 36.0], shoonya_8sOC9X2HHLEHKW, 5722360]
[paragraph, [152.0, 293.0, 299.0, 36.0], shoonya_8sOC9X2HHLEHKW, 5722360]
[paragraph, [152.0, 329.0, 299.0, 36.0], shoonya_8sOC9X2HHLEHKW, 5722360]
[paragraph, [152.0, 365.0, 299.0, 36.0], shoonya_8sOC9X2HHLEHKW, 5722360]
[paragraph, [152.0, 401.0, 299.0, 36.0], shoonya_8sOC9X2HHLEHKW, 5722360]
[paragraph, [152.0, 437.0, 299.0, 36.0], shoonya_8sOC9X2HHLEHKW, 5722360]
[paragraph, [779.0, 156.0, 277.0, 36.0], shoonya_0sTL1XDBYIYTBH, 5722360]
[paragraph, [779.0, 192.0, 277.0, 36.0], shoonya_0sTL1XDBYIYTBH, 5722360]
[paragraph, [779.0, 228.0, 277.0, 36.0], shoonya_0sTL1XDBYIYTBH, 5722360]
[paragraph, [779.0, 264.0, 277.0, 36.0], shoonya_0sTL1XDBYIYTBH, 5722360]
[paragraph, [779.0, 300.0, 277.0, 36.0], shoonya_0sTL1XDBYIYTBH, 5722360]
[paragraph, [779.0, 336.0, 277.0, 36.0], shoonya_0sTL1XDBYIYTBH, 5722360]
[paragraph, [779.0, 372.0, 277.0, 36.0], shoonya_0sTL1XDBYIYTBH, 5722360]
[paragraph, [779.0, 408.0, 277.0, 36.0], shoonya_0sTL1XDBYIYTBH, 5722360]
[paragraph, [779.0, 444.0, 277.0, 36.0], shoonya_0sTL1XDBYIYTBH, 5722360]
[paragraph, [779.0, 480.0, 277.0, 36.0], shoonya_0sTL1XDBYIYTBH, 5722360]
[paragraph, [779.0, 516.0, 277.0, 36.0], shoonya_0sTL1XDBYIYTBH, 5722360]
[paragraph, [779.0, 552.0, 277.0, 36.0], shoonya_0sTL1XDBYIYTBH, 5722360]
[paragraph, [779.0, 588.0, 277.0, 36.0], shoonya_0sTL1XDBYIYTBH, 5722360]
[paragraph, [464.0, 157.0, 306.0, 36.0], shoonya_4sM7UVA6Z48SJH, 5722360]
[paragraph, [464.0, 193.0, 306.0, 36.0], shoonya_4sM7UVA6Z48SJH, 5722360]
[paragraph, [464.0, 229.0, 306.0, 36.0], shoonya_4sM7UVA6Z48SJH, 5722360]
[paragraph, [464.0, 265.0, 306.0, 36.0], shoonya_4sM7UVA6Z48SJH, 5722360]
[paragraph, [464.0, 301.0, 306.0, 36.0], shoonya_4sM7UVA6Z48SJH, 5722360]
[paragraph, [464.0, 337.0, 306.0, 36.0], shoonya_4sM7UVA6Z48SJH, 5722360]
[paragraph, [464.0, 398.0, 303.0, 36.0], shoonya_9sCSCR6L0BLNJA, 5722360]
[paragraph, [464.0, 434.0, 303.0, 36.0], shoonya_9sCSCR6L0BLNJA, 5722360]
[paragraph, [775.0, 659.0, 283.0, 36.0], shoonya_2s99DMQX62G4EA, 5722360]
[paragraph, [775.0, 695.0, 283.0, 36.0], shoonya_2s99DMQX62G4EA, 5722360]
[paragraph, [775.0, 731.0, 283.0, 36.0], shoonya_2s99DMQX62G4EA, 5722360]
[paragraph, [775.0, 767.0, 283.0, 36.0], shoonya_2s99DMQX62G4EA, 5722360]
[paragraph, [775.0, 803.0, 283.0, 36.0], shoonya_2s99DMQX62G4EA, 5722360]
[paragraph, [775.0, 839.0, 283.0, 36.0], shoonya_2s99DMQX62G4EA, 5722360]
[paragraph, [775.0, 875.0, 283.0, 36.0], shoonya_2s99DMQX62G4EA, 5722360]
[paragraph, [775.0, 911.0, 283.0, 36.0], shoonya_2s99DMQX62G4EA, 5722360]
[paragraph, [775.0, 947.0, 283.0, 36.0], shoonya_2s99DMQX62G4EA, 5722360]
[headline, [218.0, 901.0, 513.0, 37.5], shoonya_7sSXLSFHZYFJ0F, 5722360]
[headline, [218.0, 938.5, 513.0, 37.5], shoonya_7sSXLSFHZYFJ0F, 5722360]
[paragraph, [779.0, 1005.0, 279.0, 36.0], shoonya_1sN2RPO18ZJF3G, 5722360]
[paragraph, [779.0, 1041.0, 279.0, 36.0], shoonya_1sN2RPO18ZJF3G, 5722360]
[paragraph, [779.0, 1077.0, 279.0, 36.0], shoonya_1sN2RPO18ZJF3G, 5722360]
