[1684, 1191]
[section-title, [385.0, 99.0, 384.0, 49.5], shoonya_0s085BVD73TKRF, 6464685]
[paragraph, [208.0, 195.0, 645.0, 36.0], 2443Yb-zLo, 6464685]
[paragraph, [208.0, 231.0, 645.0, 36.0], 2443Yb-zLo, 6464685]
[paragraph, [208.0, 267.0, 645.0, 36.0], 2443Yb-zLo, 6464685]
[paragraph, [208.0, 321.0, 660.0, 36.0], 1uH3OxIYay, 6464685]
[paragraph, [208.0, 357.0, 660.0, 36.0], 1uH3OxIYay, 6464685]
[paragraph, [208.0, 393.0, 660.0, 36.0], 1uH3OxIYay, 6464685]
[paragraph, [208.0, 445.0, 640.0, 36.0], KrlCtUg9HL, 6464685]
[paragraph, [208.0, 481.0, 640.0, 36.0], KrlCtUg9HL, 6464685]
[paragraph, [208.0, 517.0, 640.0, 36.0], KrlCtUg9HL, 6464685]
[paragraph, [216.0, 572.0, 608.0, 36.0], -SuVTKb9OI, 6464685]
[paragraph, [216.0, 608.0, 608.0, 36.0], -SuVTKb9OI, 6464685]
[paragraph, [216.0, 644.0, 608.0, 36.0], -SuVTKb9OI, 6464685]
[paragraph, [217.0, 694.0, 600.0, 36.0], xE0QYenGNa, 6464685]
[paragraph, [217.0, 730.0, 600.0, 36.0], xE0QYenGNa, 6464685]
[paragraph, [217.0, 766.0, 600.0, 36.0], xE0QYenGNa, 6464685]
[paragraph, [225.0, 821.0, 675.0, 36.0], _Ja5OG5-Lv, 6464685]
[paragraph, [225.0, 857.0, 675.0, 36.0], _Ja5OG5-Lv, 6464685]
[paragraph, [225.0, 893.0, 675.0, 36.0], _Ja5OG5-Lv, 6464685]
[paragraph, [229.0, 958.0, 632.0, 36.0], BOq7Z_MASK, 6464685]
[paragraph, [229.0, 994.0, 632.0, 36.0], BOq7Z_MASK, 6464685]
[paragraph, [229.0, 1030.0, 632.0, 36.0], BOq7Z_MASK, 6464685]
[paragraph, [231.0, 1086.0, 612.0, 36.0], bBL5fDthH7, 6464685]
[paragraph, [231.0, 1122.0, 612.0, 36.0], bBL5fDthH7, 6464685]
[paragraph, [235.0, 1219.0, 645.0, 36.0], 3FtHfcNbGy, 6464685]
[paragraph, [235.0, 1255.0, 645.0, 36.0], 3FtHfcNbGy, 6464685]
[paragraph, [198.0, 1350.0, 761.0, 36.0], xm2p64Ose0, 6464685]
[paragraph, [198.0, 1386.0, 761.0, 36.0], xm2p64Ose0, 6464685]
[paragraph, [198.0, 1422.0, 761.0, 36.0], xm2p64Ose0, 6464685]
