[1162, 749]
[folio, [324.0, 74.0, 85.0, 18.0], 2uo7qWVfx9, 5700000]
[paragraph, [77.0, 122.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 140.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 158.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 176.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 194.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 212.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 230.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 248.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 266.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 284.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 302.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 320.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 338.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 356.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 374.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 392.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 410.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 428.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 446.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 464.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 482.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 500.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 518.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [77.0, 536.0, 594.0, 18.0], shoonya_1sV2ZD0DXT6THR, 5700000]
[paragraph, [83.0, 572.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 590.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 608.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 626.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 644.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 662.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 680.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 698.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 716.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 734.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 752.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 770.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 788.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 806.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 824.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 842.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 860.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 878.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 896.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 914.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 932.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 950.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 968.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 986.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 1004.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 1022.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 1040.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
[paragraph, [83.0, 1058.0, 588.0, 18.0], shoonya_0s3YDEE88YQZLA, 5700000]
