[872, 605]
[folio, [32.0, 37.0, 86.0, 18.0], pU03Q-xTXb, 6457547]
[section-title, [265.0, 37.0, 72.0, 30.0], Bcn5d6FaqR, 6457547]
[paragraph, [298.0, 73.0, 262.0, 18.0], VnM0f5JzCb, 6457547]
[paragraph, [298.0, 91.0, 262.0, 18.0], VnM0f5JzCb, 6457547]
[paragraph, [298.0, 109.0, 262.0, 18.0], VnM0f5JzCb, 6457547]
[paragraph, [298.0, 127.0, 262.0, 18.0], VnM0f5JzCb, 6457547]
[paragraph, [298.0, 145.0, 262.0, 18.0], VnM0f5JzCb, 6457547]
[paragraph, [298.0, 163.0, 262.0, 18.0], VnM0f5JzCb, 6457547]
[paragraph, [298.0, 181.0, 262.0, 18.0], VnM0f5JzCb, 6457547]
[paragraph, [298.0, 199.0, 262.0, 18.0], VnM0f5JzCb, 6457547]
[paragraph, [298.0, 217.0, 262.0, 18.0], VnM0f5JzCb, 6457547]
[paragraph, [298.0, 235.0, 262.0, 18.0], VnM0f5JzCb, 6457547]
[paragraph, [36.0, 75.0, 263.0, 18.0], BW4k97LU1N, 6457547]
[paragraph, [36.0, 93.0, 263.0, 18.0], BW4k97LU1N, 6457547]
[paragraph, [36.0, 111.0, 263.0, 18.0], BW4k97LU1N, 6457547]
[paragraph, [36.0, 129.0, 263.0, 18.0], BW4k97LU1N, 6457547]
[paragraph, [36.0, 147.0, 263.0, 18.0], BW4k97LU1N, 6457547]
[paragraph, [36.0, 165.0, 263.0, 18.0], BW4k97LU1N, 6457547]
[paragraph, [36.0, 179.0, 265.0, 18.0], 6nMuhQxAts, 6457547]
[paragraph, [36.0, 197.0, 265.0, 18.0], 6nMuhQxAts, 6457547]
[paragraph, [50.0, 215.0, 230.0, 18.0], 1KWRch9dKk, 6457547]
[paragraph, [37.0, 228.0, 246.0, 18.0], Vcns0151Oj, 6457547]
[paragraph, [37.0, 246.0, 246.0, 18.0], Vcns0151Oj, 6457547]
[paragraph, [300.0, 263.0, 246.0, 18.0], nRbvGuLP4I, 6457547]
[paragraph, [300.0, 281.0, 246.0, 18.0], nRbvGuLP4I, 6457547]
[paragraph, [34.0, 268.0, 256.0, 18.0], 9ttnbSSAIX, 6457547]
[paragraph, [34.0, 286.0, 256.0, 18.0], 9ttnbSSAIX, 6457547]
[paragraph, [302.0, 300.0, 258.0, 18.0], cNbp2Dz6PY, 6457547]
[paragraph, [302.0, 318.0, 258.0, 18.0], cNbp2Dz6PY, 6457547]
[paragraph, [302.0, 336.0, 258.0, 18.0], cNbp2Dz6PY, 6457547]
[paragraph, [40.0, 301.0, 258.0, 18.0], hOiK2OCUzi, 6457547]
[paragraph, [40.0, 319.0, 258.0, 18.0], hOiK2OCUzi, 6457547]
[paragraph, [40.0, 337.0, 258.0, 18.0], hOiK2OCUzi, 6457547]
[paragraph, [40.0, 355.0, 258.0, 18.0], hOiK2OCUzi, 6457547]
[paragraph, [40.0, 373.0, 258.0, 18.0], hOiK2OCUzi, 6457547]
[paragraph, [40.0, 391.0, 258.0, 18.0], hOiK2OCUzi, 6457547]
[paragraph, [40.0, 409.0, 258.0, 18.0], hOiK2OCUzi, 6457547]
[paragraph, [40.0, 427.0, 258.0, 18.0], hOiK2OCUzi, 6457547]
[paragraph, [300.0, 367.0, 263.0, 18.0], l5nu_SbEYs, 6457547]
[paragraph, [300.0, 385.0, 263.0, 18.0], l5nu_SbEYs, 6457547]
[paragraph, [321.0, 403.0, 225.0, 18.0], k8H5Ws7w50, 6457547]
[paragraph, [321.0, 421.0, 225.0, 18.0], k8H5Ws7w50, 6457547]
[paragraph, [37.0, 458.0, 265.0, 18.0], YfrKP7CVsq, 6457547]
[paragraph, [37.0, 476.0, 265.0, 18.0], YfrKP7CVsq, 6457547]
[paragraph, [37.0, 494.0, 265.0, 18.0], YfrKP7CVsq, 6457547]
[paragraph, [37.0, 512.0, 265.0, 18.0], YfrKP7CVsq, 6457547]
[paragraph, [37.0, 530.0, 265.0, 18.0], YfrKP7CVsq, 6457547]
[paragraph, [37.0, 548.0, 265.0, 18.0], YfrKP7CVsq, 6457547]
[paragraph, [37.0, 566.0, 265.0, 18.0], YfrKP7CVsq, 6457547]
[paragraph, [37.0, 584.0, 265.0, 18.0], YfrKP7CVsq, 6457547]
[paragraph, [37.0, 602.0, 265.0, 18.0], YfrKP7CVsq, 6457547]
[paragraph, [37.0, 620.0, 265.0, 18.0], YfrKP7CVsq, 6457547]
[paragraph, [37.0, 638.0, 265.0, 18.0], YfrKP7CVsq, 6457547]
[paragraph, [37.0, 656.0, 265.0, 18.0], YfrKP7CVsq, 6457547]
[paragraph, [37.0, 674.0, 265.0, 18.0], YfrKP7CVsq, 6457547]
[paragraph, [299.0, 464.0, 264.0, 18.0], guiw6blrag, 6457547]
[paragraph, [299.0, 482.0, 264.0, 18.0], guiw6blrag, 6457547]
[paragraph, [299.0, 500.0, 264.0, 18.0], guiw6blrag, 6457547]
[paragraph, [299.0, 518.0, 264.0, 18.0], guiw6blrag, 6457547]
[paragraph, [344.0, 532.0, 205.0, 18.0], 7L1UEo0CsP, 6457547]
[paragraph, [344.0, 550.0, 205.0, 18.0], 7L1UEo0CsP, 6457547]
[chapter-title, [360.0, 593.0, 148.0, 30.0], Xh1W_h-7Tg, 6457547]
[chapter-title, [360.0, 623.0, 148.0, 30.0], Xh1W_h-7Tg, 6457547]
[paragraph, [311.0, 667.0, 254.0, 18.0], jbZ5cnzYeH, 6457547]
[paragraph, [302.0, 682.0, 263.0, 18.0], soUXCcCZ48, 6457547]
[paragraph, [302.0, 700.0, 263.0, 18.0], soUXCcCZ48, 6457547]
[reference, [34.0, 703.0, 268.0, 18.0], shoonya_0s8JRWNRIVNOS1, 6457547]
[reference, [34.0, 721.0, 268.0, 18.0], shoonya_0s8JRWNRIVNOS1, 6457547]
[reference, [34.0, 739.0, 268.0, 18.0], shoonya_0s8JRWNRIVNOS1, 6457547]
[reference, [34.0, 757.0, 268.0, 18.0], shoonya_0s8JRWNRIVNOS1, 6457547]
[reference, [34.0, 775.0, 268.0, 18.0], shoonya_0s8JRWNRIVNOS1, 6457547]
[reference, [34.0, 793.0, 268.0, 18.0], shoonya_0s8JRWNRIVNOS1, 6457547]
[reference, [34.0, 811.0, 268.0, 18.0], shoonya_0s8JRWNRIVNOS1, 6457547]
[paragraph, [468.0, 714.0, 96.0, 18.0], BQdlaXdXXo, 6457547]
[paragraph, [317.0, 733.0, 250.0, 18.0], FQZTD4gKnM, 6457547]
[reference, [303.0, 753.0, 261.0, 18.0], hV1zLdvjW_, 6457547]
[reference, [303.0, 771.0, 261.0, 18.0], hV1zLdvjW_, 6457547]
[reference, [303.0, 789.0, 261.0, 18.0], hV1zLdvjW_, 6457547]
[reference, [303.0, 807.0, 261.0, 18.0], hV1zLdvjW_, 6457547]
