[1625, 1211]
[headline, [242.0, 93.0, 712.0, 37.5], shoonya_4sB5DXKDHCPYJD, 5742978]
[sub-headline, [202.0, 157.0, 831.0, 36.0], pVpjWsfAsk, 5742978]
[sub-headline, [92.0, 215.0, 1033.0, 36.0], a041GMJn1E, 5742978]
[paragraph, [77.0, 270.0, 341.0, 36.0], shoonya_0sDA1YOX9KS3C0, 5742978]
[paragraph, [77.0, 306.0, 341.0, 36.0], shoonya_0sDA1YOX9KS3C0, 5742978]
[paragraph, [77.0, 342.0, 341.0, 36.0], shoonya_0sDA1YOX9KS3C0, 5742978]
[paragraph, [77.0, 378.0, 341.0, 36.0], shoonya_0sDA1YOX9KS3C0, 5742978]
[paragraph, [77.0, 414.0, 341.0, 36.0], shoonya_0sDA1YOX9KS3C0, 5742978]
[paragraph, [77.0, 450.0, 341.0, 36.0], shoonya_0sDA1YOX9KS3C0, 5742978]
[paragraph, [77.0, 486.0, 341.0, 36.0], shoonya_0sDA1YOX9KS3C0, 5742978]
[paragraph, [77.0, 522.0, 341.0, 36.0], shoonya_0sDA1YOX9KS3C0, 5742978]
[paragraph, [77.0, 558.0, 341.0, 36.0], shoonya_0sDA1YOX9KS3C0, 5742978]
[paragraph, [77.0, 594.0, 341.0, 36.0], shoonya_0sDA1YOX9KS3C0, 5742978]
[paragraph, [77.0, 630.0, 341.0, 36.0], shoonya_0sDA1YOX9KS3C0, 5742978]
[paragraph, [77.0, 666.0, 341.0, 36.0], shoonya_0sDA1YOX9KS3C0, 5742978]
[paragraph, [77.0, 702.0, 341.0, 36.0], shoonya_0sDA1YOX9KS3C0, 5742978]
[paragraph, [435.0, 271.0, 340.0, 36.0], shoonya_3s6PBJ31372HAV, 5742978]
[paragraph, [435.0, 307.0, 340.0, 36.0], shoonya_3s6PBJ31372HAV, 5742978]
[paragraph, [435.0, 343.0, 340.0, 36.0], shoonya_3s6PBJ31372HAV, 5742978]
[paragraph, [435.0, 379.0, 340.0, 36.0], shoonya_3s6PBJ31372HAV, 5742978]
[paragraph, [435.0, 415.0, 340.0, 36.0], shoonya_3s6PBJ31372HAV, 5742978]
[paragraph, [797.0, 272.0, 339.0, 36.0], shoonya_1sRK5RU4MX0YCL, 5742978]
[paragraph, [797.0, 308.0, 339.0, 36.0], shoonya_1sRK5RU4MX0YCL, 5742978]
[paragraph, [797.0, 344.0, 339.0, 36.0], shoonya_1sRK5RU4MX0YCL, 5742978]
[paragraph, [797.0, 380.0, 339.0, 36.0], shoonya_1sRK5RU4MX0YCL, 5742978]
[paragraph, [797.0, 416.0, 339.0, 36.0], shoonya_1sRK5RU4MX0YCL, 5742978]
[paragraph, [797.0, 452.0, 339.0, 36.0], shoonya_1sRK5RU4MX0YCL, 5742978]
[paragraph, [797.0, 488.0, 339.0, 36.0], shoonya_1sRK5RU4MX0YCL, 5742978]
[paragraph, [797.0, 524.0, 339.0, 36.0], shoonya_1sRK5RU4MX0YCL, 5742978]
[paragraph, [797.0, 560.0, 339.0, 36.0], shoonya_1sRK5RU4MX0YCL, 5742978]
[paragraph, [797.0, 596.0, 339.0, 36.0], shoonya_1sRK5RU4MX0YCL, 5742978]
[paragraph, [797.0, 632.0, 339.0, 36.0], shoonya_1sRK5RU4MX0YCL, 5742978]
[paragraph, [433.0, 520.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 556.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 592.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 628.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 664.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 700.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 736.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 772.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 808.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 844.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 880.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 916.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 952.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 988.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 1024.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 1060.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [433.0, 1096.0, 346.0, 36.0], shoonya_5s01XK03CQQ8FX, 5742978]
[paragraph, [796.0, 701.0, 338.0, 36.0], shoonya_7sY3S9EAATGOOP, 5742978]
[paragraph, [796.0, 737.0, 338.0, 36.0], shoonya_7sY3S9EAATGOOP, 5742978]
[paragraph, [796.0, 773.0, 338.0, 36.0], shoonya_7sY3S9EAATGOOP, 5742978]
[paragraph, [796.0, 809.0, 338.0, 36.0], shoonya_7sY3S9EAATGOOP, 5742978]
[paragraph, [796.0, 845.0, 338.0, 36.0], shoonya_7sY3S9EAATGOOP, 5742978]
[paragraph, [796.0, 881.0, 338.0, 36.0], shoonya_7sY3S9EAATGOOP, 5742978]
[paragraph, [796.0, 917.0, 338.0, 36.0], shoonya_7sY3S9EAATGOOP, 5742978]
[paragraph, [796.0, 953.0, 338.0, 36.0], shoonya_7sY3S9EAATGOOP, 5742978]
[paragraph, [796.0, 989.0, 338.0, 36.0], shoonya_7sY3S9EAATGOOP, 5742978]
[paragraph, [796.0, 1025.0, 338.0, 36.0], shoonya_7sY3S9EAATGOOP, 5742978]
[paragraph, [796.0, 1061.0, 338.0, 36.0], shoonya_7sY3S9EAATGOOP, 5742978]
[paragraph, [796.0, 1097.0, 338.0, 36.0], shoonya_7sY3S9EAATGOOP, 5742978]
[paragraph, [796.0, 1133.0, 338.0, 36.0], shoonya_7sY3S9EAATGOOP, 5742978]
[paragraph, [80.0, 772.0, 334.0, 36.0], shoonya_2sIFBPF8T4WVXW, 5742978]
[paragraph, [80.0, 808.0, 334.0, 36.0], shoonya_2sIFBPF8T4WVXW, 5742978]
[paragraph, [80.0, 844.0, 334.0, 36.0], shoonya_2sIFBPF8T4WVXW, 5742978]
[paragraph, [80.0, 880.0, 334.0, 36.0], shoonya_2sIFBPF8T4WVXW, 5742978]
[paragraph, [80.0, 916.0, 334.0, 36.0], shoonya_2sIFBPF8T4WVXW, 5742978]
[paragraph, [80.0, 952.0, 334.0, 36.0], shoonya_2sIFBPF8T4WVXW, 5742978]
