[1823, 1375]
[folio, [543.0, 108.0, 298.0, 36.0], shoonya_1s0FP93X6GSLCM, 5684143]
[paragraph, [112.0, 171.0, 566.0, 36.0], shoonya_4sHPH6P5YU6R1I, 5684143]
[paragraph, [112.0, 207.0, 566.0, 36.0], shoonya_4sHPH6P5YU6R1I, 5684143]
[paragraph, [112.0, 243.0, 566.0, 36.0], shoonya_4sHPH6P5YU6R1I, 5684143]
[paragraph, [112.0, 279.0, 566.0, 36.0], shoonya_4sHPH6P5YU6R1I, 5684143]
[paragraph, [112.0, 315.0, 566.0, 36.0], shoonya_4sHPH6P5YU6R1I, 5684143]
[paragraph, [112.0, 351.0, 566.0, 36.0], shoonya_4sHPH6P5YU6R1I, 5684143]
[paragraph, [112.0, 387.0, 566.0, 36.0], shoonya_4sHPH6P5YU6R1I, 5684143]
[paragraph, [112.0, 423.0, 566.0, 36.0], shoonya_4sHPH6P5YU6R1I, 5684143]
[paragraph, [696.0, 171.0, 570.0, 36.0], shoonya_8s0OM936FK2L0A, 5684143]
[paragraph, [696.0, 207.0, 570.0, 36.0], shoonya_8s0OM936FK2L0A, 5684143]
[paragraph, [696.0, 243.0, 570.0, 36.0], shoonya_8s0OM936FK2L0A, 5684143]
[paragraph, [696.0, 279.0, 570.0, 36.0], shoonya_8s0OM936FK2L0A, 5684143]
[paragraph, [696.0, 315.0, 570.0, 36.0], shoonya_8s0OM936FK2L0A, 5684143]
[paragraph, [696.0, 351.0, 570.0, 36.0], shoonya_8s0OM936FK2L0A, 5684143]
[paragraph, [696.0, 387.0, 570.0, 36.0], shoonya_8s0OM936FK2L0A, 5684143]
[paragraph, [696.0, 423.0, 570.0, 36.0], shoonya_8s0OM936FK2L0A, 5684143]
[paragraph, [696.0, 459.0, 570.0, 36.0], shoonya_8s0OM936FK2L0A, 5684143]
[paragraph, [696.0, 495.0, 570.0, 36.0], shoonya_8s0OM936FK2L0A, 5684143]
[paragraph, [696.0, 531.0, 570.0, 36.0], shoonya_8s0OM936FK2L0A, 5684143]
[paragraph, [696.0, 567.0, 570.0, 36.0], shoonya_8s0OM936FK2L0A, 5684143]
[paragraph, [696.0, 603.0, 570.0, 36.0], shoonya_8s0OM936FK2L0A, 5684143]
[paragraph, [696.0, 639.0, 570.0, 36.0], shoonya_8s0OM936FK2L0A, 5684143]
[paragraph, [111.0, 468.0, 570.0, 36.0], shoonya_5sEAHWOPNXWTZ2, 5684143]
[paragraph, [111.0, 504.0, 570.0, 36.0], shoonya_5sEAHWOPNXWTZ2, 5684143]
[paragraph, [111.0, 540.0, 570.0, 36.0], shoonya_5sEAHWOPNXWTZ2, 5684143]
[paragraph, [111.0, 576.0, 570.0, 36.0], shoonya_5sEAHWOPNXWTZ2, 5684143]
[paragraph, [111.0, 612.0, 570.0, 36.0], shoonya_5sEAHWOPNXWTZ2, 5684143]
[paragraph, [111.0, 648.0, 570.0, 36.0], shoonya_5sEAHWOPNXWTZ2, 5684143]
[paragraph, [111.0, 684.0, 570.0, 36.0], shoonya_5sEAHWOPNXWTZ2, 5684143]
[paragraph, [111.0, 720.0, 570.0, 36.0], shoonya_5sEAHWOPNXWTZ2, 5684143]
[paragraph, [111.0, 756.0, 570.0, 36.0], shoonya_5sEAHWOPNXWTZ2, 5684143]
[paragraph, [111.0, 792.0, 570.0, 36.0], shoonya_5sEAHWOPNXWTZ2, 5684143]
[paragraph, [111.0, 828.0, 570.0, 36.0], shoonya_5sEAHWOPNXWTZ2, 5684143]
[paragraph, [111.0, 864.0, 570.0, 36.0], shoonya_5sEAHWOPNXWTZ2, 5684143]
[paragraph, [696.0, 714.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 750.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 786.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 822.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 858.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 894.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 930.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 966.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 1002.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 1038.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 1074.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 1110.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 1146.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 1182.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 1218.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 1254.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [696.0, 1290.0, 569.0, 36.0], shoonya_9s4C67J775GEQ3, 5684143]
[paragraph, [113.0, 909.0, 569.0, 36.0], shoonya_6sW0O9KOA020FG, 5684143]
[paragraph, [113.0, 945.0, 569.0, 36.0], shoonya_6sW0O9KOA020FG, 5684143]
[paragraph, [113.0, 981.0, 569.0, 36.0], shoonya_6sW0O9KOA020FG, 5684143]
[paragraph, [113.0, 1017.0, 569.0, 36.0], shoonya_6sW0O9KOA020FG, 5684143]
[paragraph, [113.0, 1053.0, 569.0, 36.0], shoonya_6sW0O9KOA020FG, 5684143]
[paragraph, [113.0, 1089.0, 569.0, 36.0], shoonya_6sW0O9KOA020FG, 5684143]
