[2230, 1704]
[paragraph, [114.0, 127.0, 484.0, 36.0], shoonya_5sO8XSO532F89E, 5654008]
[paragraph, [114.0, 163.0, 484.0, 36.0], shoonya_5sO8XSO532F89E, 5654008]
[paragraph, [114.0, 199.0, 484.0, 36.0], shoonya_5sO8XSO532F89E, 5654008]
[paragraph, [114.0, 235.0, 484.0, 36.0], shoonya_5sO8XSO532F89E, 5654008]
[paragraph, [114.0, 271.0, 484.0, 36.0], shoonya_5sO8XSO532F89E, 5654008]
[paragraph, [114.0, 307.0, 484.0, 36.0], shoonya_5sO8XSO532F89E, 5654008]
[paragraph, [114.0, 343.0, 484.0, 36.0], shoonya_5sO8XSO532F89E, 5654008]
[paragraph, [114.0, 379.0, 484.0, 36.0], shoonya_5sO8XSO532F89E, 5654008]
[paragraph, [114.0, 415.0, 484.0, 36.0], shoonya_5sO8XSO532F89E, 5654008]
[paragraph, [114.0, 451.0, 484.0, 36.0], shoonya_5sO8XSO532F89E, 5654008]
[paragraph, [114.0, 487.0, 484.0, 36.0], shoonya_5sO8XSO532F89E, 5654008]
[paragraph, [114.0, 523.0, 484.0, 36.0], shoonya_5sO8XSO532F89E, 5654008]
[paragraph, [114.0, 559.0, 484.0, 36.0], shoonya_5sO8XSO532F89E, 5654008]
[sidebar, [614.0, 150.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 186.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 222.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 258.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 294.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 330.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 366.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 402.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 438.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 474.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 510.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 546.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 582.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 618.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 654.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 690.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 726.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 762.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 798.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 834.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[sidebar, [614.0, 870.0, 580.0, 36.0], shoonya_1sIT09S3NSITMC, 5654008]
[paragraph, [1221.0, 151.0, 464.0, 36.0], shoonya_7s6UFCBKT4YMMP, 5654008]
[paragraph, [1221.0, 187.0, 464.0, 36.0], shoonya_7s6UFCBKT4YMMP, 5654008]
[paragraph, [1221.0, 223.0, 464.0, 36.0], shoonya_7s6UFCBKT4YMMP, 5654008]
[paragraph, [1221.0, 259.0, 464.0, 36.0], shoonya_7s6UFCBKT4YMMP, 5654008]
[paragraph, [1221.0, 295.0, 464.0, 36.0], shoonya_7s6UFCBKT4YMMP, 5654008]
[paragraph, [1221.0, 331.0, 464.0, 36.0], shoonya_7s6UFCBKT4YMMP, 5654008]
[paragraph, [1221.0, 367.0, 464.0, 36.0], shoonya_7s6UFCBKT4YMMP, 5654008]
[paragraph, [1221.0, 403.0, 464.0, 36.0], shoonya_7s6UFCBKT4YMMP, 5654008]
[paragraph, [1221.0, 439.0, 464.0, 36.0], shoonya_7s6UFCBKT4YMMP, 5654008]
[paragraph, [1221.0, 475.0, 464.0, 36.0], shoonya_7s6UFCBKT4YMMP, 5654008]
[paragraph, [1221.0, 511.0, 464.0, 36.0], shoonya_7s6UFCBKT4YMMP, 5654008]
[paragraph, [1221.0, 547.0, 464.0, 36.0], shoonya_7s6UFCBKT4YMMP, 5654008]
[paragraph, [1221.0, 583.0, 464.0, 36.0], shoonya_7s6UFCBKT4YMMP, 5654008]
[paragraph, [1221.0, 619.0, 464.0, 36.0], shoonya_7s6UFCBKT4YMMP, 5654008]
[paragraph, [104.0, 601.0, 484.0, 36.0], shoonya_4sS1PBJZOE24ZS, 5654008]
[paragraph, [104.0, 637.0, 484.0, 36.0], shoonya_4sS1PBJZOE24ZS, 5654008]
[paragraph, [104.0, 673.0, 484.0, 36.0], shoonya_4sS1PBJZOE24ZS, 5654008]
[paragraph, [104.0, 709.0, 484.0, 36.0], shoonya_4sS1PBJZOE24ZS, 5654008]
[paragraph, [104.0, 745.0, 484.0, 36.0], shoonya_4sS1PBJZOE24ZS, 5654008]
[paragraph, [104.0, 781.0, 484.0, 36.0], shoonya_4sS1PBJZOE24ZS, 5654008]
[paragraph, [104.0, 817.0, 484.0, 36.0], shoonya_4sS1PBJZOE24ZS, 5654008]
[paragraph, [104.0, 853.0, 484.0, 36.0], shoonya_4sS1PBJZOE24ZS, 5654008]
[paragraph, [104.0, 889.0, 484.0, 36.0], shoonya_4sS1PBJZOE24ZS, 5654008]
[paragraph, [1217.0, 687.0, 461.0, 36.0], shoonya_6sF8T4JXH5ULON, 5654008]
[paragraph, [1217.0, 723.0, 461.0, 36.0], shoonya_6sF8T4JXH5ULON, 5654008]
[paragraph, [1217.0, 759.0, 461.0, 36.0], shoonya_6sF8T4JXH5ULON, 5654008]
[paragraph, [1217.0, 795.0, 461.0, 36.0], shoonya_6sF8T4JXH5ULON, 5654008]
[paragraph, [1217.0, 831.0, 461.0, 36.0], shoonya_6sF8T4JXH5ULON, 5654008]
[paragraph, [1217.0, 867.0, 461.0, 36.0], shoonya_6sF8T4JXH5ULON, 5654008]
[paragraph, [1217.0, 903.0, 461.0, 36.0], shoonya_6sF8T4JXH5ULON, 5654008]
[paragraph, [96.0, 946.0, 778.0, 36.0], shoonya_2sA9S3V9369R6W, 5654008]
[paragraph, [96.0, 982.0, 778.0, 36.0], shoonya_2sA9S3V9369R6W, 5654008]
[paragraph, [96.0, 1018.0, 778.0, 36.0], shoonya_2sA9S3V9369R6W, 5654008]
[paragraph, [96.0, 1054.0, 778.0, 36.0], shoonya_2sA9S3V9369R6W, 5654008]
[paragraph, [96.0, 1090.0, 778.0, 36.0], shoonya_2sA9S3V9369R6W, 5654008]
[paragraph, [96.0, 1126.0, 778.0, 36.0], shoonya_2sA9S3V9369R6W, 5654008]
[paragraph, [96.0, 1162.0, 778.0, 36.0], shoonya_2sA9S3V9369R6W, 5654008]
[paragraph, [96.0, 1198.0, 778.0, 36.0], shoonya_2sA9S3V9369R6W, 5654008]
[paragraph, [96.0, 1234.0, 778.0, 36.0], shoonya_2sA9S3V9369R6W, 5654008]
[paragraph, [96.0, 1270.0, 778.0, 36.0], shoonya_2sA9S3V9369R6W, 5654008]
[paragraph, [96.0, 1306.0, 778.0, 36.0], shoonya_2sA9S3V9369R6W, 5654008]
[paragraph, [96.0, 1342.0, 778.0, 36.0], shoonya_2sA9S3V9369R6W, 5654008]
[paragraph, [96.0, 1378.0, 778.0, 36.0], shoonya_2sA9S3V9369R6W, 5654008]
[paragraph, [96.0, 1414.0, 778.0, 36.0], shoonya_2sA9S3V9369R6W, 5654008]
[paragraph, [96.0, 1450.0, 778.0, 36.0], shoonya_2sA9S3V9369R6W, 5654008]
[paragraph, [899.0, 959.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 995.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1031.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1067.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1103.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1139.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1175.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1211.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1247.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1283.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1319.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1355.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1391.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1427.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1463.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1499.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1535.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1571.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1607.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1643.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1679.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [899.0, 1715.0, 782.0, 36.0], shoonya_3sTJVI8QZM01TJ, 5654008]
[paragraph, [106.0, 1504.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
[paragraph, [106.0, 1540.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
[paragraph, [106.0, 1576.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
[paragraph, [106.0, 1612.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
[paragraph, [106.0, 1648.0, 782.0, 36.0], shoonya_0sVKR3NWT4WOZT, 5654008]
