[2200, 1700]
[paragraph, [374.0, 112.0, 1130.0, 36.0], shoonya_3s9S56OZXCBWBT, 5733919]
[paragraph, [374.0, 148.0, 1130.0, 36.0], shoonya_3s9S56OZXCBWBT, 5733919]
[paragraph, [374.0, 184.0, 1130.0, 36.0], shoonya_3s9S56OZXCBWBT, 5733919]
[paragraph, [374.0, 220.0, 1130.0, 36.0], shoonya_3s9S56OZXCBWBT, 5733919]
[paragraph, [374.0, 256.0, 1130.0, 36.0], shoonya_3s9S56OZXCBWBT, 5733919]
[paragraph, [374.0, 292.0, 1130.0, 36.0], shoonya_3s9S56OZXCBWBT, 5733919]
[paragraph, [374.0, 328.0, 1130.0, 36.0], shoonya_3s9S56OZXCBWBT, 5733919]
[paragraph, [374.0, 364.0, 1130.0, 36.0], shoonya_3s9S56OZXCBWBT, 5733919]
[paragraph, [374.0, 400.0, 1130.0, 36.0], shoonya_3s9S56OZXCBWBT, 5733919]
[paragraph, [374.0, 436.0, 1130.0, 36.0], shoonya_3s9S56OZXCBWBT, 5733919]
[paragraph, [373.0, 527.0, 1132.0, 36.0], shoonya_1sHORFEZETEAKO, 5733919]
[paragraph, [373.0, 563.0, 1132.0, 36.0], shoonya_1sHORFEZETEAKO, 5733919]
[paragraph, [373.0, 599.0, 1132.0, 36.0], shoonya_1sHORFEZETEAKO, 5733919]
[paragraph, [373.0, 635.0, 1132.0, 36.0], shoonya_1sHORFEZETEAKO, 5733919]
[paragraph, [373.0, 671.0, 1132.0, 36.0], shoonya_1sHORFEZETEAKO, 5733919]
[paragraph, [373.0, 707.0, 1132.0, 36.0], shoonya_1sHORFEZETEAKO, 5733919]
[paragraph, [373.0, 743.0, 1132.0, 36.0], shoonya_1sHORFEZETEAKO, 5733919]
[paragraph, [373.0, 779.0, 1132.0, 36.0], shoonya_1sHORFEZETEAKO, 5733919]
[paragraph, [373.0, 815.0, 1132.0, 36.0], shoonya_1sHORFEZETEAKO, 5733919]
[paragraph, [373.0, 851.0, 1132.0, 36.0], shoonya_1sHORFEZETEAKO, 5733919]
[section-title, [418.0, 934.0, 536.0, 52.5], Sqz36bNrH6, 5733919]
[paragraph, [374.0, 999.0, 1129.0, 36.0], shoonya_2sISA64ZKRUKQP, 5733919]
[paragraph, [374.0, 1035.0, 1129.0, 36.0], shoonya_2sISA64ZKRUKQP, 5733919]
[paragraph, [374.0, 1071.0, 1129.0, 36.0], shoonya_2sISA64ZKRUKQP, 5733919]
[paragraph, [374.0, 1107.0, 1129.0, 36.0], shoonya_2sISA64ZKRUKQP, 5733919]
[paragraph, [374.0, 1143.0, 1129.0, 36.0], shoonya_2sISA64ZKRUKQP, 5733919]
[paragraph, [374.0, 1179.0, 1129.0, 36.0], shoonya_2sISA64ZKRUKQP, 5733919]
[paragraph, [374.0, 1215.0, 1129.0, 36.0], shoonya_2sISA64ZKRUKQP, 5733919]
[paragraph, [374.0, 1251.0, 1129.0, 36.0], shoonya_2sISA64ZKRUKQP, 5733919]
[paragraph, [374.0, 1287.0, 1129.0, 36.0], shoonya_2sISA64ZKRUKQP, 5733919]
[paragraph, [374.0, 1323.0, 1129.0, 36.0], shoonya_2sISA64ZKRUKQP, 5733919]
[paragraph, [374.0, 1359.0, 1129.0, 36.0], shoonya_2sISA64ZKRUKQP, 5733919]
[paragraph, [374.0, 1395.0, 1129.0, 36.0], shoonya_2sISA64ZKRUKQP, 5733919]
[paragraph, [374.0, 1431.0, 1129.0, 36.0], shoonya_2sISA64ZKRUKQP, 5733919]
[paragraph, [374.0, 1467.0, 1129.0, 36.0], shoonya_2sISA64ZKRUKQP, 5733919]
[paragraph, [374.0, 1503.0, 1129.0, 36.0], shoonya_2sISA64ZKRUKQP, 5733919]
[paragraph, [373.0, 1570.0, 1132.0, 36.0], shoonya_0s147WJHSDHUUG, 5733919]
[paragraph, [373.0, 1606.0, 1132.0, 36.0], shoonya_0s147WJHSDHUUG, 5733919]
[paragraph, [373.0, 1642.0, 1132.0, 36.0], shoonya_0s147WJHSDHUUG, 5733919]
[paragraph, [373.0, 1678.0, 1132.0, 36.0], shoonya_0s147WJHSDHUUG, 5733919]
[paragraph, [373.0, 1714.0, 1132.0, 36.0], shoonya_0s147WJHSDHUUG, 5733919]
[paragraph, [373.0, 1750.0, 1132.0, 36.0], shoonya_0s147WJHSDHUUG, 5733919]
[paragraph, [373.0, 1786.0, 1132.0, 36.0], shoonya_0s147WJHSDHUUG, 5733919]
[paragraph, [373.0, 1822.0, 1132.0, 36.0], shoonya_0s147WJHSDHUUG, 5733919]
[paragraph, [373.0, 1858.0, 1132.0, 36.0], shoonya_0s147WJHSDHUUG, 5733919]
[paragraph, [373.0, 1894.0, 1132.0, 36.0], shoonya_0s147WJHSDHUUG, 5733919]
[paragraph, [373.0, 1930.0, 1132.0, 36.0], shoonya_0s147WJHSDHUUG, 5733919]
[paragraph, [373.0, 1966.0, 1132.0, 36.0], shoonya_0s147WJHSDHUUG, 5733919]
[paragraph, [373.0, 2002.0, 1132.0, 36.0], shoonya_0s147WJHSDHUUG, 5733919]
