[2339, 1654]
[folio, [1337.0, 78.0, 222.0, 36.0], shoonya_2sKAF5GMF8FJ0V, 5751085]
[paragraph, [132.0, 114.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 150.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 186.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 222.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 258.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 294.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 330.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 366.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 402.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 438.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 474.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 510.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 546.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 582.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 618.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 654.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 690.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 726.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 762.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 798.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 834.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 870.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 906.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [132.0, 942.0, 1440.0, 36.0], shoonya_1sJ4I3NX4YDVJP, 5751085]
[paragraph, [274.0, 1016.0, 1139.0, 36.0], B9jqglAheS, 5751085]
[paragraph, [274.0, 1052.0, 1139.0, 36.0], B9jqglAheS, 5751085]
[paragraph, [274.0, 1088.0, 1139.0, 36.0], B9jqglAheS, 5751085]
[reference, [987.0, 1151.0, 418.0, 36.0], shoonya_3s1RR1FBF3QZ6I, 5751085]
[paragraph, [122.0, 1201.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1237.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1273.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1309.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1345.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1381.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1417.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1453.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1489.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1525.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1561.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1597.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1633.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1669.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1705.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1741.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1777.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1813.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1849.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1885.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1921.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [122.0, 1957.0, 1435.0, 36.0], shoonya_0sPRP4X0G4VPIO, 5751085]
[paragraph, [264.0, 2033.0, 1135.0, 36.0], h1HRa3jIO1, 5751085]
[paragraph, [264.0, 2069.0, 1135.0, 36.0], h1HRa3jIO1, 5751085]
[paragraph, [264.0, 2105.0, 1135.0, 36.0], h1HRa3jIO1, 5751085]
[reference, [974.0, 2173.0, 412.0, 36.0], kNpmhr8M8h, 5751085]
