[3509, 2480]
[paragraph, [355.0, 391.0, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 443.5, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 496.0, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 548.5, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 601.0, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 653.5, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 706.0, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 758.5, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 811.0, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 863.5, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 916.0, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 968.5, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 1021.0, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 1073.5, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 1126.0, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 1178.5, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 1231.0, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 1283.5, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 1336.0, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 1388.5, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 1441.0, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [355.0, 1493.5, 1809.0, 52.5], shoonya_3s15XQ4PJ54D1B, 5723770]
[paragraph, [334.0, 1724.0, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 1776.5, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 1829.0, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 1881.5, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 1934.0, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 1986.5, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2039.0, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2091.5, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2144.0, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2196.5, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2249.0, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2301.5, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2354.0, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2406.5, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2459.0, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2511.5, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2564.0, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2616.5, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2669.0, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2721.5, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2774.0, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2826.5, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2879.0, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2931.5, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 2984.0, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
[paragraph, [334.0, 3036.5, 1839.0, 52.5], shoonya_0sO1650Q0D94BS, 5723770]
