[2339, 1656]
[paragraph, [860.0, 92.0, 696.0, 36.0], shoonya_8s71HCCP2Z14XZ, 5749943]
[paragraph, [860.0, 128.0, 696.0, 36.0], shoonya_8s71HCCP2Z14XZ, 5749943]
[paragraph, [860.0, 164.0, 696.0, 36.0], shoonya_8s71HCCP2Z14XZ, 5749943]
[paragraph, [860.0, 200.0, 696.0, 36.0], shoonya_8s71HCCP2Z14XZ, 5749943]
[paragraph, [129.0, 104.0, 700.0, 36.0], shoonya_0s86L72RM4P8E2, 5749943]
[paragraph, [129.0, 140.0, 700.0, 36.0], shoonya_0s86L72RM4P8E2, 5749943]
[paragraph, [129.0, 176.0, 700.0, 36.0], shoonya_0s86L72RM4P8E2, 5749943]
[paragraph, [129.0, 212.0, 700.0, 36.0], shoonya_0s86L72RM4P8E2, 5749943]
[paragraph, [867.0, 268.0, 695.0, 36.0], shoonya_6sCTZKFP4TCCZ3, 5749943]
[paragraph, [867.0, 304.0, 695.0, 36.0], shoonya_6sCTZKFP4TCCZ3, 5749943]
[paragraph, [867.0, 340.0, 695.0, 36.0], shoonya_6sCTZKFP4TCCZ3, 5749943]
[paragraph, [867.0, 376.0, 695.0, 36.0], shoonya_6sCTZKFP4TCCZ3, 5749943]
[paragraph, [867.0, 412.0, 695.0, 36.0], shoonya_6sCTZKFP4TCCZ3, 5749943]
[paragraph, [867.0, 448.0, 695.0, 36.0], shoonya_6sCTZKFP4TCCZ3, 5749943]
[paragraph, [867.0, 484.0, 695.0, 36.0], shoonya_6sCTZKFP4TCCZ3, 5749943]
[paragraph, [132.0, 273.0, 697.0, 36.0], yyI1ywxk2K, 5749943]
[paragraph, [132.0, 309.0, 697.0, 36.0], yyI1ywxk2K, 5749943]
[paragraph, [132.0, 345.0, 697.0, 36.0], yyI1ywxk2K, 5749943]
[paragraph, [136.0, 386.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 422.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 458.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 494.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 530.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 566.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 602.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 638.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 674.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 710.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 746.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 782.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 818.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 854.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 890.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 926.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 962.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 998.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1034.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1070.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1106.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1142.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1178.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1214.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1250.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1286.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1322.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1358.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1394.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1430.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1466.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1502.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1538.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1574.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1610.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1646.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1682.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1718.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1754.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1790.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1826.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1862.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1898.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1934.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 1970.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 2006.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 2042.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 2078.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [136.0, 2114.0, 733.0, 36.0], shoonya_1sZB94IGWJB6JG, 5749943]
[paragraph, [873.0, 539.0, 693.0, 36.0], shoonya_4s28LLYHVT1FNI, 5749943]
[paragraph, [873.0, 575.0, 693.0, 36.0], shoonya_4s28LLYHVT1FNI, 5749943]
[paragraph, [873.0, 611.0, 693.0, 36.0], shoonya_4s28LLYHVT1FNI, 5749943]
[paragraph, [873.0, 647.0, 693.0, 36.0], shoonya_4s28LLYHVT1FNI, 5749943]
[paragraph, [874.0, 705.0, 697.0, 36.0], shoonya_11s8GIC3JDKRZZ, 5749943]
[paragraph, [874.0, 741.0, 697.0, 36.0], shoonya_11s8GIC3JDKRZZ, 5749943]
[paragraph, [874.0, 777.0, 697.0, 36.0], shoonya_11s8GIC3JDKRZZ, 5749943]
[paragraph, [874.0, 813.0, 697.0, 36.0], shoonya_11s8GIC3JDKRZZ, 5749943]
[paragraph, [874.0, 849.0, 697.0, 36.0], shoonya_11s8GIC3JDKRZZ, 5749943]
[paragraph, [874.0, 885.0, 697.0, 36.0], shoonya_11s8GIC3JDKRZZ, 5749943]
[paragraph, [871.0, 925.0, 703.0, 36.0], pO-sMd0hLh, 5749943]
[paragraph, [871.0, 961.0, 703.0, 36.0], pO-sMd0hLh, 5749943]
[paragraph, [871.0, 997.0, 703.0, 36.0], pO-sMd0hLh, 5749943]
[paragraph, [875.0, 1039.0, 703.0, 36.0], pzK6dfmEEP, 5749943]
[paragraph, [875.0, 1075.0, 703.0, 36.0], pzK6dfmEEP, 5749943]
[paragraph, [875.0, 1111.0, 703.0, 36.0], pzK6dfmEEP, 5749943]
[paragraph, [885.0, 1155.0, 695.0, 36.0], shoonya_5sFW05J9AE81LP, 5749943]
[paragraph, [885.0, 1191.0, 695.0, 36.0], shoonya_5sFW05J9AE81LP, 5749943]
[paragraph, [885.0, 1227.0, 695.0, 36.0], shoonya_5sFW05J9AE81LP, 5749943]
[paragraph, [885.0, 1263.0, 695.0, 36.0], shoonya_5sFW05J9AE81LP, 5749943]
[paragraph, [891.0, 1317.0, 690.0, 36.0], shoonya_3sAUQS1T9QDKH0, 5749943]
[paragraph, [891.0, 1353.0, 690.0, 36.0], shoonya_3sAUQS1T9QDKH0, 5749943]
[paragraph, [891.0, 1389.0, 690.0, 36.0], shoonya_3sAUQS1T9QDKH0, 5749943]
[paragraph, [892.0, 1423.0, 691.0, 36.0], shoonya_7sLFGO13JNKCKX, 5749943]
[paragraph, [892.0, 1459.0, 691.0, 36.0], shoonya_7sLFGO13JNKCKX, 5749943]
[paragraph, [892.0, 1495.0, 691.0, 36.0], shoonya_7sLFGO13JNKCKX, 5749943]
[paragraph, [888.0, 1535.0, 701.0, 36.0], KwCj5fQguH, 5749943]
[paragraph, [888.0, 1571.0, 701.0, 36.0], KwCj5fQguH, 5749943]
[paragraph, [888.0, 1607.0, 701.0, 36.0], KwCj5fQguH, 5749943]
