[2339, 1654]
[paragraph, [91.0, 103.0, 1481.0, 36.0], YE2-8arsaW, 5750965]
[paragraph, [91.0, 139.0, 1481.0, 36.0], YE2-8arsaW, 5750965]
[paragraph, [91.0, 175.0, 1481.0, 36.0], YE2-8arsaW, 5750965]
[paragraph, [91.0, 211.0, 1481.0, 36.0], YE2-8arsaW, 5750965]
[paragraph, [91.0, 247.0, 1481.0, 36.0], YE2-8arsaW, 5750965]
[paragraph, [91.0, 283.0, 1481.0, 36.0], YE2-8arsaW, 5750965]
[paragraph, [91.0, 319.0, 1481.0, 36.0], YE2-8arsaW, 5750965]
[paragraph, [91.0, 355.0, 1481.0, 36.0], YE2-8arsaW, 5750965]
[paragraph, [91.0, 391.0, 1481.0, 36.0], YE2-8arsaW, 5750965]
[paragraph, [203.0, 439.0, 1351.0, 36.0], IdJB5EU6vK, 5750965]
[paragraph, [203.0, 475.0, 1351.0, 36.0], IdJB5EU6vK, 5750965]
[paragraph, [203.0, 511.0, 1351.0, 36.0], IdJB5EU6vK, 5750965]
[paragraph, [203.0, 547.0, 1351.0, 36.0], IdJB5EU6vK, 5750965]
[paragraph, [203.0, 583.0, 1351.0, 36.0], IdJB5EU6vK, 5750965]
[paragraph, [203.0, 619.0, 1351.0, 36.0], IdJB5EU6vK, 5750965]
[paragraph, [249.0, 652.0, 1156.0, 36.0], shoonya_1sKSSMBF9KS19S, 5750965]
[paragraph, [249.0, 688.0, 1156.0, 36.0], shoonya_1sKSSMBF9KS19S, 5750965]
[paragraph, [249.0, 724.0, 1156.0, 36.0], shoonya_1sKSSMBF9KS19S, 5750965]
[paragraph, [249.0, 760.0, 1156.0, 36.0], shoonya_1sKSSMBF9KS19S, 5750965]
[paragraph, [249.0, 796.0, 1156.0, 36.0], shoonya_1sKSSMBF9KS19S, 5750965]
[paragraph, [249.0, 832.0, 1156.0, 36.0], shoonya_1sKSSMBF9KS19S, 5750965]
[paragraph, [249.0, 868.0, 1156.0, 36.0], shoonya_1sKSSMBF9KS19S, 5750965]
[paragraph, [249.0, 904.0, 1156.0, 36.0], shoonya_1sKSSMBF9KS19S, 5750965]
[paragraph, [249.0, 940.0, 1156.0, 36.0], shoonya_1sKSSMBF9KS19S, 5750965]
[paragraph, [249.0, 976.0, 1156.0, 36.0], shoonya_1sKSSMBF9KS19S, 5750965]
[paragraph, [249.0, 1012.0, 1156.0, 36.0], shoonya_1sKSSMBF9KS19S, 5750965]
[paragraph, [249.0, 1048.0, 1156.0, 36.0], shoonya_1sKSSMBF9KS19S, 5750965]
[paragraph, [249.0, 1084.0, 1156.0, 36.0], shoonya_1sKSSMBF9KS19S, 5750965]
[paragraph, [249.0, 1120.0, 1156.0, 36.0], shoonya_1sKSSMBF9KS19S, 5750965]
[reference, [1212.0, 1176.0, 215.0, 36.0], 19PvV8MUeq, 5750965]
[paragraph, [117.0, 1236.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1272.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1308.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1344.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1380.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1416.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1452.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1488.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1524.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1560.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1596.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1632.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1668.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1704.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1740.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1776.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1812.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1848.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1884.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1920.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1956.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 1992.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 2028.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 2064.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 2100.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
[paragraph, [117.0, 2136.0, 1458.0, 36.0], shoonya_0sMMSARPOXL4E5, 5750965]
