[1492, 1000]
[folio, [467.0, 150.0, 87.0, 18.0], shoonya_2sJN2VGIJUM0AY, 5719930]
[paragraph, [137.0, 196.0, 739.0, 18.0], shoonya_0s11HL6BW3734Q, 5719930]
[paragraph, [137.0, 214.0, 739.0, 18.0], shoonya_0s11HL6BW3734Q, 5719930]
[paragraph, [137.0, 232.0, 739.0, 18.0], shoonya_0s11HL6BW3734Q, 5719930]
[paragraph, [137.0, 250.0, 739.0, 18.0], shoonya_0s11HL6BW3734Q, 5719930]
[paragraph, [137.0, 268.0, 739.0, 18.0], shoonya_0s11HL6BW3734Q, 5719930]
[paragraph, [137.0, 286.0, 739.0, 18.0], shoonya_0s11HL6BW3734Q, 5719930]
[paragraph, [137.0, 304.0, 739.0, 18.0], shoonya_0s11HL6BW3734Q, 5719930]
[paragraph, [137.0, 322.0, 739.0, 18.0], shoonya_0s11HL6BW3734Q, 5719930]
[paragraph, [137.0, 340.0, 739.0, 18.0], shoonya_0s11HL6BW3734Q, 5719930]
[paragraph, [143.0, 370.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 388.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 406.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 424.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 442.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 460.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 478.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 496.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 514.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 532.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 550.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 568.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 586.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 604.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 622.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 640.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 658.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 676.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 694.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 712.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 730.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 748.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 766.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 784.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 802.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 820.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 838.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 856.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 874.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 892.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 910.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 928.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 946.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 964.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [143.0, 982.0, 735.0, 18.0], o25piaxmTH, 5719930]
[paragraph, [144.0, 1003.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1021.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1039.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1057.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1075.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1093.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1111.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1129.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1147.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1165.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1183.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1201.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1219.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1237.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1255.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1273.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
[paragraph, [144.0, 1291.0, 741.0, 18.0], ySD2GQvGs5, 5719930]
