[2084, 1533]
[dateline, [51.0, 45.0, 358.0, 64.5], 5xFufANQEM, 5713192]
[paragraph, [756.0, 103.0, 735.0, 36.0], 1MLYX4dRuP, 5713192]
[paragraph, [756.0, 139.0, 735.0, 36.0], 1MLYX4dRuP, 5713192]
[paragraph, [756.0, 175.0, 735.0, 36.0], 1MLYX4dRuP, 5713192]
[paragraph, [756.0, 211.0, 735.0, 36.0], 1MLYX4dRuP, 5713192]
[paragraph, [756.0, 247.0, 735.0, 36.0], 1MLYX4dRuP, 5713192]
[paragraph, [756.0, 283.0, 735.0, 36.0], 1MLYX4dRuP, 5713192]
[paragraph, [756.0, 319.0, 735.0, 36.0], 1MLYX4dRuP, 5713192]
[paragraph, [756.0, 355.0, 735.0, 36.0], 1MLYX4dRuP, 5713192]
[paragraph, [756.0, 391.0, 735.0, 36.0], 1MLYX4dRuP, 5713192]
[section-title, [49.0, 121.0, 246.0, 52.5], shoonya_9sVLBGQN81T39K, 5713192]
[paragraph, [86.0, 196.0, 202.0, 36.0], shoonya_6sKE3M1LBTCVWS, 5713192]
[paragraph, [54.0, 242.0, 696.0, 36.0], shoonya_5s13MAAVEXBOOI, 5713192]
[paragraph, [54.0, 278.0, 696.0, 36.0], shoonya_5s13MAAVEXBOOI, 5713192]
[paragraph, [54.0, 314.0, 696.0, 36.0], shoonya_5s13MAAVEXBOOI, 5713192]
[paragraph, [54.0, 350.0, 696.0, 36.0], shoonya_5s13MAAVEXBOOI, 5713192]
[paragraph, [54.0, 386.0, 696.0, 36.0], shoonya_5s13MAAVEXBOOI, 5713192]
[paragraph, [757.0, 434.0, 738.0, 36.0], shoonya_0sW37FUSTXPYIQ, 5713192]
[paragraph, [757.0, 470.0, 738.0, 36.0], shoonya_0sW37FUSTXPYIQ, 5713192]
[paragraph, [757.0, 506.0, 738.0, 36.0], shoonya_0sW37FUSTXPYIQ, 5713192]
[paragraph, [757.0, 542.0, 738.0, 36.0], shoonya_0sW37FUSTXPYIQ, 5713192]
[paragraph, [757.0, 578.0, 738.0, 36.0], shoonya_0sW37FUSTXPYIQ, 5713192]
[paragraph, [757.0, 614.0, 738.0, 36.0], shoonya_0sW37FUSTXPYIQ, 5713192]
[author, [479.0, 450.0, 272.0, 36.0], Sr7af9VjxG, 5713192]
[paragraph, [54.0, 486.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 522.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 558.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 594.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 630.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 666.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 702.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 738.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 774.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 810.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 846.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 882.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 918.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 954.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 990.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 1026.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 1062.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 1098.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 1134.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [54.0, 1170.0, 700.0, 36.0], shoonya_10s2TEV71Z3BKM, 5713192]
[paragraph, [760.0, 666.0, 735.0, 36.0], PXNziRMXin, 5713192]
[paragraph, [760.0, 702.0, 735.0, 36.0], PXNziRMXin, 5713192]
[paragraph, [760.0, 738.0, 735.0, 36.0], PXNziRMXin, 5713192]
[paragraph, [760.0, 774.0, 735.0, 36.0], PXNziRMXin, 5713192]
[paragraph, [760.0, 810.0, 735.0, 36.0], PXNziRMXin, 5713192]
[paragraph, [760.0, 846.0, 735.0, 36.0], PXNziRMXin, 5713192]
[paragraph, [756.0, 906.0, 732.0, 36.0], SkPM-W7lav, 5713192]
[paragraph, [756.0, 942.0, 732.0, 36.0], SkPM-W7lav, 5713192]
[paragraph, [756.0, 978.0, 732.0, 36.0], SkPM-W7lav, 5713192]
[paragraph, [756.0, 1014.0, 732.0, 36.0], SkPM-W7lav, 5713192]
[paragraph, [756.0, 1050.0, 732.0, 36.0], SkPM-W7lav, 5713192]
[paragraph, [756.0, 1086.0, 732.0, 36.0], SkPM-W7lav, 5713192]
[paragraph, [756.0, 1122.0, 732.0, 36.0], SkPM-W7lav, 5713192]
[paragraph, [756.0, 1158.0, 732.0, 36.0], SkPM-W7lav, 5713192]
[paragraph, [756.0, 1194.0, 732.0, 36.0], SkPM-W7lav, 5713192]
[paragraph, [756.0, 1230.0, 732.0, 36.0], SkPM-W7lav, 5713192]
[paragraph, [756.0, 1266.0, 732.0, 36.0], SkPM-W7lav, 5713192]
[paragraph, [50.0, 1255.0, 704.0, 36.0], shoonya_1sE14HF3GMSMV7, 5713192]
[paragraph, [50.0, 1291.0, 704.0, 36.0], shoonya_1sE14HF3GMSMV7, 5713192]
[paragraph, [50.0, 1327.0, 704.0, 36.0], shoonya_1sE14HF3GMSMV7, 5713192]
[paragraph, [50.0, 1363.0, 704.0, 36.0], shoonya_1sE14HF3GMSMV7, 5713192]
[paragraph, [50.0, 1399.0, 704.0, 36.0], shoonya_1sE14HF3GMSMV7, 5713192]
[paragraph, [50.0, 1435.0, 704.0, 36.0], shoonya_1sE14HF3GMSMV7, 5713192]
[paragraph, [761.0, 1309.0, 729.0, 36.0], shoonya_12sSKPKGUQKYUQ, 5713192]
[paragraph, [761.0, 1345.0, 729.0, 36.0], shoonya_12sSKPKGUQKYUQ, 5713192]
[paragraph, [761.0, 1381.0, 729.0, 36.0], shoonya_12sSKPKGUQKYUQ, 5713192]
[paragraph, [761.0, 1417.0, 729.0, 36.0], shoonya_12sSKPKGUQKYUQ, 5713192]
[paragraph, [761.0, 1453.0, 729.0, 36.0], shoonya_12sSKPKGUQKYUQ, 5713192]
[paragraph, [761.0, 1489.0, 729.0, 36.0], shoonya_12sSKPKGUQKYUQ, 5713192]
[paragraph, [761.0, 1525.0, 729.0, 36.0], shoonya_12sSKPKGUQKYUQ, 5713192]
[paragraph, [761.0, 1561.0, 729.0, 36.0], shoonya_12sSKPKGUQKYUQ, 5713192]
[author, [398.0, 1488.0, 352.0, 36.0], FV187vonoX, 5713192]
[paragraph, [46.0, 1526.0, 714.0, 36.0], shoonya_11sCBLH4GJJCZS, 5713192]
[paragraph, [46.0, 1562.0, 714.0, 36.0], shoonya_11sCBLH4GJJCZS, 5713192]
[paragraph, [46.0, 1598.0, 714.0, 36.0], shoonya_11sCBLH4GJJCZS, 5713192]
[paragraph, [46.0, 1634.0, 714.0, 36.0], shoonya_11sCBLH4GJJCZS, 5713192]
[paragraph, [46.0, 1670.0, 714.0, 36.0], shoonya_11sCBLH4GJJCZS, 5713192]
[paragraph, [761.0, 1613.0, 737.0, 36.0], d0XZNAkMD7, 5713192]
[paragraph, [761.0, 1649.0, 737.0, 36.0], d0XZNAkMD7, 5713192]
[paragraph, [761.0, 1685.0, 737.0, 36.0], d0XZNAkMD7, 5713192]
[paragraph, [50.0, 1724.0, 708.0, 36.0], shoonya_3sBHXI1XD0A2MX, 5713192]
[paragraph, [50.0, 1760.0, 708.0, 36.0], shoonya_3sBHXI1XD0A2MX, 5713192]
[paragraph, [50.0, 1796.0, 708.0, 36.0], shoonya_3sBHXI1XD0A2MX, 5713192]
[paragraph, [50.0, 1832.0, 708.0, 36.0], shoonya_3sBHXI1XD0A2MX, 5713192]
[paragraph, [50.0, 1868.0, 708.0, 36.0], shoonya_3sBHXI1XD0A2MX, 5713192]
[paragraph, [50.0, 1904.0, 708.0, 36.0], shoonya_3sBHXI1XD0A2MX, 5713192]
[paragraph, [752.0, 1752.0, 744.0, 36.0], xt4qg0AjfC, 5713192]
[paragraph, [752.0, 1788.0, 744.0, 36.0], xt4qg0AjfC, 5713192]
[paragraph, [760.0, 1850.0, 726.0, 36.0], aK3NTnKV7D, 5713192]
[paragraph, [760.0, 1886.0, 726.0, 36.0], aK3NTnKV7D, 5713192]
[paragraph, [760.0, 1922.0, 726.0, 36.0], aK3NTnKV7D, 5713192]
[jumpline, [594.0, 1966.0, 147.0, 36.0], shoonya_13sQVM7L7J3DZD, 5713192]
