[2339, 1653]
[folio, [193.0, 363.0, 160.0, 36.0], NV_iKRWSuo, 5735701]
[folio, [1145.0, 365.0, 303.0, 36.0], o5F8nYCzwO, 5735701]
[paragraph, [202.0, 424.0, 616.0, 36.0], shoonya_4s1H8G5R3IAZPL, 5735701]
[paragraph, [202.0, 460.0, 616.0, 36.0], shoonya_4s1H8G5R3IAZPL, 5735701]
[paragraph, [202.0, 496.0, 616.0, 36.0], shoonya_4s1H8G5R3IAZPL, 5735701]
[paragraph, [202.0, 532.0, 616.0, 36.0], shoonya_4s1H8G5R3IAZPL, 5735701]
[paragraph, [202.0, 568.0, 616.0, 36.0], shoonya_4s1H8G5R3IAZPL, 5735701]
[paragraph, [202.0, 604.0, 616.0, 36.0], shoonya_4s1H8G5R3IAZPL, 5735701]
[paragraph, [202.0, 640.0, 616.0, 36.0], shoonya_4s1H8G5R3IAZPL, 5735701]
[paragraph, [202.0, 676.0, 616.0, 36.0], shoonya_4s1H8G5R3IAZPL, 5735701]
[paragraph, [202.0, 712.0, 616.0, 36.0], shoonya_4s1H8G5R3IAZPL, 5735701]
[paragraph, [202.0, 748.0, 616.0, 36.0], shoonya_4s1H8G5R3IAZPL, 5735701]
[paragraph, [837.0, 429.0, 613.0, 36.0], shoonya_2sTK081VSDTR0L, 5735701]
[paragraph, [837.0, 465.0, 613.0, 36.0], shoonya_2sTK081VSDTR0L, 5735701]
[paragraph, [837.0, 501.0, 613.0, 36.0], shoonya_2sTK081VSDTR0L, 5735701]
[paragraph, [837.0, 537.0, 613.0, 36.0], shoonya_2sTK081VSDTR0L, 5735701]
[paragraph, [837.0, 573.0, 613.0, 36.0], shoonya_2sTK081VSDTR0L, 5735701]
[paragraph, [837.0, 609.0, 613.0, 36.0], shoonya_2sTK081VSDTR0L, 5735701]
[paragraph, [837.0, 645.0, 613.0, 36.0], shoonya_2sTK081VSDTR0L, 5735701]
[paragraph, [837.0, 681.0, 613.0, 36.0], shoonya_2sTK081VSDTR0L, 5735701]
[paragraph, [837.0, 717.0, 613.0, 36.0], shoonya_2sTK081VSDTR0L, 5735701]
[paragraph, [837.0, 753.0, 613.0, 36.0], shoonya_2sTK081VSDTR0L, 5735701]
[paragraph, [837.0, 789.0, 613.0, 36.0], shoonya_2sTK081VSDTR0L, 5735701]
[sidebar, [1492.0, 483.0, 135.0, 36.0], shoonya_13sAOP7ONAYOXE, 5735701]
[author, [529.0, 798.0, 286.0, 36.0], shoonya_14sH4NSRGW5FWF, 5735701]
[paragraph, [835.0, 846.0, 613.0, 36.0], shoonya_0sW9UIEGWRT39G, 5735701]
[paragraph, [835.0, 882.0, 613.0, 36.0], shoonya_0sW9UIEGWRT39G, 5735701]
[paragraph, [835.0, 918.0, 613.0, 36.0], shoonya_0sW9UIEGWRT39G, 5735701]
[paragraph, [835.0, 954.0, 613.0, 36.0], shoonya_0sW9UIEGWRT39G, 5735701]
[paragraph, [835.0, 990.0, 613.0, 36.0], shoonya_0sW9UIEGWRT39G, 5735701]
[paragraph, [835.0, 1026.0, 613.0, 36.0], shoonya_0sW9UIEGWRT39G, 5735701]
[paragraph, [835.0, 1062.0, 613.0, 36.0], shoonya_0sW9UIEGWRT39G, 5735701]
[paragraph, [835.0, 1098.0, 613.0, 36.0], shoonya_0sW9UIEGWRT39G, 5735701]
[paragraph, [835.0, 1134.0, 613.0, 36.0], shoonya_0sW9UIEGWRT39G, 5735701]
[paragraph, [835.0, 1170.0, 613.0, 36.0], shoonya_0sW9UIEGWRT39G, 5735701]
[paragraph, [835.0, 1206.0, 613.0, 36.0], shoonya_0sW9UIEGWRT39G, 5735701]
[paragraph, [207.0, 941.0, 233.0, 36.0], shoonya_12sGWHFU1ADE9N, 5735701]
[paragraph, [469.0, 1034.0, 347.0, 36.0], shoonya_9sR736A5LKX10H, 5735701]
[paragraph, [469.0, 1070.0, 347.0, 36.0], shoonya_9sR736A5LKX10H, 5735701]
[paragraph, [469.0, 1106.0, 347.0, 36.0], shoonya_9sR736A5LKX10H, 5735701]
[paragraph, [469.0, 1142.0, 347.0, 36.0], shoonya_9sR736A5LKX10H, 5735701]
[paragraph, [469.0, 1178.0, 347.0, 36.0], shoonya_9sR736A5LKX10H, 5735701]
[paragraph, [469.0, 1214.0, 347.0, 36.0], shoonya_9sR736A5LKX10H, 5735701]
[paragraph, [469.0, 1250.0, 347.0, 36.0], shoonya_9sR736A5LKX10H, 5735701]
[paragraph, [469.0, 1286.0, 347.0, 36.0], shoonya_9sR736A5LKX10H, 5735701]
[paragraph, [469.0, 1322.0, 347.0, 36.0], shoonya_9sR736A5LKX10H, 5735701]
[paragraph, [469.0, 1358.0, 347.0, 36.0], shoonya_9sR736A5LKX10H, 5735701]
[paragraph, [836.0, 1268.0, 612.0, 36.0], shoonya_1s723BUBD0CD37, 5735701]
[paragraph, [836.0, 1304.0, 612.0, 36.0], shoonya_1s723BUBD0CD37, 5735701]
[paragraph, [836.0, 1340.0, 612.0, 36.0], shoonya_1s723BUBD0CD37, 5735701]
[paragraph, [836.0, 1376.0, 612.0, 36.0], shoonya_1s723BUBD0CD37, 5735701]
[paragraph, [836.0, 1412.0, 612.0, 36.0], shoonya_1s723BUBD0CD37, 5735701]
[paragraph, [836.0, 1448.0, 612.0, 36.0], shoonya_1s723BUBD0CD37, 5735701]
[paragraph, [836.0, 1484.0, 612.0, 36.0], shoonya_1s723BUBD0CD37, 5735701]
[paragraph, [836.0, 1520.0, 612.0, 36.0], shoonya_1s723BUBD0CD37, 5735701]
[paragraph, [836.0, 1556.0, 612.0, 36.0], shoonya_1s723BUBD0CD37, 5735701]
[paragraph, [836.0, 1592.0, 612.0, 36.0], shoonya_1s723BUBD0CD37, 5735701]
[paragraph, [836.0, 1628.0, 612.0, 36.0], shoonya_1s723BUBD0CD37, 5735701]
[paragraph, [836.0, 1664.0, 612.0, 36.0], shoonya_1s723BUBD0CD37, 5735701]
[paragraph, [836.0, 1700.0, 612.0, 36.0], shoonya_1s723BUBD0CD37, 5735701]
[paragraph, [836.0, 1736.0, 612.0, 36.0], shoonya_1s723BUBD0CD37, 5735701]
[paragraph, [201.0, 1407.0, 615.0, 36.0], shoonya_8sMS5FV7KWGKP5, 5735701]
[paragraph, [201.0, 1443.0, 615.0, 36.0], shoonya_8sMS5FV7KWGKP5, 5735701]
[paragraph, [201.0, 1479.0, 615.0, 36.0], shoonya_8sMS5FV7KWGKP5, 5735701]
[paragraph, [201.0, 1515.0, 615.0, 36.0], shoonya_8sMS5FV7KWGKP5, 5735701]
[paragraph, [201.0, 1551.0, 615.0, 36.0], shoonya_8sMS5FV7KWGKP5, 5735701]
[paragraph, [201.0, 1587.0, 615.0, 36.0], shoonya_8sMS5FV7KWGKP5, 5735701]
[paragraph, [201.0, 1623.0, 615.0, 36.0], shoonya_8sMS5FV7KWGKP5, 5735701]
[paragraph, [201.0, 1659.0, 615.0, 36.0], shoonya_8sMS5FV7KWGKP5, 5735701]
[paragraph, [201.0, 1695.0, 615.0, 36.0], shoonya_8sMS5FV7KWGKP5, 5735701]
[paragraph, [201.0, 1731.0, 615.0, 36.0], shoonya_8sMS5FV7KWGKP5, 5735701]
[paragraph, [201.0, 1767.0, 615.0, 36.0], shoonya_8sMS5FV7KWGKP5, 5735701]
[paragraph, [201.0, 1803.0, 615.0, 36.0], shoonya_8sMS5FV7KWGKP5, 5735701]
[paragraph, [201.0, 1839.0, 615.0, 36.0], shoonya_8sMS5FV7KWGKP5, 5735701]
