[1164, 755]
[paragraph, [70.0, 84.0, 616.0, 18.0], tNWt_WKN0X, 5691665]
[paragraph, [70.0, 102.0, 616.0, 18.0], tNWt_WKN0X, 5691665]
[paragraph, [70.0, 120.0, 616.0, 18.0], tNWt_WKN0X, 5691665]
[paragraph, [70.0, 138.0, 616.0, 18.0], tNWt_WKN0X, 5691665]
[paragraph, [78.0, 158.0, 603.0, 18.0], shoonya_4s0ZZ5LLJGWREG, 5691665]
[paragraph, [78.0, 176.0, 603.0, 18.0], shoonya_4s0ZZ5LLJGWREG, 5691665]
[paragraph, [78.0, 194.0, 603.0, 18.0], shoonya_4s0ZZ5LLJGWREG, 5691665]
[paragraph, [78.0, 212.0, 603.0, 18.0], shoonya_4s0ZZ5LLJGWREG, 5691665]
[paragraph, [78.0, 230.0, 603.0, 18.0], shoonya_4s0ZZ5LLJGWREG, 5691665]
[paragraph, [78.0, 248.0, 603.0, 18.0], shoonya_4s0ZZ5LLJGWREG, 5691665]
[paragraph, [78.0, 266.0, 603.0, 18.0], shoonya_4s0ZZ5LLJGWREG, 5691665]
[paragraph, [78.0, 284.0, 603.0, 18.0], shoonya_4s0ZZ5LLJGWREG, 5691665]
[paragraph, [78.0, 302.0, 603.0, 18.0], shoonya_4s0ZZ5LLJGWREG, 5691665]
[paragraph, [77.0, 336.0, 600.0, 18.0], shoonya_2sI3LGY4SPTS5U, 5691665]
[paragraph, [77.0, 354.0, 600.0, 18.0], shoonya_2sI3LGY4SPTS5U, 5691665]
[paragraph, [77.0, 372.0, 600.0, 18.0], shoonya_2sI3LGY4SPTS5U, 5691665]
[paragraph, [77.0, 390.0, 600.0, 18.0], shoonya_2sI3LGY4SPTS5U, 5691665]
[paragraph, [77.0, 408.0, 600.0, 18.0], shoonya_2sI3LGY4SPTS5U, 5691665]
[paragraph, [77.0, 426.0, 600.0, 18.0], shoonya_2sI3LGY4SPTS5U, 5691665]
[paragraph, [77.0, 444.0, 600.0, 18.0], shoonya_2sI3LGY4SPTS5U, 5691665]
[paragraph, [75.0, 475.0, 603.0, 18.0], shoonya_1sCPCKUZZ82731, 5691665]
[paragraph, [75.0, 493.0, 603.0, 18.0], shoonya_1sCPCKUZZ82731, 5691665]
[paragraph, [75.0, 511.0, 603.0, 18.0], shoonya_1sCPCKUZZ82731, 5691665]
[paragraph, [75.0, 529.0, 603.0, 18.0], shoonya_1sCPCKUZZ82731, 5691665]
[paragraph, [75.0, 547.0, 603.0, 18.0], shoonya_1sCPCKUZZ82731, 5691665]
[paragraph, [75.0, 565.0, 603.0, 18.0], shoonya_1sCPCKUZZ82731, 5691665]
[paragraph, [75.0, 583.0, 603.0, 18.0], shoonya_1sCPCKUZZ82731, 5691665]
[paragraph, [75.0, 601.0, 603.0, 18.0], shoonya_1sCPCKUZZ82731, 5691665]
[paragraph, [75.0, 619.0, 603.0, 18.0], shoonya_1sCPCKUZZ82731, 5691665]
[paragraph, [72.0, 688.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 706.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 724.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 742.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 760.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 778.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 796.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 814.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 832.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 850.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 868.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 886.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 904.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 922.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 940.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 958.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
[paragraph, [72.0, 976.0, 607.0, 18.0], shoonya_0s0QXNKYG8Q32H, 5691665]
