[668, 446]
[paragraph, [60.0, 81.0, 349.0, 18.0], HVVbkl0AQS, 6494971]
[paragraph, [60.0, 99.0, 349.0, 18.0], HVVbkl0AQS, 6494971]
[paragraph, [58.0, 127.0, 344.0, 18.0], 5Tqbm8Mpqy, 6494971]
[paragraph, [58.0, 145.0, 344.0, 18.0], 5Tqbm8Mpqy, 6494971]
[paragraph, [58.0, 163.0, 344.0, 18.0], 5Tqbm8Mpqy, 6494971]
[paragraph, [58.0, 181.0, 344.0, 18.0], 5Tqbm8Mpqy, 6494971]
[paragraph, [57.0, 201.0, 345.0, 18.0], s4a_iCQlpo, 6494971]
[paragraph, [57.0, 219.0, 345.0, 18.0], s4a_iCQlpo, 6494971]
[paragraph, [57.0, 237.0, 345.0, 18.0], s4a_iCQlpo, 6494971]
[paragraph, [57.0, 255.0, 345.0, 18.0], s4a_iCQlpo, 6494971]
[paragraph, [57.0, 273.0, 345.0, 18.0], s4a_iCQlpo, 6494971]
[paragraph, [57.0, 291.0, 345.0, 18.0], s4a_iCQlpo, 6494971]
[paragraph, [57.0, 309.0, 345.0, 18.0], s4a_iCQlpo, 6494971]
[paragraph, [57.0, 327.0, 345.0, 18.0], s4a_iCQlpo, 6494971]
[paragraph, [57.0, 345.0, 345.0, 18.0], s4a_iCQlpo, 6494971]
[paragraph, [59.0, 367.0, 349.0, 18.0], 4XlrQMnHHz, 6494971]
[paragraph, [59.0, 385.0, 349.0, 18.0], 4XlrQMnHHz, 6494971]
[paragraph, [59.0, 403.0, 349.0, 18.0], 4XlrQMnHHz, 6494971]
[paragraph, [59.0, 421.0, 349.0, 18.0], 4XlrQMnHHz, 6494971]
[paragraph, [59.0, 439.0, 349.0, 18.0], 4XlrQMnHHz, 6494971]
[paragraph, [59.0, 457.0, 349.0, 18.0], 4XlrQMnHHz, 6494971]
[paragraph, [59.0, 475.0, 349.0, 18.0], 4XlrQMnHHz, 6494971]
[paragraph, [59.0, 493.0, 349.0, 18.0], 4XlrQMnHHz, 6494971]
[paragraph, [59.0, 511.0, 349.0, 18.0], 4XlrQMnHHz, 6494971]
[paragraph, [59.0, 529.0, 349.0, 18.0], 4XlrQMnHHz, 6494971]
[paragraph, [59.0, 547.0, 349.0, 18.0], 4XlrQMnHHz, 6494971]
[paragraph, [59.0, 565.0, 349.0, 18.0], 4XlrQMnHHz, 6494971]
[paragraph, [59.0, 583.0, 349.0, 18.0], 4XlrQMnHHz, 6494971]
[paragraph, [6118.0, 9355.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9373.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9391.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9409.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9427.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9445.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9463.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9481.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9499.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9517.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9535.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9553.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9571.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9589.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9607.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9625.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9643.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9661.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9679.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9697.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9715.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9733.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9751.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9769.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9787.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9805.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9823.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9841.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9859.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9877.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9895.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9913.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9931.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9949.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9967.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 9985.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10003.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10021.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10039.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10057.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10075.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10093.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10111.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10129.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10147.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10165.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10183.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10201.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10219.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10237.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10255.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10273.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10291.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10309.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10327.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10345.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10363.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10381.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10399.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10417.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10435.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10453.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10471.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10489.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10507.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10525.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10543.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10561.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10579.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10597.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10615.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
[paragraph, [6118.0, 10633.0, 40386.0, 18.0], shoonya_1s0JYGW300QUK1, 6494971]
