[1275, 750]
[folio, [310.0, 85.0, 129.0, 18.0], xBuDPMPRio, 5767660]
[folio, [310.0, 103.0, 129.0, 18.0], xBuDPMPRio, 5767660]
[folio, [310.0, 121.0, 129.0, 18.0], xBuDPMPRio, 5767660]
[paragraph, [74.0, 163.0, 600.0, 18.0], shoonya_0sLXSQA58ILDDN, 5767660]
[paragraph, [74.0, 181.0, 600.0, 18.0], shoonya_0sLXSQA58ILDDN, 5767660]
[paragraph, [74.0, 199.0, 600.0, 18.0], shoonya_0sLXSQA58ILDDN, 5767660]
[paragraph, [74.0, 217.0, 600.0, 18.0], shoonya_0sLXSQA58ILDDN, 5767660]
[paragraph, [74.0, 235.0, 600.0, 18.0], shoonya_0sLXSQA58ILDDN, 5767660]
[paragraph, [74.0, 253.0, 600.0, 18.0], shoonya_0sLXSQA58ILDDN, 5767660]
[paragraph, [74.0, 271.0, 600.0, 18.0], shoonya_0sLXSQA58ILDDN, 5767660]
[paragraph, [74.0, 289.0, 600.0, 18.0], shoonya_0sLXSQA58ILDDN, 5767660]
[paragraph, [74.0, 307.0, 600.0, 18.0], shoonya_0sLXSQA58ILDDN, 5767660]
[paragraph, [74.0, 325.0, 600.0, 18.0], shoonya_0sLXSQA58ILDDN, 5767660]
[paragraph, [74.0, 343.0, 600.0, 18.0], shoonya_0sLXSQA58ILDDN, 5767660]
[paragraph, [74.0, 361.0, 600.0, 18.0], shoonya_0sLXSQA58ILDDN, 5767660]
[paragraph, [94.0, 409.0, 551.0, 18.0], a-RYb87cYi, 5767660]
[paragraph, [94.0, 427.0, 551.0, 18.0], a-RYb87cYi, 5767660]
[paragraph, [94.0, 445.0, 551.0, 18.0], a-RYb87cYi, 5767660]
[paragraph, [94.0, 463.0, 551.0, 18.0], a-RYb87cYi, 5767660]
[paragraph, [94.0, 481.0, 551.0, 18.0], a-RYb87cYi, 5767660]
[paragraph, [94.0, 499.0, 551.0, 18.0], a-RYb87cYi, 5767660]
[paragraph, [67.0, 532.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 550.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 568.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 586.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 604.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 622.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 640.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 658.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 676.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 694.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 712.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 730.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 748.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 766.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 784.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 802.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 820.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 838.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 856.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 874.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 892.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 910.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 928.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 946.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 964.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 982.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 1000.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 1018.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 1036.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 1054.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 1072.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 1090.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 1108.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 1126.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 1144.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
[paragraph, [67.0, 1162.0, 618.0, 18.0], gD6Nk1FZvu, 5767660]
