[3509, 2480]
[paragraph, [357.0, 374.0, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 426.5, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 479.0, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 531.5, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 584.0, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 636.5, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 689.0, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 741.5, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 794.0, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 846.5, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 899.0, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 951.5, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1004.0, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1056.5, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1109.0, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1161.5, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1214.0, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1266.5, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1319.0, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1371.5, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1424.0, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1476.5, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1529.0, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1581.5, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1634.0, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1686.5, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1739.0, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1791.5, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1844.0, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [357.0, 1896.5, 1770.0, 52.5], shoonya_2sLMYZM5VBK5OX, 5724602]
[paragraph, [352.0, 1995.0, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2047.5, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2100.0, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2152.5, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2205.0, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2257.5, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2310.0, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2362.5, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2415.0, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2467.5, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2520.0, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2572.5, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2625.0, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2677.5, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2730.0, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2782.5, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2835.0, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2887.5, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2940.0, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 2992.5, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
[paragraph, [352.0, 3045.0, 1777.0, 52.5], shoonya_1sCYT0LXAPEKM9, 5724602]
