[2484, 1767]
[paragraph, [284.0, 387.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [284.0, 423.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [284.0, 459.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [284.0, 495.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [284.0, 531.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [284.0, 567.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [284.0, 603.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [284.0, 639.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [284.0, 675.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [284.0, 711.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [284.0, 747.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [284.0, 783.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [284.0, 819.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [284.0, 855.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [284.0, 891.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [284.0, 927.0, 1254.0, 36.0], shoonya_1sDJUJ3QK385OK, 5753703]
[paragraph, [288.0, 987.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1023.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1059.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1095.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1131.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1167.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1203.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1239.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1275.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1311.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1347.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1383.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1419.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1455.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1491.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1527.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1563.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1599.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1635.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1671.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1707.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1743.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1779.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1815.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1851.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1887.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1923.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1959.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 1995.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 2031.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 2067.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
[paragraph, [288.0, 2103.0, 1279.0, 36.0], shoonya_0s9F4L8CI308KK, 5753703]
