[2200, 1700]
[paragraph, [295.0, 64.0, 1104.0, 36.0], shoonya_1sMXTEO9M7APQW, 5731608]
[paragraph, [295.0, 100.0, 1104.0, 36.0], shoonya_1sMXTEO9M7APQW, 5731608]
[paragraph, [295.0, 136.0, 1104.0, 36.0], shoonya_1sMXTEO9M7APQW, 5731608]
[paragraph, [295.0, 172.0, 1104.0, 36.0], shoonya_1sMXTEO9M7APQW, 5731608]
[paragraph, [295.0, 208.0, 1104.0, 36.0], shoonya_1sMXTEO9M7APQW, 5731608]
[paragraph, [295.0, 244.0, 1104.0, 36.0], shoonya_1sMXTEO9M7APQW, 5731608]
[paragraph, [295.0, 280.0, 1104.0, 36.0], shoonya_1sMXTEO9M7APQW, 5731608]
[paragraph, [295.0, 316.0, 1104.0, 36.0], shoonya_1sMXTEO9M7APQW, 5731608]
[paragraph, [295.0, 352.0, 1104.0, 36.0], shoonya_1sMXTEO9M7APQW, 5731608]
[paragraph, [295.0, 388.0, 1104.0, 36.0], shoonya_1sMXTEO9M7APQW, 5731608]
[paragraph, [295.0, 424.0, 1104.0, 36.0], shoonya_1sMXTEO9M7APQW, 5731608]
[paragraph, [295.0, 460.0, 1104.0, 36.0], shoonya_1sMXTEO9M7APQW, 5731608]
[paragraph, [295.0, 496.0, 1104.0, 36.0], shoonya_1sMXTEO9M7APQW, 5731608]
[paragraph, [295.0, 532.0, 1104.0, 36.0], shoonya_1sMXTEO9M7APQW, 5731608]
[paragraph, [303.0, 579.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 615.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 651.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 687.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 723.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 759.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 795.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 831.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 867.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 903.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 939.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 975.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1011.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1047.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1083.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1119.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1155.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1191.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1227.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1263.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1299.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1335.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1371.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1407.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1443.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1479.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1515.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[paragraph, [303.0, 1551.0, 1104.0, 36.0], shoonya_0s132PM8D652XL, 5731608]
[section-title, [316.0, 1622.0, 749.0, 52.5], kDp-F6eWOg, 5731608]
[paragraph, [314.0, 1695.0, 1087.0, 36.0], shoonya_2sZVFB3M6F7BZ4, 5731608]
[paragraph, [314.0, 1731.0, 1087.0, 36.0], shoonya_2sZVFB3M6F7BZ4, 5731608]
[paragraph, [314.0, 1767.0, 1087.0, 36.0], shoonya_2sZVFB3M6F7BZ4, 5731608]
[paragraph, [314.0, 1803.0, 1087.0, 36.0], shoonya_2sZVFB3M6F7BZ4, 5731608]
[paragraph, [314.0, 1839.0, 1087.0, 36.0], shoonya_2sZVFB3M6F7BZ4, 5731608]
[paragraph, [314.0, 1875.0, 1087.0, 36.0], shoonya_2sZVFB3M6F7BZ4, 5731608]
[folio, [420.0, 2017.0, 373.0, 36.0], vXfNbnlKt9, 5731608]
