[2717, 1772]
[folio, [802.0, 234.0, 194.0, 46.5], shoonya_3sFA80ISNY95UA, 5721849]
[paragraph, [232.0, 349.0, 1323.0, 46.5], shoonya_0sGN0XTG9KBIJS, 5721849]
[paragraph, [232.0, 395.5, 1323.0, 46.5], shoonya_0sGN0XTG9KBIJS, 5721849]
[paragraph, [220.0, 511.0, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 557.5, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 604.0, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 650.5, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 697.0, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 743.5, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 790.0, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 836.5, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 883.0, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 929.5, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 976.0, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 1022.5, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 1069.0, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 1115.5, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 1162.0, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 1208.5, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 1255.0, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 1301.5, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 1348.0, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [220.0, 1394.5, 1338.0, 46.5], shoonya_4sFGMGHVV3P4RU, 5721849]
[paragraph, [221.0, 1481.0, 1340.0, 46.5], uce8NQ8Atl, 5721849]
[paragraph, [221.0, 1527.5, 1340.0, 46.5], uce8NQ8Atl, 5721849]
[paragraph, [214.0, 1640.0, 1355.0, 46.5], 1hKFKda0G1, 5721849]
[paragraph, [214.0, 1686.5, 1355.0, 46.5], 1hKFKda0G1, 5721849]
[paragraph, [214.0, 1733.0, 1355.0, 46.5], 1hKFKda0G1, 5721849]
[paragraph, [214.0, 1779.5, 1355.0, 46.5], 1hKFKda0G1, 5721849]
[paragraph, [214.0, 1826.0, 1355.0, 46.5], 1hKFKda0G1, 5721849]
[paragraph, [214.0, 1872.5, 1355.0, 46.5], 1hKFKda0G1, 5721849]
[paragraph, [214.0, 1919.0, 1355.0, 46.5], 1hKFKda0G1, 5721849]
[paragraph, [214.0, 1965.5, 1355.0, 46.5], 1hKFKda0G1, 5721849]
[paragraph, [214.0, 2012.0, 1355.0, 46.5], 1hKFKda0G1, 5721849]
[paragraph, [214.0, 2058.5, 1355.0, 46.5], 1hKFKda0G1, 5721849]
[paragraph, [214.0, 2105.0, 1355.0, 46.5], 1hKFKda0G1, 5721849]
[paragraph, [214.0, 2151.5, 1355.0, 46.5], 1hKFKda0G1, 5721849]
[paragraph, [214.0, 2198.0, 1355.0, 46.5], 1hKFKda0G1, 5721849]
[paragraph, [214.0, 2244.5, 1355.0, 46.5], 1hKFKda0G1, 5721849]
[paragraph, [226.0, 2297.0, 1331.0, 46.5], shoonya_5s2IYB3NAW6B7V, 5721849]
[paragraph, [226.0, 2343.5, 1331.0, 46.5], shoonya_5s2IYB3NAW6B7V, 5721849]
[paragraph, [226.0, 2390.0, 1331.0, 46.5], shoonya_5s2IYB3NAW6B7V, 5721849]
[paragraph, [226.0, 2436.5, 1331.0, 46.5], shoonya_5s2IYB3NAW6B7V, 5721849]
