[1050, 693]
[folio, [87.0, 79.0, 85.0, 18.0], shoonya_0sWFKB618J71RX, 5701578]
[folio, [87.0, 97.0, 85.0, 18.0], shoonya_0sWFKB618J71RX, 5701578]
[paragraph, [74.0, 114.0, 540.0, 18.0], r-cbpm54TZ, 5701578]
[paragraph, [74.0, 132.0, 540.0, 18.0], r-cbpm54TZ, 5701578]
[paragraph, [74.0, 150.0, 540.0, 18.0], r-cbpm54TZ, 5701578]
[paragraph, [74.0, 168.0, 540.0, 18.0], r-cbpm54TZ, 5701578]
[paragraph, [74.0, 186.0, 540.0, 18.0], r-cbpm54TZ, 5701578]
[paragraph, [74.0, 204.0, 540.0, 18.0], r-cbpm54TZ, 5701578]
[paragraph, [74.0, 222.0, 540.0, 18.0], r-cbpm54TZ, 5701578]
[paragraph, [74.0, 240.0, 540.0, 18.0], r-cbpm54TZ, 5701578]
[paragraph, [74.0, 258.0, 540.0, 18.0], r-cbpm54TZ, 5701578]
[paragraph, [73.0, 298.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 316.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 334.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 352.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 370.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 388.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 406.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 424.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 442.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 460.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 478.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 496.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 514.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 532.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 550.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 568.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 586.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 604.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 622.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 640.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 658.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 676.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 694.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 712.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 730.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 748.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 766.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 784.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 802.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 820.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 838.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 856.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 874.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 892.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 910.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 928.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
[paragraph, [73.0, 946.0, 538.0, 18.0], shoonya_1s7ATBFF955MAG, 5701578]
