[4767, 3325]
[paragraph, [342.0, 545.0, 2408.0, 52.5], shoonya_0sYKS7JNXYTU1L, 5709606]
[paragraph, [342.0, 597.5, 2408.0, 52.5], shoonya_0sYKS7JNXYTU1L, 5709606]
[paragraph, [342.0, 650.0, 2408.0, 52.5], shoonya_0sYKS7JNXYTU1L, 5709606]
[paragraph, [342.0, 702.5, 2408.0, 52.5], shoonya_0sYKS7JNXYTU1L, 5709606]
[paragraph, [342.0, 755.0, 2408.0, 52.5], shoonya_0sYKS7JNXYTU1L, 5709606]
[paragraph, [342.0, 807.5, 2408.0, 52.5], shoonya_0sYKS7JNXYTU1L, 5709606]
[paragraph, [342.0, 860.0, 2408.0, 52.5], shoonya_0sYKS7JNXYTU1L, 5709606]
[paragraph, [342.0, 912.5, 2408.0, 52.5], shoonya_0sYKS7JNXYTU1L, 5709606]
[paragraph, [342.0, 965.0, 2408.0, 52.5], shoonya_0sYKS7JNXYTU1L, 5709606]
[paragraph, [342.0, 1017.5, 2408.0, 52.5], shoonya_0sYKS7JNXYTU1L, 5709606]
[paragraph, [342.0, 1070.0, 2408.0, 52.5], shoonya_0sYKS7JNXYTU1L, 5709606]
[paragraph, [342.0, 1122.5, 2408.0, 52.5], shoonya_0sYKS7JNXYTU1L, 5709606]
[paragraph, [342.0, 1175.0, 2408.0, 52.5], shoonya_0sYKS7JNXYTU1L, 5709606]
[paragraph, [342.0, 1227.5, 2408.0, 52.5], shoonya_0sYKS7JNXYTU1L, 5709606]
[paragraph, [377.0, 1288.0, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 1340.5, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 1393.0, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 1445.5, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 1498.0, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 1550.5, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 1603.0, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 1655.5, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 1708.0, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 1760.5, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 1813.0, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 1865.5, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 1918.0, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 1970.5, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 2023.0, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 2075.5, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 2128.0, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 2180.5, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 2233.0, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 2285.5, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 2338.0, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 2390.5, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 2443.0, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [377.0, 2495.5, 2377.0, 52.5], vvt0QUGBFZ, 5709606]
[paragraph, [389.0, 2580.0, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 2632.5, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 2685.0, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 2737.5, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 2790.0, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 2842.5, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 2895.0, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 2947.5, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 3000.0, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 3052.5, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 3105.0, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 3157.5, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 3210.0, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 3262.5, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 3315.0, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 3367.5, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 3420.0, 2356.0, 52.5], ryTVssbdst, 5709606]
[paragraph, [389.0, 3472.5, 2356.0, 52.5], ryTVssbdst, 5709606]
