[2339, 1656]
[paragraph, [150.0, 86.0, 1333.0, 36.0], HehXYUpQBO, 5758251]
[paragraph, [150.0, 122.0, 1333.0, 36.0], HehXYUpQBO, 5758251]
[paragraph, [150.0, 158.0, 1333.0, 36.0], HehXYUpQBO, 5758251]
[paragraph, [150.0, 194.0, 1333.0, 36.0], HehXYUpQBO, 5758251]
[ordered-list, [157.0, 261.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 297.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 333.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 369.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 405.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 441.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 477.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 513.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 549.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 585.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 621.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 657.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 693.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 729.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 765.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 801.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 837.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 873.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 909.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 945.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 981.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1017.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1053.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1089.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1125.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1161.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1197.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1233.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1269.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1305.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1341.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1377.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1413.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1449.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1485.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1521.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1557.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1593.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1629.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1665.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1701.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1737.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1773.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1809.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1845.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1881.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1917.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1953.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[ordered-list, [157.0, 1989.0, 1329.0, 36.0], shoonya_0sDGK5WEN46U1J, 5758251]
[section-title, [152.0, 1297.0, 1343.0, 52.5], q6SxriJgR_, 5758251]
[section-title, [152.0, 1349.5, 1343.0, 52.5], q6SxriJgR_, 5758251]
[section-title, [152.0, 1402.0, 1343.0, 52.5], q6SxriJgR_, 5758251]
