[2338, 1654]
[paragraph, [356.0, 178.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 214.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 250.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 286.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 322.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 358.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 394.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 430.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 466.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 502.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 538.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 574.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 610.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 646.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 682.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 718.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 754.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 790.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 826.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 862.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 898.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 934.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 970.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 1006.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 1042.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 1078.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 1114.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 1150.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 1186.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 1222.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 1258.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 1294.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 1330.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [356.0, 1366.0, 1123.0, 36.0], shoonya_0sCI1MEPF2WGC6, 5753286]
[paragraph, [362.0, 1414.0, 1114.0, 36.0], shoonya_1sEQ9I7XCNYFQG, 5753286]
[paragraph, [362.0, 1450.0, 1114.0, 36.0], shoonya_1sEQ9I7XCNYFQG, 5753286]
[paragraph, [362.0, 1486.0, 1114.0, 36.0], shoonya_1sEQ9I7XCNYFQG, 5753286]
[paragraph, [362.0, 1522.0, 1114.0, 36.0], shoonya_1sEQ9I7XCNYFQG, 5753286]
[paragraph, [362.0, 1558.0, 1114.0, 36.0], shoonya_1sEQ9I7XCNYFQG, 5753286]
[paragraph, [362.0, 1594.0, 1114.0, 36.0], shoonya_1sEQ9I7XCNYFQG, 5753286]
[paragraph, [362.0, 1630.0, 1114.0, 36.0], shoonya_1sEQ9I7XCNYFQG, 5753286]
[paragraph, [362.0, 1666.0, 1114.0, 36.0], shoonya_1sEQ9I7XCNYFQG, 5753286]
[paragraph, [362.0, 1702.0, 1114.0, 36.0], shoonya_1sEQ9I7XCNYFQG, 5753286]
[paragraph, [362.0, 1738.0, 1114.0, 36.0], shoonya_1sEQ9I7XCNYFQG, 5753286]
[paragraph, [362.0, 1774.0, 1114.0, 36.0], shoonya_1sEQ9I7XCNYFQG, 5753286]
[paragraph, [362.0, 1810.0, 1114.0, 36.0], shoonya_1sEQ9I7XCNYFQG, 5753286]
[paragraph, [362.0, 1846.0, 1114.0, 36.0], shoonya_1sEQ9I7XCNYFQG, 5753286]
[paragraph, [362.0, 1882.0, 1114.0, 36.0], shoonya_1sEQ9I7XCNYFQG, 5753286]
[reference, [375.0, 2063.0, 768.0, 36.0], J1xD-2SRzq, 5753286]
