[2339, 1654]
[folio, [78.0, 70.0, 510.0, 36.0], XCinXJI2xy, 5750473]
[paragraph, [95.0, 115.0, 1449.0, 36.0], PdOUeClIAE, 5750473]
[paragraph, [95.0, 151.0, 1449.0, 36.0], PdOUeClIAE, 5750473]
[paragraph, [95.0, 187.0, 1449.0, 36.0], PdOUeClIAE, 5750473]
[paragraph, [95.0, 223.0, 1449.0, 36.0], PdOUeClIAE, 5750473]
[paragraph, [95.0, 259.0, 1449.0, 36.0], PdOUeClIAE, 5750473]
[paragraph, [95.0, 295.0, 1449.0, 36.0], PdOUeClIAE, 5750473]
[paragraph, [95.0, 331.0, 1449.0, 36.0], PdOUeClIAE, 5750473]
[paragraph, [95.0, 367.0, 1449.0, 36.0], PdOUeClIAE, 5750473]
[paragraph, [95.0, 403.0, 1449.0, 36.0], PdOUeClIAE, 5750473]
[paragraph, [95.0, 439.0, 1449.0, 36.0], PdOUeClIAE, 5750473]
[paragraph, [95.0, 475.0, 1449.0, 36.0], PdOUeClIAE, 5750473]
[paragraph, [95.0, 511.0, 1449.0, 36.0], PdOUeClIAE, 5750473]
[paragraph, [227.0, 572.0, 1178.0, 36.0], Hmv3DuroG7, 5750473]
[paragraph, [227.0, 608.0, 1178.0, 36.0], Hmv3DuroG7, 5750473]
[paragraph, [227.0, 644.0, 1178.0, 36.0], Hmv3DuroG7, 5750473]
[paragraph, [227.0, 680.0, 1178.0, 36.0], Hmv3DuroG7, 5750473]
[paragraph, [227.0, 716.0, 1178.0, 36.0], Hmv3DuroG7, 5750473]
[paragraph, [227.0, 752.0, 1178.0, 36.0], Hmv3DuroG7, 5750473]
[paragraph, [227.0, 788.0, 1178.0, 36.0], Hmv3DuroG7, 5750473]
[reference, [685.0, 832.0, 717.0, 36.0], shoonya_1s834OX148PP5R, 5750473]
[paragraph, [104.0, 890.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 926.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 962.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 998.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1034.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1070.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1106.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1142.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1178.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1214.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1250.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1286.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1322.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1358.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1394.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1430.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1466.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1502.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1538.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1574.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1610.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1646.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1682.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1718.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1754.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1790.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1826.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1862.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1898.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1934.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 1970.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 2006.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [104.0, 2042.0, 1446.0, 36.0], shoonya_0sPXY5XG0UV2I5, 5750473]
[paragraph, [241.0, 2099.0, 1186.0, 36.0], jOq7l006N4, 5750473]
[paragraph, [241.0, 2135.0, 1186.0, 36.0], jOq7l006N4, 5750473]
[paragraph, [241.0, 2171.0, 1186.0, 36.0], jOq7l006N4, 5750473]
[paragraph, [241.0, 2207.0, 1186.0, 36.0], jOq7l006N4, 5750473]
