[1754, 1241]
[ordered-list, [186.0, 95.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 131.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 167.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 203.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 239.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 275.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 311.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 347.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 383.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 419.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 455.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 491.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 527.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 563.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 599.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 635.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[ordered-list, [186.0, 671.0, 1007.0, 36.0], shoonya_4sQ3EJ04JJX2Z6, 5729022]
[section-title, [240.0, 727.0, 637.0, 49.5], shoonya_3s2RER5CQGA9JP, 5729022]
[paragraph, [251.0, 787.0, 933.0, 36.0], j4OAb7RFK-, 5729022]
[paragraph, [251.0, 823.0, 933.0, 36.0], j4OAb7RFK-, 5729022]
[paragraph, [251.0, 859.0, 933.0, 36.0], j4OAb7RFK-, 5729022]
[paragraph, [251.0, 895.0, 933.0, 36.0], j4OAb7RFK-, 5729022]
[paragraph, [251.0, 931.0, 933.0, 36.0], j4OAb7RFK-, 5729022]
[paragraph, [251.0, 967.0, 933.0, 36.0], j4OAb7RFK-, 5729022]
[paragraph, [251.0, 1107.0, 929.0, 36.0], shoonya_1sLMJAZAYC3TFA, 5729022]
[paragraph, [251.0, 1143.0, 929.0, 36.0], shoonya_1sLMJAZAYC3TFA, 5729022]
[paragraph, [251.0, 1179.0, 929.0, 36.0], shoonya_1sLMJAZAYC3TFA, 5729022]
[paragraph, [251.0, 1215.0, 929.0, 36.0], shoonya_1sLMJAZAYC3TFA, 5729022]
[paragraph, [251.0, 1251.0, 929.0, 36.0], shoonya_1sLMJAZAYC3TFA, 5729022]
[paragraph, [251.0, 1287.0, 929.0, 36.0], shoonya_1sLMJAZAYC3TFA, 5729022]
[paragraph, [251.0, 1323.0, 929.0, 36.0], shoonya_1sLMJAZAYC3TFA, 5729022]
[paragraph, [251.0, 1359.0, 929.0, 36.0], shoonya_1sLMJAZAYC3TFA, 5729022]
[paragraph, [251.0, 1395.0, 929.0, 36.0], shoonya_1sLMJAZAYC3TFA, 5729022]
[ordered-list, [255.0, 1505.0, 712.0, 36.0], ojlFgZYdik, 5729022]
