[1606, 1056]
[folio, [439.0, 103.0, 163.0, 36.0], shoonya_1s8S5ADMNOI5F4, 5683902]
[paragraph, [96.0, 160.0, 858.0, 36.0], shoonya_3sQQEMK6KQNSGX, 5683902]
[paragraph, [96.0, 196.0, 858.0, 36.0], shoonya_3sQQEMK6KQNSGX, 5683902]
[paragraph, [96.0, 232.0, 858.0, 36.0], shoonya_3sQQEMK6KQNSGX, 5683902]
[paragraph, [96.0, 268.0, 858.0, 36.0], shoonya_3sQQEMK6KQNSGX, 5683902]
[paragraph, [102.0, 341.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 377.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 413.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 449.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 485.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 521.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 557.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 593.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 629.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 665.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 701.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 737.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 773.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 809.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 845.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 881.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [102.0, 917.0, 850.0, 36.0], shoonya_0s0U8J104IRWUG, 5683902]
[paragraph, [326.0, 971.0, 411.0, 36.0], shoonya_2sNDWILGYAU0AW, 5683902]
[paragraph, [326.0, 1007.0, 411.0, 36.0], shoonya_2sNDWILGYAU0AW, 5683902]
[paragraph, [326.0, 1043.0, 411.0, 36.0], shoonya_2sNDWILGYAU0AW, 5683902]
[paragraph, [326.0, 1079.0, 411.0, 36.0], shoonya_2sNDWILGYAU0AW, 5683902]
[paragraph, [326.0, 1115.0, 411.0, 36.0], shoonya_2sNDWILGYAU0AW, 5683902]
[paragraph, [326.0, 1151.0, 411.0, 36.0], shoonya_2sNDWILGYAU0AW, 5683902]
[paragraph, [326.0, 1187.0, 411.0, 36.0], shoonya_2sNDWILGYAU0AW, 5683902]
[paragraph, [326.0, 1223.0, 411.0, 36.0], shoonya_2sNDWILGYAU0AW, 5683902]
[paragraph, [326.0, 1259.0, 411.0, 36.0], shoonya_2sNDWILGYAU0AW, 5683902]
[paragraph, [326.0, 1295.0, 411.0, 36.0], shoonya_2sNDWILGYAU0AW, 5683902]
[paragraph, [326.0, 1331.0, 411.0, 36.0], shoonya_2sNDWILGYAU0AW, 5683902]
[paragraph, [326.0, 1367.0, 411.0, 36.0], shoonya_2sNDWILGYAU0AW, 5683902]
[paragraph, [326.0, 1403.0, 411.0, 36.0], shoonya_2sNDWILGYAU0AW, 5683902]
[paragraph, [326.0, 1439.0, 411.0, 36.0], shoonya_2sNDWILGYAU0AW, 5683902]
[paragraph, [326.0, 1475.0, 411.0, 36.0], shoonya_2sNDWILGYAU0AW, 5683902]
