[1625, 1211]
[headline, [624.0, 96.0, 315.0, 37.5], shoonya_6sAUU5XGQ76GS8, 5742416]
[paragraph, [66.0, 135.0, 342.0, 36.0], shoonya_5s7GAZ2XA7ABZZ, 5742416]
[paragraph, [66.0, 171.0, 342.0, 36.0], shoonya_5s7GAZ2XA7ABZZ, 5742416]
[paragraph, [66.0, 207.0, 342.0, 36.0], shoonya_5s7GAZ2XA7ABZZ, 5742416]
[paragraph, [66.0, 243.0, 342.0, 36.0], shoonya_5s7GAZ2XA7ABZZ, 5742416]
[paragraph, [66.0, 279.0, 342.0, 36.0], shoonya_5s7GAZ2XA7ABZZ, 5742416]
[paragraph, [66.0, 315.0, 342.0, 36.0], shoonya_5s7GAZ2XA7ABZZ, 5742416]
[paragraph, [66.0, 351.0, 342.0, 36.0], shoonya_5s7GAZ2XA7ABZZ, 5742416]
[paragraph, [66.0, 387.0, 342.0, 36.0], shoonya_5s7GAZ2XA7ABZZ, 5742416]
[paragraph, [420.0, 160.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 196.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 232.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 268.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 304.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 340.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 376.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 412.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 448.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 484.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 520.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 556.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 592.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 628.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 664.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 700.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 736.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 772.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 808.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [420.0, 844.0, 362.0, 36.0], dvELWBZz78, 5742416]
[paragraph, [798.0, 162.0, 340.0, 36.0], shoonya_0s6H1Y00PWWL62, 5742416]
[paragraph, [798.0, 198.0, 340.0, 36.0], shoonya_0s6H1Y00PWWL62, 5742416]
[paragraph, [798.0, 234.0, 340.0, 36.0], shoonya_0s6H1Y00PWWL62, 5742416]
[paragraph, [798.0, 270.0, 340.0, 36.0], shoonya_0s6H1Y00PWWL62, 5742416]
[paragraph, [798.0, 306.0, 340.0, 36.0], shoonya_0s6H1Y00PWWL62, 5742416]
[paragraph, [798.0, 342.0, 340.0, 36.0], shoonya_0s6H1Y00PWWL62, 5742416]
[paragraph, [798.0, 378.0, 340.0, 36.0], shoonya_0s6H1Y00PWWL62, 5742416]
[paragraph, [798.0, 414.0, 340.0, 36.0], shoonya_0s6H1Y00PWWL62, 5742416]
[paragraph, [798.0, 450.0, 340.0, 36.0], shoonya_0s6H1Y00PWWL62, 5742416]
[paragraph, [63.0, 458.0, 350.0, 36.0], GTx2on6inD, 5742416]
[paragraph, [63.0, 494.0, 350.0, 36.0], GTx2on6inD, 5742416]
[paragraph, [63.0, 530.0, 350.0, 36.0], GTx2on6inD, 5742416]
[paragraph, [63.0, 566.0, 350.0, 36.0], GTx2on6inD, 5742416]
[paragraph, [63.0, 602.0, 350.0, 36.0], GTx2on6inD, 5742416]
[paragraph, [63.0, 638.0, 350.0, 36.0], GTx2on6inD, 5742416]
[paragraph, [63.0, 674.0, 350.0, 36.0], GTx2on6inD, 5742416]
[paragraph, [63.0, 710.0, 350.0, 36.0], GTx2on6inD, 5742416]
[paragraph, [63.0, 746.0, 350.0, 36.0], GTx2on6inD, 5742416]
[paragraph, [63.0, 782.0, 350.0, 36.0], GTx2on6inD, 5742416]
[paragraph, [63.0, 818.0, 350.0, 36.0], GTx2on6inD, 5742416]
[paragraph, [63.0, 854.0, 350.0, 36.0], GTx2on6inD, 5742416]
[paragraph, [63.0, 890.0, 350.0, 36.0], GTx2on6inD, 5742416]
[paragraph, [63.0, 926.0, 350.0, 36.0], GTx2on6inD, 5742416]
[paragraph, [63.0, 962.0, 350.0, 36.0], GTx2on6inD, 5742416]
[paragraph, [796.0, 513.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 549.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 585.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 621.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 657.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 693.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 729.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 765.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 801.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 837.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 873.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 909.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 945.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 981.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 1017.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 1053.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 1089.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 1125.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 1161.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 1197.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 1233.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 1269.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 1305.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 1341.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [796.0, 1377.0, 350.0, 36.0], shoonya_2s46XGTPVT6FES, 5742416]
[paragraph, [432.0, 910.0, 350.0, 36.0], hF7f19hLf9, 5742416]
[paragraph, [432.0, 946.0, 350.0, 36.0], hF7f19hLf9, 5742416]
[paragraph, [432.0, 982.0, 350.0, 36.0], hF7f19hLf9, 5742416]
