[1372, 849]
[paragraph, [70.0, 125.0, 703.0, 18.0], shoonya_0sQOIXT92L19ZI, 5710020]
[paragraph, [70.0, 143.0, 703.0, 18.0], shoonya_0sQOIXT92L19ZI, 5710020]
[paragraph, [70.0, 161.0, 703.0, 18.0], shoonya_0sQOIXT92L19ZI, 5710020]
[paragraph, [70.0, 179.0, 703.0, 18.0], shoonya_0sQOIXT92L19ZI, 5710020]
[paragraph, [70.0, 197.0, 703.0, 18.0], shoonya_0sQOIXT92L19ZI, 5710020]
[paragraph, [70.0, 215.0, 703.0, 18.0], shoonya_0sQOIXT92L19ZI, 5710020]
[paragraph, [70.0, 233.0, 703.0, 18.0], shoonya_0sQOIXT92L19ZI, 5710020]
[paragraph, [70.0, 251.0, 703.0, 18.0], shoonya_0sQOIXT92L19ZI, 5710020]
[paragraph, [70.0, 269.0, 703.0, 18.0], shoonya_0sQOIXT92L19ZI, 5710020]
[paragraph, [70.0, 287.0, 703.0, 18.0], shoonya_0sQOIXT92L19ZI, 5710020]
[paragraph, [70.0, 305.0, 703.0, 18.0], shoonya_0sQOIXT92L19ZI, 5710020]
[paragraph, [70.0, 323.0, 703.0, 18.0], shoonya_0sQOIXT92L19ZI, 5710020]
[paragraph, [66.0, 344.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 362.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 380.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 398.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 416.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 434.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 452.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 470.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 488.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 506.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 524.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 542.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 560.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 578.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 596.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 614.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 632.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 650.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 668.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 686.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 704.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [66.0, 722.0, 714.0, 18.0], CyM5y_p2cs, 5710020]
[paragraph, [69.0, 761.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 779.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 797.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 815.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 833.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 851.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 869.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 887.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 905.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 923.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 941.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 959.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 977.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 995.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1013.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1031.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1049.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1067.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1085.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1103.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1121.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1139.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1157.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1175.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1193.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1211.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1229.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1247.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1265.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
[paragraph, [69.0, 1283.0, 705.0, 18.0], shoonya_1sWCXQU7LUD84M, 5710020]
