[2339, 1653]
[folio, [1016.0, 155.0, 468.0, 36.0], shoonya_0sLV2V21LXN23J, 5685536]
[sidebar, [319.0, 238.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 274.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 310.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 346.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 382.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 418.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 454.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 490.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 526.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 562.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 598.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 634.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 670.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 706.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 742.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 778.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 814.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 850.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 886.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[sidebar, [319.0, 922.0, 1170.0, 36.0], LqqfrFue9j, 5685536]
[section-title, [659.0, 262.0, 496.0, 52.5], shoonya_2sA72ZXMK7VILD, 5685536]
[paragraph, [349.0, 341.0, 1119.0, 36.0], BQqie-C5IP, 5685536]
[paragraph, [349.0, 377.0, 1119.0, 36.0], BQqie-C5IP, 5685536]
[paragraph, [349.0, 413.0, 1119.0, 36.0], BQqie-C5IP, 5685536]
[paragraph, [349.0, 447.0, 1121.0, 36.0], n7oeXieyqF, 5685536]
[paragraph, [349.0, 483.0, 1121.0, 36.0], n7oeXieyqF, 5685536]
[paragraph, [349.0, 553.0, 1124.0, 36.0], MGJbboAO5S, 5685536]
[paragraph, [349.0, 589.0, 1124.0, 36.0], MGJbboAO5S, 5685536]
[paragraph, [349.0, 625.0, 1124.0, 36.0], MGJbboAO5S, 5685536]
[paragraph, [349.0, 661.0, 1124.0, 36.0], MGJbboAO5S, 5685536]
[paragraph, [344.0, 728.0, 1136.0, 36.0], Ts7o2IKDN7, 5685536]
[paragraph, [344.0, 764.0, 1136.0, 36.0], Ts7o2IKDN7, 5685536]
[paragraph, [344.0, 800.0, 1136.0, 36.0], Ts7o2IKDN7, 5685536]
[paragraph, [346.0, 848.0, 1129.0, 36.0], _0Xa5KPkp1, 5685536]
[paragraph, [346.0, 884.0, 1129.0, 36.0], _0Xa5KPkp1, 5685536]
[paragraph, [346.0, 920.0, 1129.0, 36.0], _0Xa5KPkp1, 5685536]
[paragraph, [313.0, 991.0, 1180.0, 36.0], shoonya_3s83CJLICXKITJ, 5685536]
[paragraph, [313.0, 1027.0, 1180.0, 36.0], shoonya_3s83CJLICXKITJ, 5685536]
[paragraph, [313.0, 1063.0, 1180.0, 36.0], shoonya_3s83CJLICXKITJ, 5685536]
[paragraph, [313.0, 1099.0, 1180.0, 36.0], shoonya_3s83CJLICXKITJ, 5685536]
[paragraph, [313.0, 1135.0, 1180.0, 36.0], shoonya_3s83CJLICXKITJ, 5685536]
[paragraph, [313.0, 1171.0, 1180.0, 36.0], shoonya_3s83CJLICXKITJ, 5685536]
[paragraph, [316.0, 1258.0, 1179.0, 36.0], shoonya_4s6XV94A5QYR5I, 5685536]
[paragraph, [316.0, 1294.0, 1179.0, 36.0], shoonya_4s6XV94A5QYR5I, 5685536]
[paragraph, [316.0, 1330.0, 1179.0, 36.0], shoonya_4s6XV94A5QYR5I, 5685536]
[paragraph, [316.0, 1366.0, 1179.0, 36.0], shoonya_4s6XV94A5QYR5I, 5685536]
[paragraph, [316.0, 1402.0, 1179.0, 36.0], shoonya_4s6XV94A5QYR5I, 5685536]
[paragraph, [319.0, 1467.0, 1174.0, 36.0], shoonya_5s9HABKNV04XSP, 5685536]
[paragraph, [319.0, 1503.0, 1174.0, 36.0], shoonya_5s9HABKNV04XSP, 5685536]
[paragraph, [319.0, 1539.0, 1174.0, 36.0], shoonya_5s9HABKNV04XSP, 5685536]
[paragraph, [319.0, 1575.0, 1174.0, 36.0], shoonya_5s9HABKNV04XSP, 5685536]
[paragraph, [314.0, 1629.0, 1178.0, 36.0], shoonya_6sFK46EFUSIYRZ, 5685536]
[paragraph, [314.0, 1665.0, 1178.0, 36.0], shoonya_6sFK46EFUSIYRZ, 5685536]
[paragraph, [314.0, 1701.0, 1178.0, 36.0], shoonya_6sFK46EFUSIYRZ, 5685536]
[paragraph, [314.0, 1737.0, 1178.0, 36.0], shoonya_6sFK46EFUSIYRZ, 5685536]
[paragraph, [314.0, 1773.0, 1178.0, 36.0], shoonya_6sFK46EFUSIYRZ, 5685536]
[paragraph, [314.0, 1809.0, 1178.0, 36.0], shoonya_6sFK46EFUSIYRZ, 5685536]
[paragraph, [314.0, 1845.0, 1178.0, 36.0], shoonya_6sFK46EFUSIYRZ, 5685536]
[paragraph, [314.0, 1881.0, 1178.0, 36.0], shoonya_6sFK46EFUSIYRZ, 5685536]
[paragraph, [314.0, 1917.0, 1178.0, 36.0], shoonya_6sFK46EFUSIYRZ, 5685536]
[paragraph, [318.0, 1987.0, 1173.0, 36.0], shoonya_7sJ1JUYLP3PD6W, 5685536]
[paragraph, [318.0, 2023.0, 1173.0, 36.0], shoonya_7sJ1JUYLP3PD6W, 5685536]
