[2200, 1700]
[headline, [554.0, 189.0, 607.0, 67.5], IBSdc4RZjV, 5688792]
[folio, [178.0, 295.0, 214.0, 36.0], lit5kBoKcj, 5688792]
[folio, [1075.0, 388.0, 269.0, 36.0], VLXcYEe4H-, 5688792]
[folio, [191.0, 399.0, 380.0, 36.0], dqTLlv-uK5, 5688792]
[sidebar, [1011.0, 437.0, 244.0, 36.0], xC7fphU-iv, 5688792]
[sidebar, [187.0, 442.0, 187.0, 36.0], MQ4rPaWKP8, 5688792]
[sidebar, [546.0, 480.0, 265.0, 36.0], LdxZ4L2un5, 5688792]
[sidebar, [184.0, 482.0, 193.0, 36.0], qjDzYJBOIc, 5688792]
[sidebar, [996.0, 484.0, 352.0, 36.0], a4b7N7gIsN, 5688792]
[paragraph, [187.0, 586.0, 1051.0, 36.0], YmEsAYUh3n, 5688792]
[sidebar, [1115.0, 669.0, 231.0, 36.0], wpslYZiWDX, 5688792]
[unordered-list, [182.0, 716.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 752.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 788.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 824.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 860.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 896.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 932.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 968.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 1004.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 1040.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 1076.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 1112.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 1148.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 1184.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 1220.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 1256.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 1292.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 1328.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 1364.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 1400.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 1436.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[unordered-list, [182.0, 1472.0, 1199.0, 36.0], shoonya_0s8KEK3YKPX947, 5688792]
[sidebar, [1124.0, 775.0, 212.0, 36.0], fMt8oca3_Q, 5688792]
[sidebar, [1122.0, 937.0, 242.0, 36.0], 2IUCzjdtpR, 5688792]
[sidebar, [1136.0, 1105.0, 212.0, 36.0], t91OmZjvJC, 5688792]
[sidebar, [1145.0, 1228.0, 199.0, 36.0], sqEh3qiXjE, 5688792]
[sidebar, [1092.0, 1405.0, 246.0, 36.0], GWUZkCy0kG, 5688792]
[reference, [178.0, 1649.0, 1252.0, 36.0], nqbwfBIA2u, 5688792]
[reference, [178.0, 1685.0, 1252.0, 36.0], nqbwfBIA2u, 5688792]
[reference, [178.0, 1721.0, 1252.0, 36.0], nqbwfBIA2u, 5688792]
[reference, [178.0, 1757.0, 1252.0, 36.0], nqbwfBIA2u, 5688792]
[reference, [178.0, 1793.0, 1252.0, 36.0], nqbwfBIA2u, 5688792]
[reference, [178.0, 1829.0, 1252.0, 36.0], nqbwfBIA2u, 5688792]
[reference, [178.0, 1865.0, 1252.0, 36.0], nqbwfBIA2u, 5688792]
[reference, [178.0, 1901.0, 1252.0, 36.0], nqbwfBIA2u, 5688792]
