[1725, 2513]
[dateline, [2028.0, 69.0, 192.0, 64.5], Muys2YIPrx, 5772070]
[folio, [81.0, 88.0, 210.0, 36.0], iKnTtRwi2p, 5772070]
[flag, [1366.0, 91.0, 998.0, 36.0], JzAH9VpIkt, 5772070]
[flag, [1366.0, 127.0, 998.0, 36.0], JzAH9VpIkt, 5772070]
[flag, [1366.0, 163.0, 998.0, 36.0], JzAH9VpIkt, 5772070]
[flag, [1366.0, 199.0, 998.0, 36.0], JzAH9VpIkt, 5772070]
[flag, [1366.0, 235.0, 998.0, 36.0], JzAH9VpIkt, 5772070]
[flag, [1366.0, 271.0, 998.0, 36.0], JzAH9VpIkt, 5772070]
[flag, [1366.0, 307.0, 998.0, 36.0], JzAH9VpIkt, 5772070]
[folio, [1876.0, 270.0, 431.0, 36.0], uafe51Ha7Y, 5772070]
[figure-caption, [846.0, 278.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 314.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 350.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 386.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 422.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 458.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 494.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 530.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 566.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 602.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 638.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 674.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 710.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 746.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 782.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 818.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 854.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 890.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 926.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 962.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 998.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 1034.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 1070.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 1106.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 1142.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 1178.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 1214.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 1250.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 1286.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 1322.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 1358.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 1394.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 1430.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[figure-caption, [846.0, 1466.0, 355.0, 36.0], shoonya_0s37OVYOAXYLMK, 5772070]
[headline, [1404.0, 415.0, 891.0, 37.5], 90MDS2y5qw, 5772070]
[headline, [1404.0, 452.5, 891.0, 37.5], 90MDS2y5qw, 5772070]
[headline, [1404.0, 490.0, 891.0, 37.5], 90MDS2y5qw, 5772070]
[headline, [1404.0, 527.5, 891.0, 37.5], 90MDS2y5qw, 5772070]
[headline, [1404.0, 565.0, 891.0, 37.5], 90MDS2y5qw, 5772070]
[headline, [1404.0, 602.5, 891.0, 37.5], 90MDS2y5qw, 5772070]
[figure-caption, [1391.0, 1298.0, 977.0, 36.0], shoonya_3sCBRLP22UO7Z3, 5772070]
[figure-caption, [1391.0, 1334.0, 977.0, 36.0], shoonya_3sCBRLP22UO7Z3, 5772070]
[figure-caption, [1391.0, 1370.0, 977.0, 36.0], shoonya_3sCBRLP22UO7Z3, 5772070]
[figure-caption, [1391.0, 1406.0, 977.0, 36.0], shoonya_3sCBRLP22UO7Z3, 5772070]
[figure-caption, [1391.0, 1442.0, 977.0, 36.0], shoonya_3sCBRLP22UO7Z3, 5772070]
[folio, [69.0, 1687.0, 192.0, 36.0], TIDWVj04uT, 5772070]
