[612, 792]
[paragraph, [52.0, 48.0, 297.0, 18.0], shoonya_1s8CCT3RE7JBTM, 5725617]
[paragraph, [52.0, 66.0, 297.0, 18.0], shoonya_1s8CCT3RE7JBTM, 5725617]
[paragraph, [52.0, 84.0, 297.0, 18.0], shoonya_1s8CCT3RE7JBTM, 5725617]
[paragraph, [52.0, 102.0, 297.0, 18.0], shoonya_1s8CCT3RE7JBTM, 5725617]
[paragraph, [441.0, 48.0, 303.0, 18.0], shoonya_10sHC931HJ8RLL, 5725617]
[paragraph, [441.0, 66.0, 303.0, 18.0], shoonya_10sHC931HJ8RLL, 5725617]
[paragraph, [441.0, 84.0, 303.0, 18.0], shoonya_10sHC931HJ8RLL, 5725617]
[paragraph, [441.0, 102.0, 303.0, 18.0], shoonya_10sHC931HJ8RLL, 5725617]
[paragraph, [441.0, 120.0, 303.0, 18.0], shoonya_10sHC931HJ8RLL, 5725617]
[paragraph, [441.0, 138.0, 303.0, 18.0], shoonya_10sHC931HJ8RLL, 5725617]
[paragraph, [50.0, 149.0, 301.0, 18.0], shoonya_0sKAPP76QE7NJE, 5725617]
[paragraph, [50.0, 167.0, 301.0, 18.0], shoonya_0sKAPP76QE7NJE, 5725617]
[paragraph, [50.0, 185.0, 301.0, 18.0], shoonya_0sKAPP76QE7NJE, 5725617]
[paragraph, [50.0, 203.0, 301.0, 18.0], shoonya_0sKAPP76QE7NJE, 5725617]
[paragraph, [50.0, 221.0, 301.0, 18.0], shoonya_0sKAPP76QE7NJE, 5725617]
[paragraph, [50.0, 239.0, 301.0, 18.0], shoonya_0sKAPP76QE7NJE, 5725617]
[paragraph, [50.0, 257.0, 301.0, 18.0], shoonya_0sKAPP76QE7NJE, 5725617]
[paragraph, [50.0, 275.0, 301.0, 18.0], shoonya_0sKAPP76QE7NJE, 5725617]
[paragraph, [50.0, 293.0, 301.0, 18.0], shoonya_0sKAPP76QE7NJE, 5725617]
[paragraph, [50.0, 311.0, 301.0, 18.0], shoonya_0sKAPP76QE7NJE, 5725617]
[paragraph, [50.0, 329.0, 301.0, 18.0], shoonya_0sKAPP76QE7NJE, 5725617]
[paragraph, [50.0, 347.0, 301.0, 18.0], shoonya_0sKAPP76QE7NJE, 5725617]
[paragraph, [443.0, 193.0, 297.0, 18.0], shoonya_2sYHXCO36HUSVA, 5725617]
[paragraph, [443.0, 211.0, 297.0, 18.0], shoonya_2sYHXCO36HUSVA, 5725617]
[paragraph, [443.0, 229.0, 297.0, 18.0], shoonya_2sYHXCO36HUSVA, 5725617]
[paragraph, [443.0, 247.0, 297.0, 18.0], shoonya_2sYHXCO36HUSVA, 5725617]
[paragraph, [442.0, 297.0, 298.0, 18.0], shoonya_4s3R73KH9MVO4X, 5725617]
[paragraph, [442.0, 315.0, 298.0, 18.0], shoonya_4s3R73KH9MVO4X, 5725617]
[paragraph, [442.0, 333.0, 298.0, 18.0], shoonya_4s3R73KH9MVO4X, 5725617]
[paragraph, [442.0, 351.0, 298.0, 18.0], shoonya_4s3R73KH9MVO4X, 5725617]
[paragraph, [442.0, 369.0, 298.0, 18.0], shoonya_4s3R73KH9MVO4X, 5725617]
[paragraph, [442.0, 387.0, 298.0, 18.0], shoonya_4s3R73KH9MVO4X, 5725617]
[paragraph, [442.0, 405.0, 298.0, 18.0], shoonya_4s3R73KH9MVO4X, 5725617]
[paragraph, [442.0, 423.0, 298.0, 18.0], shoonya_4s3R73KH9MVO4X, 5725617]
[paragraph, [442.0, 441.0, 298.0, 18.0], shoonya_4s3R73KH9MVO4X, 5725617]
[paragraph, [442.0, 459.0, 298.0, 18.0], shoonya_4s3R73KH9MVO4X, 5725617]
[paragraph, [442.0, 477.0, 298.0, 18.0], shoonya_4s3R73KH9MVO4X, 5725617]
[paragraph, [52.0, 396.0, 297.0, 18.0], shoonya_3sKLIZVETU1WQB, 5725617]
[paragraph, [52.0, 414.0, 297.0, 18.0], shoonya_3sKLIZVETU1WQB, 5725617]
[paragraph, [50.0, 468.0, 301.0, 18.0], shoonya_7s6QIJ8HW27BCS, 5725617]
[paragraph, [50.0, 486.0, 301.0, 18.0], shoonya_7s6QIJ8HW27BCS, 5725617]
[paragraph, [50.0, 504.0, 301.0, 18.0], shoonya_7s6QIJ8HW27BCS, 5725617]
[paragraph, [50.0, 522.0, 301.0, 18.0], shoonya_7s6QIJ8HW27BCS, 5725617]
[paragraph, [443.0, 527.0, 298.0, 18.0], shoonya_6sKCTM8VTARGSU, 5725617]
