[1031, 622]
[section-title, [250.0, 69.0, 125.0, 30.0], shoonya_2sO4BS8EYSZD6R, 5709829]
[paragraph, [55.0, 113.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 131.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 149.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 167.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 185.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 203.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 221.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 239.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 257.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 275.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 293.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 311.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 329.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 347.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 365.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 383.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 401.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 419.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 437.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 455.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 473.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 491.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 509.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 527.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 545.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 563.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 581.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 599.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 617.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 635.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 653.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 671.0, 537.0, 18.0], shoonya_1sX0GR7JV0VNQW, 5709829]
[paragraph, [55.0, 707.0, 532.0, 18.0], shoonya_0s5FC1QTWED2Y9, 5709829]
[paragraph, [55.0, 725.0, 532.0, 18.0], shoonya_0s5FC1QTWED2Y9, 5709829]
[paragraph, [55.0, 743.0, 532.0, 18.0], shoonya_0s5FC1QTWED2Y9, 5709829]
[paragraph, [55.0, 761.0, 532.0, 18.0], shoonya_0s5FC1QTWED2Y9, 5709829]
[paragraph, [55.0, 779.0, 532.0, 18.0], shoonya_0s5FC1QTWED2Y9, 5709829]
[paragraph, [55.0, 797.0, 532.0, 18.0], shoonya_0s5FC1QTWED2Y9, 5709829]
[paragraph, [55.0, 815.0, 532.0, 18.0], shoonya_0s5FC1QTWED2Y9, 5709829]
[paragraph, [55.0, 833.0, 532.0, 18.0], shoonya_0s5FC1QTWED2Y9, 5709829]
[paragraph, [55.0, 851.0, 532.0, 18.0], shoonya_0s5FC1QTWED2Y9, 5709829]
[paragraph, [55.0, 869.0, 532.0, 18.0], shoonya_0s5FC1QTWED2Y9, 5709829]
[paragraph, [55.0, 887.0, 532.0, 18.0], shoonya_0s5FC1QTWED2Y9, 5709829]
[paragraph, [55.0, 905.0, 532.0, 18.0], shoonya_0s5FC1QTWED2Y9, 5709829]
[paragraph, [55.0, 923.0, 532.0, 18.0], shoonya_0s5FC1QTWED2Y9, 5709829]
[paragraph, [55.0, 941.0, 532.0, 18.0], shoonya_0s5FC1QTWED2Y9, 5709829]
