[1241, 827]
[folio, [139.0, 52.0, 304.0, 18.0], -BDdRk133H, 6477705]
[section-title, [348.0, 151.0, 99.0, 30.0], shoonya_4sJATZM09Q6LK1, 6477705]
[sub-section-title, [84.0, 212.0, 285.0, 25.5], nxrUyRYwVP, 6477705]
[paragraph, [74.0, 256.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 274.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 292.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 310.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 328.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 346.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 364.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 382.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 400.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 418.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 436.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 454.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 472.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 490.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 508.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 526.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [74.0, 544.0, 640.0, 18.0], shoonya_0sCR3AQLMZY2IC, 6477705]
[paragraph, [79.0, 584.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 602.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 620.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 638.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 656.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 674.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 692.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 710.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 728.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 746.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 764.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 782.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 800.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 818.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 836.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 854.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [79.0, 872.0, 634.0, 18.0], shoonya_1sVJDXQ5ZC7IHY, 6477705]
[paragraph, [80.0, 915.0, 639.0, 18.0], shoonya_2sSWARSRKGMDAD, 6477705]
[paragraph, [80.0, 933.0, 639.0, 18.0], shoonya_2sSWARSRKGMDAD, 6477705]
[paragraph, [80.0, 951.0, 639.0, 18.0], shoonya_2sSWARSRKGMDAD, 6477705]
[paragraph, [80.0, 969.0, 639.0, 18.0], shoonya_2sSWARSRKGMDAD, 6477705]
[paragraph, [80.0, 987.0, 639.0, 18.0], shoonya_2sSWARSRKGMDAD, 6477705]
[paragraph, [80.0, 1005.0, 639.0, 18.0], shoonya_2sSWARSRKGMDAD, 6477705]
[paragraph, [80.0, 1023.0, 639.0, 18.0], shoonya_2sSWARSRKGMDAD, 6477705]
[paragraph, [80.0, 1041.0, 639.0, 18.0], shoonya_2sSWARSRKGMDAD, 6477705]
[paragraph, [80.0, 1059.0, 639.0, 18.0], shoonya_2sSWARSRKGMDAD, 6477705]
[paragraph, [80.0, 1077.0, 639.0, 18.0], shoonya_2sSWARSRKGMDAD, 6477705]
[paragraph, [80.0, 1095.0, 639.0, 18.0], shoonya_2sSWARSRKGMDAD, 6477705]
[paragraph, [80.0, 1113.0, 639.0, 18.0], shoonya_2sSWARSRKGMDAD, 6477705]
[paragraph, [80.0, 1131.0, 639.0, 18.0], shoonya_2sSWARSRKGMDAD, 6477705]
