[2542, 1956]
[headline, [639.0, 97.0, 727.0, 52.5], YYMRg40BKd, 5684008]
[headline, [639.0, 149.5, 727.0, 52.5], YYMRg40BKd, 5684008]
[headline, [639.0, 202.0, 727.0, 52.5], YYMRg40BKd, 5684008]
[headline, [639.0, 254.5, 727.0, 52.5], YYMRg40BKd, 5684008]
[paragraph, [566.0, 428.0, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 474.5, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 521.0, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 567.5, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 614.0, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 660.5, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 707.0, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 753.5, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 800.0, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 846.5, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 893.0, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 939.5, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 986.0, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1032.5, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1079.0, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1125.5, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1172.0, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1218.5, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1265.0, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1311.5, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1358.0, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1404.5, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1451.0, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1497.5, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1544.0, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1590.5, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1637.0, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1683.5, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1730.0, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[paragraph, [566.0, 1776.5, 1137.0, 46.5], shoonya_0sWDVFEMZ2UDHB, 5684008]
[author, [1072.0, 1841.0, 713.0, 46.5], i103H5dg6k, 5684008]
[author, [1072.0, 1887.5, 713.0, 46.5], i103H5dg6k, 5684008]
[author, [1072.0, 1934.0, 713.0, 46.5], i103H5dg6k, 5684008]
