[2200, 1700]
[section-title, [258.0, 153.0, 1190.0, 52.5], shoonya_1sIK2RC6DAHF7N, 5689093]
[sidebar, [953.0, 170.0, 482.0, 36.0], shoonya_5sC2P296CKI58J, 5689093]
[ordered-list, [348.0, 227.0, 552.0, 36.0], 9lLQtCfUqT, 5689093]
[ordered-list, [348.0, 263.0, 552.0, 36.0], 9lLQtCfUqT, 5689093]
[ordered-list, [348.0, 299.0, 552.0, 36.0], 9lLQtCfUqT, 5689093]
[ordered-list, [348.0, 335.0, 552.0, 36.0], 9lLQtCfUqT, 5689093]
[ordered-list, [348.0, 371.0, 552.0, 36.0], 9lLQtCfUqT, 5689093]
[ordered-list, [348.0, 407.0, 552.0, 36.0], 9lLQtCfUqT, 5689093]
[reference, [255.0, 539.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 575.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 611.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 647.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 683.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 719.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 755.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 791.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 827.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 863.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 899.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 935.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 971.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1007.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1043.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1079.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1115.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1151.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1187.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1223.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1259.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1295.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1331.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1367.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1403.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1439.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1475.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1511.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1547.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1583.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1619.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1655.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1691.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1727.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1763.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1799.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1835.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1871.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1907.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
[reference, [255.0, 1943.0, 1202.0, 36.0], shoonya_2sV6SBK3ZJ06N3, 5689093]
