[2200, 1700]
[paragraph, [375.0, 112.0, 1130.0, 36.0], shoonya_3s78NW7RF5FR53, 5733496]
[paragraph, [375.0, 148.0, 1130.0, 36.0], shoonya_3s78NW7RF5FR53, 5733496]
[paragraph, [371.0, 247.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 283.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 319.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 355.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 391.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 427.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 463.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 499.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 535.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 571.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 607.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 643.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 679.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 715.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 751.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 787.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [371.0, 823.0, 1135.0, 36.0], shoonya_0sEG4E0QFGTEQ5, 5733496]
[paragraph, [373.0, 879.0, 1132.0, 36.0], shoonya_1s2EVBLIGNCJ00, 5733496]
[paragraph, [373.0, 915.0, 1132.0, 36.0], shoonya_1s2EVBLIGNCJ00, 5733496]
[paragraph, [373.0, 951.0, 1132.0, 36.0], shoonya_1s2EVBLIGNCJ00, 5733496]
[paragraph, [373.0, 987.0, 1132.0, 36.0], shoonya_1s2EVBLIGNCJ00, 5733496]
[paragraph, [373.0, 1023.0, 1132.0, 36.0], shoonya_1s2EVBLIGNCJ00, 5733496]
[paragraph, [373.0, 1059.0, 1132.0, 36.0], shoonya_1s2EVBLIGNCJ00, 5733496]
[paragraph, [373.0, 1095.0, 1132.0, 36.0], shoonya_1s2EVBLIGNCJ00, 5733496]
[paragraph, [373.0, 1131.0, 1132.0, 36.0], shoonya_1s2EVBLIGNCJ00, 5733496]
[paragraph, [373.0, 1167.0, 1132.0, 36.0], shoonya_1s2EVBLIGNCJ00, 5733496]
[paragraph, [373.0, 1203.0, 1132.0, 36.0], shoonya_1s2EVBLIGNCJ00, 5733496]
[paragraph, [373.0, 1239.0, 1132.0, 36.0], shoonya_1s2EVBLIGNCJ00, 5733496]
[paragraph, [373.0, 1275.0, 1132.0, 36.0], shoonya_1s2EVBLIGNCJ00, 5733496]
[paragraph, [373.0, 1311.0, 1132.0, 36.0], shoonya_1s2EVBLIGNCJ00, 5733496]
[paragraph, [373.0, 1402.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1438.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1474.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1510.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1546.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1582.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1618.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1654.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1690.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1726.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1762.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1798.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1834.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1870.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1906.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1942.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
[paragraph, [373.0, 1978.0, 1131.0, 36.0], shoonya_2sN5ZEYP42T0ES, 5733496]
