[3968, 2806]
[paragraph, [175.0, 143.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 195.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 248.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 300.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 353.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 405.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 458.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 510.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 563.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 615.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 668.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 720.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 773.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 825.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 878.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 930.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 983.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1035.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1088.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1140.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1193.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1245.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1298.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1350.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1403.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1455.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1508.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1560.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1613.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1665.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1718.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1770.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1823.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1875.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1928.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 1980.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 2033.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 2085.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 2138.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 2190.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 2243.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 2295.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 2348.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 2400.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 2453.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 2505.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 2558.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 2610.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 2663.0, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [175.0, 2715.5, 1240.0, 52.5], shoonya_2sZXJCRVTPZNOZ, 5683752]
[paragraph, [1451.0, 158.0, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 210.5, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 263.0, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 315.5, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 368.0, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 420.5, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 473.0, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 525.5, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 578.0, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 630.5, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 683.0, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 735.5, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 788.0, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 840.5, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 893.0, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 945.5, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 998.0, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 1050.5, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 1103.0, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 1155.5, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 1208.0, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 1260.5, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1451.0, 1313.0, 1130.0, 52.5], shoonya_1sAGV4WSPLHKEB, 5683752]
[paragraph, [1444.0, 1443.0, 1146.0, 52.5], shoonya_4sA74XS49C76MF, 5683752]
[paragraph, [1444.0, 1495.5, 1146.0, 52.5], shoonya_4sA74XS49C76MF, 5683752]
[paragraph, [1444.0, 1548.0, 1146.0, 52.5], shoonya_4sA74XS49C76MF, 5683752]
[paragraph, [1444.0, 1600.5, 1146.0, 52.5], shoonya_4sA74XS49C76MF, 5683752]
[paragraph, [1444.0, 1653.0, 1146.0, 52.5], shoonya_4sA74XS49C76MF, 5683752]
[paragraph, [1444.0, 1705.5, 1146.0, 52.5], shoonya_4sA74XS49C76MF, 5683752]
[paragraph, [1444.0, 1758.0, 1146.0, 52.5], shoonya_4sA74XS49C76MF, 5683752]
[paragraph, [1444.0, 1810.5, 1146.0, 52.5], shoonya_4sA74XS49C76MF, 5683752]
[paragraph, [1444.0, 1863.0, 1146.0, 52.5], shoonya_4sA74XS49C76MF, 5683752]
[paragraph, [1444.0, 1915.5, 1146.0, 52.5], shoonya_4sA74XS49C76MF, 5683752]
[paragraph, [1444.0, 1968.0, 1146.0, 52.5], shoonya_4sA74XS49C76MF, 5683752]
[paragraph, [1444.0, 2020.5, 1146.0, 52.5], shoonya_4sA74XS49C76MF, 5683752]
[paragraph, [1444.0, 2073.0, 1146.0, 52.5], shoonya_4sA74XS49C76MF, 5683752]
[paragraph, [1444.0, 2125.5, 1146.0, 52.5], shoonya_4sA74XS49C76MF, 5683752]
[paragraph, [1460.0, 2226.0, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 2278.5, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 2331.0, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 2383.5, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 2436.0, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 2488.5, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 2541.0, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 2593.5, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 2646.0, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 2698.5, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 2751.0, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 2803.5, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 2856.0, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 2908.5, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 2961.0, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 3013.5, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 3066.0, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 3118.5, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 3171.0, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 3223.5, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 3276.0, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 3328.5, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 3381.0, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 3433.5, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 3486.0, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 3538.5, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 3591.0, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [1460.0, 3643.5, 1117.0, 52.5], shoonya_5sFYMEVT91RIFP, 5683752]
[paragraph, [158.0, 2834.0, 1264.0, 52.5], shoonya_0sTPZBMFWH0J68, 5683752]
[paragraph, [158.0, 2886.5, 1264.0, 52.5], shoonya_0sTPZBMFWH0J68, 5683752]
[paragraph, [158.0, 2939.0, 1264.0, 52.5], shoonya_0sTPZBMFWH0J68, 5683752]
[paragraph, [158.0, 2991.5, 1264.0, 52.5], shoonya_0sTPZBMFWH0J68, 5683752]
[paragraph, [158.0, 3044.0, 1264.0, 52.5], shoonya_0sTPZBMFWH0J68, 5683752]
[paragraph, [158.0, 3096.5, 1264.0, 52.5], shoonya_0sTPZBMFWH0J68, 5683752]
[paragraph, [158.0, 3149.0, 1264.0, 52.5], shoonya_0sTPZBMFWH0J68, 5683752]
[paragraph, [168.0, 3260.0, 1257.0, 52.5], l4OCwREKC8, 5683752]
[paragraph, [168.0, 3312.5, 1257.0, 52.5], l4OCwREKC8, 5683752]
[paragraph, [168.0, 3365.0, 1257.0, 52.5], l4OCwREKC8, 5683752]
[paragraph, [168.0, 3417.5, 1257.0, 52.5], l4OCwREKC8, 5683752]
[paragraph, [168.0, 3470.0, 1257.0, 52.5], l4OCwREKC8, 5683752]
[paragraph, [168.0, 3522.5, 1257.0, 52.5], l4OCwREKC8, 5683752]
[paragraph, [168.0, 3575.0, 1257.0, 52.5], l4OCwREKC8, 5683752]
[paragraph, [168.0, 3627.5, 1257.0, 52.5], l4OCwREKC8, 5683752]
[folio, [248.0, 3803.0, 774.0, 52.5], FIrBOc-Hs0, 5683752]
[folio, [248.0, 3855.5, 774.0, 52.5], FIrBOc-Hs0, 5683752]
