[567, 454]
[chapter-title, [128.0, 160.0, 194.0, 30.0], yVj0vU04mB, 6460619]
[chapter-title, [128.0, 190.0, 194.0, 30.0], yVj0vU04mB, 6460619]
[paragraph, [27.0, 231.0, 196.0, 18.0], shoonya_0sQRWJVHKXJU92, 6460619]
[paragraph, [27.0, 249.0, 196.0, 18.0], shoonya_0sQRWJVHKXJU92, 6460619]
[paragraph, [27.0, 267.0, 196.0, 18.0], shoonya_0sQRWJVHKXJU92, 6460619]
[paragraph, [27.0, 285.0, 196.0, 18.0], shoonya_0sQRWJVHKXJU92, 6460619]
[paragraph, [27.0, 303.0, 196.0, 18.0], shoonya_0sQRWJVHKXJU92, 6460619]
[paragraph, [27.0, 321.0, 196.0, 18.0], shoonya_0sQRWJVHKXJU92, 6460619]
[paragraph, [27.0, 339.0, 196.0, 18.0], shoonya_0sQRWJVHKXJU92, 6460619]
[paragraph, [27.0, 357.0, 196.0, 18.0], shoonya_0sQRWJVHKXJU92, 6460619]
[paragraph, [27.0, 375.0, 196.0, 18.0], shoonya_0sQRWJVHKXJU92, 6460619]
[paragraph, [225.0, 232.0, 190.0, 18.0], IXHV3i1AX1, 6460619]
[paragraph, [225.0, 250.0, 190.0, 18.0], IXHV3i1AX1, 6460619]
[paragraph, [225.0, 268.0, 190.0, 18.0], IXHV3i1AX1, 6460619]
[paragraph, [225.0, 286.0, 190.0, 18.0], IXHV3i1AX1, 6460619]
[paragraph, [225.0, 304.0, 190.0, 18.0], IXHV3i1AX1, 6460619]
[paragraph, [225.0, 322.0, 190.0, 18.0], IXHV3i1AX1, 6460619]
[paragraph, [225.0, 340.0, 190.0, 18.0], IXHV3i1AX1, 6460619]
[paragraph, [223.0, 368.0, 195.0, 18.0], ih6vmVvP_C, 6460619]
[paragraph, [223.0, 386.0, 195.0, 18.0], ih6vmVvP_C, 6460619]
[paragraph, [223.0, 404.0, 195.0, 18.0], ih6vmVvP_C, 6460619]
[paragraph, [223.0, 422.0, 195.0, 18.0], ih6vmVvP_C, 6460619]
[paragraph, [223.0, 440.0, 195.0, 18.0], ih6vmVvP_C, 6460619]
[paragraph, [223.0, 458.0, 195.0, 18.0], ih6vmVvP_C, 6460619]
[paragraph, [223.0, 476.0, 195.0, 18.0], ih6vmVvP_C, 6460619]
[paragraph, [35.0, 403.0, 191.0, 18.0], lXwSkxLxI5, 6460619]
[paragraph, [35.0, 421.0, 191.0, 18.0], lXwSkxLxI5, 6460619]
[paragraph, [35.0, 439.0, 191.0, 18.0], lXwSkxLxI5, 6460619]
[paragraph, [35.0, 457.0, 191.0, 18.0], lXwSkxLxI5, 6460619]
[paragraph, [35.0, 475.0, 191.0, 18.0], lXwSkxLxI5, 6460619]
[footnote, [182.0, 508.0, 89.0, 18.0], pL1VrbKVce, 6460619]
