[2427, 1815]
[section-title, [1215.0, 185.0, 233.0, 52.5], ytQmCMIlCU, 5694543]
[section-title, [1215.0, 237.5, 233.0, 52.5], ytQmCMIlCU, 5694543]
[paragraph, [77.0, 288.0, 493.0, 36.0], shoonya_3sO1DJHHRBKT8A, 5694543]
[paragraph, [77.0, 324.0, 493.0, 36.0], shoonya_3sO1DJHHRBKT8A, 5694543]
[paragraph, [77.0, 360.0, 493.0, 36.0], shoonya_3sO1DJHHRBKT8A, 5694543]
[paragraph, [77.0, 396.0, 493.0, 36.0], shoonya_3sO1DJHHRBKT8A, 5694543]
[paragraph, [77.0, 432.0, 493.0, 36.0], shoonya_3sO1DJHHRBKT8A, 5694543]
[paragraph, [77.0, 468.0, 493.0, 36.0], shoonya_3sO1DJHHRBKT8A, 5694543]
[paragraph, [77.0, 504.0, 493.0, 36.0], shoonya_3sO1DJHHRBKT8A, 5694543]
[paragraph, [77.0, 540.0, 493.0, 36.0], shoonya_3sO1DJHHRBKT8A, 5694543]
[paragraph, [567.0, 288.0, 505.0, 36.0], shoonya_4sU0LISRS1DJ6O, 5694543]
[paragraph, [567.0, 324.0, 505.0, 36.0], shoonya_4sU0LISRS1DJ6O, 5694543]
[paragraph, [567.0, 360.0, 505.0, 36.0], shoonya_4sU0LISRS1DJ6O, 5694543]
[paragraph, [567.0, 396.0, 505.0, 36.0], shoonya_4sU0LISRS1DJ6O, 5694543]
[paragraph, [567.0, 432.0, 505.0, 36.0], shoonya_4sU0LISRS1DJ6O, 5694543]
[paragraph, [567.0, 468.0, 505.0, 36.0], shoonya_4sU0LISRS1DJ6O, 5694543]
[paragraph, [567.0, 504.0, 505.0, 36.0], shoonya_4sU0LISRS1DJ6O, 5694543]
[paragraph, [567.0, 540.0, 505.0, 36.0], shoonya_4sU0LISRS1DJ6O, 5694543]
[paragraph, [1092.0, 1618.0, 491.0, 36.0], shoonya_8s5AGDQ9O4WNRW, 5694543]
[paragraph, [1092.0, 1654.0, 491.0, 36.0], shoonya_8s5AGDQ9O4WNRW, 5694543]
[paragraph, [1092.0, 1690.0, 491.0, 36.0], shoonya_8s5AGDQ9O4WNRW, 5694543]
[paragraph, [1092.0, 1726.0, 491.0, 36.0], shoonya_8s5AGDQ9O4WNRW, 5694543]
[paragraph, [1092.0, 1762.0, 491.0, 36.0], shoonya_8s5AGDQ9O4WNRW, 5694543]
[paragraph, [1092.0, 1798.0, 491.0, 36.0], shoonya_8s5AGDQ9O4WNRW, 5694543]
[paragraph, [1092.0, 1834.0, 491.0, 36.0], shoonya_8s5AGDQ9O4WNRW, 5694543]
[paragraph, [1092.0, 1870.0, 491.0, 36.0], shoonya_8s5AGDQ9O4WNRW, 5694543]
[paragraph, [1092.0, 1906.0, 491.0, 36.0], shoonya_8s5AGDQ9O4WNRW, 5694543]
[paragraph, [1092.0, 1942.0, 491.0, 36.0], shoonya_8s5AGDQ9O4WNRW, 5694543]
[paragraph, [1092.0, 1978.0, 491.0, 36.0], shoonya_8s5AGDQ9O4WNRW, 5694543]
[paragraph, [1092.0, 2014.0, 491.0, 36.0], shoonya_8s5AGDQ9O4WNRW, 5694543]
[paragraph, [1092.0, 2050.0, 491.0, 36.0], shoonya_8s5AGDQ9O4WNRW, 5694543]
[paragraph, [585.0, 1924.0, 496.0, 36.0], shoonya_0sRV6AB6KNYUWW, 5694543]
[paragraph, [585.0, 1960.0, 496.0, 36.0], shoonya_0sRV6AB6KNYUWW, 5694543]
[paragraph, [585.0, 1996.0, 496.0, 36.0], shoonya_0sRV6AB6KNYUWW, 5694543]
[paragraph, [585.0, 2032.0, 496.0, 36.0], shoonya_0sRV6AB6KNYUWW, 5694543]
[paragraph, [585.0, 2068.0, 496.0, 36.0], shoonya_0sRV6AB6KNYUWW, 5694543]
[paragraph, [585.0, 2104.0, 496.0, 36.0], shoonya_0sRV6AB6KNYUWW, 5694543]
[paragraph, [585.0, 2140.0, 496.0, 36.0], shoonya_0sRV6AB6KNYUWW, 5694543]
[paragraph, [585.0, 2176.0, 496.0, 36.0], shoonya_0sRV6AB6KNYUWW, 5694543]
[paragraph, [97.0, 1945.0, 474.0, 36.0], shoonya_2s6SFKQ4PVAKNP, 5694543]
[paragraph, [97.0, 1981.0, 474.0, 36.0], shoonya_2s6SFKQ4PVAKNP, 5694543]
[paragraph, [97.0, 2017.0, 474.0, 36.0], shoonya_2s6SFKQ4PVAKNP, 5694543]
[paragraph, [97.0, 2053.0, 474.0, 36.0], shoonya_2s6SFKQ4PVAKNP, 5694543]
[paragraph, [89.0, 2091.0, 490.0, 36.0], shoonya_1s3KSX4HC94YMC, 5694543]
[paragraph, [89.0, 2127.0, 490.0, 36.0], shoonya_1s3KSX4HC94YMC, 5694543]
[paragraph, [89.0, 2163.0, 490.0, 36.0], shoonya_1s3KSX4HC94YMC, 5694543]
[paragraph, [89.0, 2199.0, 490.0, 36.0], shoonya_1s3KSX4HC94YMC, 5694543]
